index,fname,lname,gender,areacode,phone,city,state,zip,maritalstatus,haschild,salary,rate,singleexemp,marriedexemp,childexemp
2417,Emanuela,Nadrchal,M,719,924-8645,COLORADO SPRINGS,CO,80913.0,M,Y,40000,4.63,0,0,0
2418,Yee,Worfolk,M,229,480-7435,SYLVANIA,GA,30467.0,S,N,75000,6.0,2700,0,0
2419,Joseph,Czap,F,415,910-1239,VALLEY VILLAGE,CA,91607.0,S,N,15000,3.0493855,87,0,0
2420,Hafedh,Priebe,M,401,984-7328,PROVIDENCE,RI,2906.0,S,N,85000,0.0,0,0,0
2421,Xianjing,Bultermann,M,303,670-4046,BUENA VISTA,CO,81211.0,S,N,45000,4.63,0,0,0
2422,Gad,Cornu,M,702,900-5648,MOUNTAIN CITY,NV,89831.0,S,Y,80000,0.0,0,0,0
2423,Theodoulos,Erdi,M,909,644-2278,ANAHEIM,CA,92812.0,S,N,15000,3.0493855,87,0,0
2424,Feipei,Mavaddat,F,586,578-3643,SAGINAW,MI,48608.0,M,Y,10000,3.9,0,6200,3100
2425,Nayyer,Itajima,M,208,327-6063,BLISS,ID,83314.0,S,N,20000,6.948391,3300,0,0
2426,Chanjung,Ber,M,641,345-7090,MONTEZUMA,IA,50171.0,M,N,90000,8.98,0,80,0
2427,Kwangho,Bhanu,F,802,920-7053,BURLINGTON,VT,5406.0,S,Y,25000,3.6,3300,0,3300
2428,Kenn,Hassin,M,612,269-4738,WALTHAM,MN,55982.0,M,N,15000,5.35,0,6600,0
2429,Jea,Kwasny,M,802,651-2869,PLAINFIELD,VT,5667.0,M,Y,25000,3.6,0,6600,3300
2430,Judea,Mills,F,302,807-9639,GEORGETOWN,DE,19947.0,M,N,75000,5.95,0,220,0
2431,Mitsuhiko,Huleihel,M,401,168-2831,MAPLEVILLE,RI,2839.0,M,Y,90000,0.0,0,0,0
2432,Concepcion,Siegrist,F,714,284-6379,SAN DIEGO,CA,92164.0,M,Y,95000,9.3,0,174,272
2433,Kostoula,Mallgren,M,907,330-7180,MOOSE PASS,AK,99631.0,S,Y,90000,0.0,0,0,0
2434,Ravindran,Cakir,M,786,298-3509,SAINT PETERSBURG,FL,33743.0,S,N,20000,0.0,0,0,0
2435,Taiji,Dutra,M,603,492-2444,ROCHESTER,NH,3839.0,S,Y,30000,0.0,0,0,0
2436,Alongkrit,Devai,M,423,463-3043,KNOXVILLE,TN,37916.0,S,Y,35000,0.0,0,0,0
2437,Tieng,Amsterdam,F,859,378-2262,FRANKFORT,KY,40604.0,M,Y,90000,6.0,0,40,20
2438,Michelene,Baya,F,301,994-3979,CHESTER,MD,21619.0,M,N,70000,4.75,0,4800,0
2439,Rosalind,Hendrix,M,501,273-3974,HAZEN,AR,72064.0,M,Y,95000,7.0,0,40,20
2440,Galal,Uchiyama,M,510,917-8905,LONG BEACH,CA,90802.0,M,Y,25000,5.410157,0,174,272
2441,Stacie,Meerbergen,F,828,301-3345,CHARLOTTE,NC,28289.0,M,Y,55000,6.8863635,0,6600,3300
2442,Chusei,Hollenbach,F,715,215-7458,MIDDLETON,WI,53562.0,S,N,25000,4.880782,700,0,0
2443,Timon,Manukyan,F,812,685-5277,MEMPHIS,IN,47143.0,S,Y,45000,3.4,1000,0,1000
2444,Steephane,Wiggert,F,702,411-8619,LAS VEGAS,NV,89128.0,S,Y,35000,0.0,0,0,0
2445,Eugenio,Gertz,F,775,585-3891,NORTH LAS VEGAS,NV,89036.0,M,Y,15000,0.0,0,0,0
2446,Rabab,Bedard,M,402,870-6853,CRETE,NE,68333.0,S,Y,80000,6.84,103,0,103
2447,Bakhadyr,Krintz,M,504,773-7344,LYDIA,LA,70569.0,M,Y,5000,2.0,0,9000,1000
2448,Ruce,Chesneaux,M,770,515-6451,CUMMING,GA,30028.0,S,Y,80000,6.0,2700,0,3000
2449,Arupratan,Ikehata,M,252,175-4095,MANNS HARBOR,NC,27953.0,M,Y,25000,6.2569930000000005,0,6600,3300
2450,Dongdai,Borgstrom,F,501,592-5235,REDFIELD,AR,72132.0,M,N,90000,7.0,0,40,0
2451,Toyofumi,Clamen,F,505,452-8996,DERRY,NM,87933.0,S,N,95000,5.3,3300,0,0
2452,Magnus,Flagg,F,801,752-3437,SALT LAKE CITY,UT,84112.0,S,N,40000,7.0,2475,0,0
2453,Bojan,Remmers,F,614,586-2642,TRENTON,OH,45067.0,S,N,90000,3.533564,1300,0,0
2454,Raminder,Eoyang,F,812,605-1820,MUNCIE,IN,47305.0,M,N,35000,3.4,0,2000,0
2455,Toby,Schuster,F,260,506-1875,BENTONVILLE,IN,47322.0,S,Y,25000,3.4,1000,0,1000
2456,Kadaba,Ortmann,F,701,831-7363,PLAZA,ND,58771.0,S,N,95000,2.8569736,3300,0,0
2457,Jichiang,Greer,F,406,850-5527,PARADISE,MT,59856.0,S,N,40000,6.9,1900,0,0
2458,Eithan,Schrufer,M,401,181-7690,RIVERSIDE,RI,2915.0,M,Y,45000,0.0,0,0,0
2459,Jongmoo,Senouci,F,207,358-7929,BRIDGEWATER,ME,4735.0,M,N,5000,2.2135036,0,5700,0
2460,Frederick,Sobalvarro,F,704,913-1386,CARY,NC,27512.0,S,N,30000,6.3618879999999995,3300,0,0
2461,Aylmer,Verhofstadt,F,606,345-1400,LIVINGSTON,KY,40445.0,M,Y,10000,2.3888887999999997,0,40,20
2462,Markos,Benedek,M,301,922-4362,GOLDSBORO,MD,21636.0,M,N,40000,4.75,0,4800,0
2463,Hung,Calway,F,307,738-2209,MANDERSON,WY,82432.0,M,Y,50000,0.0,0,0,0
2464,Kalidou,Herath,F,505,209-6529,ALBUQUERQUE,NM,87102.0,S,N,55000,5.3,3300,0,0
2465,Chienhua,Thall,M,248,528-3002,FLINT,MI,48506.0,M,N,20000,3.9,0,6200,0
2466,Sergey,Vigier,F,406,191-3558,MC ALLISTER,MT,59740.0,S,Y,40000,6.9,1900,0,1900
2467,Lillian,Montelius,F,917,581-8991,WAVERLY,NY,14892.0,M,N,25000,4.0984755,0,0,0
2468,Dario,Likeman,F,276,777-4957,COLONIAL BEACH,VA,22443.0,M,N,95000,5.75,0,1800,0
2469,Marita,Birjandi,M,918,447-1879,GROVE,OK,74345.0,S,N,75000,6.25,1000,0,0
2470,Thiel,Glinert,M,417,112-4475,LOOSE CREEK,MO,65054.0,S,Y,70000,6.0,2100,0,1200
2471,Vassilis,Klosgen,M,302,747-9244,WILMINGTON,DE,19896.0,M,Y,85000,5.95,0,220,110
2472,Sejin,Leemeijer,F,605,476-6624,KELDRON,SD,57634.0,S,N,5000,0.0,0,0,0
2473,Fangzhen,Drayer,M,770,828-5098,GILLSVILLE,GA,30543.0,S,N,10000,6.0,2700,0,0
2474,Tommaso,Reisfelder,M,435,395-6220,ANETH,UT,84510.0,M,Y,10000,7.0,0,4950,2475
2475,Rama,Lantz,F,914,185-1530,KEENE VALLEY,NY,12943.0,M,Y,30000,4.127439,0,0,1000
2476,Youji,Stornetta,M,802,802-5502,WELLS RIVER,VT,5081.0,S,Y,30000,3.6019894999999997,3300,0,3300
2477,Aiichiro,Heljanko,M,317,742-2789,ROMNEY,IN,47981.0,S,N,40000,3.4,1000,0,0
2478,Miquel,Ampratwum,F,787,411-1613,TOA BAJA,PR,950.0,S,N,90000,0.0,0,0,0
2479,Guogen,Sivarajan,M,425,920-4909,OLYMPIA,WA,98501.0,M,N,75000,0.0,0,0,0
2480,Kazi,Merani,M,585,186-6067,HARTWICK,NY,13348.0,S,N,10000,4.011585,0,0,0
2481,Luca,Wohn,F,812,478-4033,THORNTOWN,IN,46071.0,S,Y,95000,3.4,1000,0,1000
2482,Svetozar,Summann,M,302,122-1789,NEWARK,DE,19718.0,M,Y,5000,2.2,0,220,110
2483,Yanni,Stenning,M,763,422-6995,MINNEAPOLIS,MN,55402.0,S,Y,50000,6.9236393,3300,0,3300
2484,Simaan,Raschid,F,225,850-9354,HAMMOND,LA,70401.0,S,N,95000,6.0,4500,0,0
2485,Torkel,Ledeniov,F,401,306-1986,WEST KINGSTON,RI,2892.0,M,N,100000,0.0,0,0,0
2486,Zimin,Krinik,M,601,707-2803,HAZLEHURST,MS,39083.0,M,Y,30000,5.0,0,12000,1500
2487,Shahid,Nokel,M,251,722-3753,CRANE HILL,AL,35053.0,S,Y,75000,5.0,1500,0,300
2488,Kazuki,Graehl,F,203,731-3735,HARTFORD,CT,6152.0,S,N,20000,5.0,12750,0,0
2489,Khanh,Bottner,M,401,165-7237,PROVIDENCE,RI,2904.0,M,N,15000,0.0,0,0,0
2490,Jianwen,Mateescu,M,920,918-1514,BLUE RIVER,WI,53518.0,S,Y,85000,5.9232907,700,0,400
2491,Kunitoshi,Fechter,M,203,537-7675,MONTVILLE,CT,6353.0,S,Y,10000,0.0,12750,0,0
2492,Terran,Arizio,M,302,406-1250,MIDDLETOWN,DE,19709.0,S,N,70000,5.95,110,0,0
2493,Edin,Calvary,M,505,848-5086,LAKEWOOD,NM,88254.0,S,Y,50000,5.3,3300,0,3300
2494,Guoqing,Saslan,M,701,541-4066,VELVA,ND,58790.0,M,N,55000,2.3932838,0,6600,0
2495,Resve,Castel,F,270,919-8203,RUSSELL SPRINGS,KY,42642.0,M,N,95000,6.0,0,40,0
2496,Elad,Bleumer,M,612,134-8818,MONTICELLO,MN,55365.0,S,Y,45000,6.6568303,3300,0,3300
2497,Edel,Matheis,M,405,167-4959,KIAMICHI CHRISTIAN MISSION,OK,74549.0,S,Y,65000,6.25,1000,0,1000
2498,Lynne,Flann,M,773,654-7945,ROYALTON,IL,62983.0,S,N,20000,3.0,2000,0,0
2499,Gudula,Luit,F,608,100-7653,KANSASVILLE,WI,53139.0,S,N,75000,5.7495394,700,0,0
2500,Milam,Kourie,M,580,947-7124,EAKLY,OK,73033.0,M,N,55000,6.25,0,2000,0
2501,Yoshito,Artelt,F,719,809-5674,VAIL,CO,81658.0,M,N,5000,4.63,0,0,0
2502,Zdravko,Minot,F,702,556-9163,CAL NEV ARI,NV,89039.0,S,N,5000,0.0,0,0,0
2503,Hidetosi,Stellhorn,F,434,985-3410,NATURAL BRIDGE,VA,24578.0,M,Y,40000,5.75,0,1800,900
2504,Jea,Diede,M,908,329-5763,NEW LISBON,NJ,8064.0,M,Y,50000,1.873125,0,2000,1500
2505,Xuan,Faraboschi,M,203,767-9507,SOUTHBURY,CT,6488.0,M,N,35000,5.0,0,24500,0
2506,Yasufumi,Dippoldsmann,F,301,612-9664,PRESTON,MD,21655.0,M,N,25000,4.75,0,4800,0
2507,Lanfranco,McCrossin,F,276,165-3303,BLACKSTONE,VA,23824.0,S,N,95000,5.75,900,0,0
2508,Hillol,Bowhill,F,848,306-6194,RIDGEFIELD PARK,NJ,7660.0,M,N,60000,2.0308332,0,2000,0
2509,Arndt,Gupte,M,406,493-2030,BRADY,MT,59416.0,S,Y,95000,6.9,1900,0,1900
2510,Roope,Kinter,M,816,423-8522,ASH GROVE,MO,65604.0,S,N,70000,6.0,2100,0,0
2511,Stephanie,Viallet,M,870,403-2276,PATTERSON,AR,72123.0,M,Y,80000,7.0,0,40,20
2512,Abdullah,Koschel,M,808,651-7472,HONOLULU,HI,96803.0,M,N,25000,5.546053,0,2080,0
2513,Haifeng,Recce,F,913,440-8318,WALNUT,KS,66780.0,S,Y,10000,3.5,2250,0,2250
2514,Low,Croitoru,M,701,617-3633,KRAMER,ND,58748.0,M,N,100000,2.914935,0,6600,0
2515,Kenyon,Cannon,F,503,643-1521,ODELL,OR,97044.0,M,N,85000,9.0,0,318,0
2516,Xiangyu,Chubarov,F,202,162-3120,WASHINGTON,DC,20420.0,M,N,85000,9.0,0,2740,0
2517,Stein,Dworak,M,707,448-8300,TRAVIS AFB,CA,94535.0,M,N,55000,9.3,0,174,0
2518,Mordechai,Koide,F,504,676-9529,SUNSET,LA,70584.0,S,N,40000,6.0,4500,0,0
2519,Kut,Arthur,F,440,160-8138,SIDNEY,OH,45365.0,M,N,20000,1.2099231000000001,0,2600,0
2520,Srivas,Lauterbach,F,808,466-7149,HONOLULU,HI,96803.0,S,N,80000,8.25,1040,0,0
2521,Kanad,Kindberg,F,607,615-3109,ORIENT,NY,11957.0,S,N,100000,4.5329266,0,0,0
2522,Oryal,Biss,M,505,215-6850,TERERRO,NM,87573.0,M,N,65000,5.3,0,6600,0
2523,Eiichi,Abbadi,M,907,107-3198,COLD BAY,AK,99571.0,S,Y,65000,0.0,0,0,0
2524,Herwig,Dierolf,M,757,334-3607,FREE UNION,VA,22940.0,S,Y,35000,5.75,900,0,900
2525,Nestoras,Aidoud,F,304,576-5624,HEDGESVILLE,WV,25427.0,M,Y,30000,4.4,0,4000,2000
2526,Kok,Kess,F,602,920-5225,APACHE JUNCTION,AZ,85278.0,M,N,45000,3.4125,0,4200,0
2527,Helfried,Gori,M,219,909-2539,KOKOMO,IN,46904.0,S,Y,15000,3.4,1000,0,1000
2528,Tuomo,Bracho,M,802,379-8420,WARDSBORO,VT,5355.0,S,N,20000,3.6,3300,0,0
2529,Sadahiro,Schuette,F,435,264-3282,FAIRVIEW,UT,84629.0,S,Y,85000,7.0,2475,0,2475
2530,Irit,Ravid,F,808,955-4152,PAHOA,HI,96778.0,M,N,15000,3.743421,0,2080,0
2531,Guorong,Mackenzie,F,218,554-5459,GRANDY,MN,55029.0,S,N,45000,6.6568303,3300,0,0
2532,Jia,Yaoi,F,860,669-7698,NORWALK,CT,6852.0,M,N,15000,5.0,0,24500,0
2533,Ross,Heckerman,F,870,448-3279,FORT SMITH,AR,72904.0,M,N,40000,7.0,0,40,0
2534,Roch,Hartvigsen,M,810,471-1323,ADDISON,MI,49220.0,M,Y,55000,3.9,0,6200,3100
2535,Anthong,Inari,M,318,386-4301,OAK RIDGE,LA,71264.0,S,N,35000,6.0,4500,0,0
2536,Hanene,Traupe,M,435,437-6493,LAKETOWN,UT,84038.0,M,N,10000,7.0,0,4950,0
2537,Gabriele,Bazgan,F,304,486-8077,CLEAR CREEK,WV,25044.0,S,N,70000,6.5,2000,0,0
2538,Chahab,Routh,F,585,537-1824,RIDGE,NY,11961.0,S,N,10000,4.011585,0,0,0
2539,Minwen,Cooperstock,F,720,393-3881,SAN PABLO,CO,81153.0,S,Y,95000,4.63,0,0,0
2540,Chengjie,Yannakoudakis,F,208,935-6781,TETON,ID,83451.0,S,Y,15000,5.529042,3300,0,3300
2541,Raven,Nobel,F,443,858-2500,NEAVITT,MD,21652.0,S,Y,70000,4.75,2400,0,2400
2542,Alfonso,Provost,F,234,433-2088,SAINT LOUISVILLE,OH,43071.0,M,Y,55000,2.3717437,0,2600,1300
2543,Carine,Guernic,F,605,607-9088,SCOTLAND,SD,57059.0,S,Y,75000,0.0,0,0,0
2544,Sujatha,Lovelady,F,302,673-1346,NASSAU,DE,19969.0,S,N,5000,2.2,110,0,0
2545,Dung,Ustimenko,F,267,493-3619,BLOSSBURG,PA,16912.0,S,Y,20000,3.07,0,0,0
2546,Huaiqing,Kildall,M,317,784-3835,NEW ALBANY,IN,47151.0,S,N,25000,3.4,1000,0,0
2547,Kyo,Boreale,F,828,194-7974,RALEIGH,NC,27636.0,M,N,60000,6.991258599999999,0,6600,0
2548,Nari,Bashian,F,503,169-7704,MANZANITA,OR,97130.0,S,Y,40000,9.0,159,0,159
2549,Farzin,Lamont,M,320,492-2504,CEDAR,MN,55011.0,M,Y,25000,5.5895944,0,6600,3300
2550,Cara,Vanderstoep,M,248,615-6899,CHANNING,MI,49815.0,M,Y,95000,3.9,0,6200,3100
2551,Maged,Mozdzynski,M,423,303-2261,DYERSBURG,TN,38025.0,M,Y,5000,0.0,0,0,0
2552,Chaouki,Verbauwhede,F,435,390-1472,SALT LAKE CITY,UT,84115.0,M,Y,10000,7.0,0,4950,2475
2553,Kaila,Pozo,F,407,116-3083,BRANDON,FL,33510.0,M,N,80000,0.0,0,0,0
2554,Mahir,Bathgate,F,503,103-7234,CARLTON,OR,97111.0,M,N,40000,9.0,0,318,0
2555,Arnold,Volzer,F,952,473-8128,MINNEAPOLIS,MN,55418.0,S,N,45000,6.6568303,3300,0,0
2556,Anisoara,Garrett,F,712,415-6798,JOLLEY,IA,50551.0,S,Y,30000,4.795432,40,0,40
2557,Tibor,Dutta,M,808,823-8074,SCHOFIELD BARRACKS,HI,96857.0,S,N,10000,2.8421054,1040,0,0
2558,Eelco,Conta,M,859,109-9892,HITCHINS,KY,41146.0,S,Y,75000,6.0,20,0,20
2559,Santiago,Middleditch,F,701,612-1538,KATHRYN,ND,58049.0,S,Y,80000,2.68309,3300,0,3300
2560,Antonius,Remy,M,785,516-9247,PRATT,KS,67124.0,M,N,5000,3.5,0,4500,0
2561,Stamatis,Sillince,F,414,349-4583,ARLINGTON,WI,53911.0,S,Y,75000,5.7495394,700,0,400
2562,Gioia,Krylov,F,952,198-5617,SARTELL,MN,56377.0,S,N,25000,5.5895944,3300,0,0
2563,Thiagarajan,Colgate,F,202,814-9749,WASHINGTON,DC,20558.0,S,Y,75000,9.0,1370,0,1370
2564,Luigia,Welcome,F,304,150-3481,MIDWAY,WV,25878.0,M,Y,10000,3.0,0,4000,2000
2565,Libero,Regian,M,516,803-8243,NEW YORK,NY,10270.0,M,N,30000,4.127439,0,0,0
2566,Roberto,Powers,F,701,284-5522,COURTENAY,ND,58426.0,M,N,20000,2.1,0,6600,0
2567,Qingda,Holmgren,F,253,345-1468,TEKOA,WA,99033.0,M,Y,25000,0.0,0,0,0
2568,Changho,Hoffgen,F,352,678-2367,NAPLES,FL,34116.0,M,N,25000,0.0,0,0,0
2569,Wagner,Tupikova,F,567,399-3223,ATTICA,OH,44807.0,M,N,40000,1.8738205000000001,0,2600,0
2570,Vincenzo,Strasen,F,808,663-7594,OOKALA,HI,96774.0,M,N,15000,3.743421,0,2080,0
2571,Kees,Waschkowski,F,774,325-2448,WORCESTER,MA,1601.0,M,N,10000,5.3,0,7150,0
2572,Subutai,Hiraishi,F,720,542-4265,CRAIG,CO,81625.0,M,Y,10000,4.63,0,0,0
2573,Mugo,Katona,F,859,215-1752,PITTSBURG,KY,40755.0,M,N,45000,4.3333330000000005,0,40,0
2574,Anshu,Trudel,F,413,282-5759,SOUTHBOROUGH,MA,1772.0,S,N,20000,5.3,3575,0,0
2575,Derick,Werthner,F,401,624-7072,TIVERTON,RI,2878.0,M,N,20000,0.0,0,0,0
2576,Thijs,Kirschenbaum,M,567,260-6380,PICKERINGTON,OH,43147.0,S,N,75000,3.0356412,1300,0,0
2577,Duanning,Vinze,M,401,550-4106,CAROLINA,RI,2812.0,M,N,15000,0.0,0,0,0
2578,Denny,Pick,F,225,160-5984,HAMBURG,LA,71339.0,M,N,30000,6.0,0,9000,0
2579,Gertrud,Ishii,M,989,720-5998,NUNICA,MI,49448.0,M,N,15000,3.9,0,6200,0
2580,Kunyung,Belleghem,F,406,396-9940,CUSTER,MT,59024.0,M,Y,70000,6.9,0,3800,1900
2581,Huzefa,Backelin,F,605,567-5253,AKASKA,SD,57420.0,S,N,45000,0.0,0,0,0
2582,Chuan,Miliades,M,602,898-6855,SECOND MESA,AZ,86043.0,S,Y,55000,3.5674998999999996,2100,0,2300
2583,Aviv,DeLano,F,870,456-7755,LITTLE ROCK,AR,72216.0,M,N,35000,7.0,0,40,0
2584,Guangming,Lavin,M,212,100-7383,NEW YORK,NY,10090.0,M,Y,10000,4.011585,0,0,1000
2585,Shane,Dachille,M,607,659-9606,BRONX,NY,10459.0,S,Y,60000,4.3012195,0,0,1000
2586,Georghios,Weisler,F,541,255-6028,ADEL,OR,97620.0,S,N,45000,9.0,159,0,0
2587,Thom,Nykanen,M,939,820-2069,PONCE,PR,717.0,S,N,40000,0.0,0,0,0
2588,Maneesh,Rick,M,228,619-6728,SARDIS,MS,38666.0,S,Y,5000,3.0,6000,0,1500
2589,Muralidharan,Basnet,M,978,584-3617,EASTHAM,MA,2642.0,M,N,15000,5.3,0,7150,0
2590,Padima,Bellone,F,406,777-1068,MISSOULA,MT,59803.0,S,Y,45000,6.9,1900,0,1900
2591,Salvador,Terpou,M,208,157-8582,OLDTOWN,ID,83822.0,S,Y,35000,7.8,3300,0,3300
2592,Chandraleka,Daigle,M,717,285-9403,VALLEY VIEW,PA,17983.0,M,Y,100000,3.07,0,0,0
2593,Luba,Scanlon,M,225,459-5027,NEW ORLEANS,LA,70142.0,S,Y,55000,6.0,4500,0,1000
2594,Shiho,Pasztor,M,801,526-5355,SALT LAKE CITY,UT,84190.0,M,Y,70000,7.0,0,4950,2475
2595,Evangelos,Welker,M,508,533-1435,SOUTH HADLEY,MA,1075.0,M,N,100000,5.3,0,7150,0
2596,Joos,Uemori,F,605,727-5092,JEFFERSON,SD,57038.0,M,N,70000,0.0,0,0,0
2597,Yogesh,Bergere,M,941,195-5444,FORT LAUDERDALE,FL,33317.0,S,Y,80000,0.0,0,0,0
2598,Attilio,Balkir,M,202,103-8790,WASHINGTON,DC,20233.0,S,Y,65000,9.0,1370,0,1370
2599,Kincho,Mawatari,M,603,672-9517,ANDOVER,NH,3216.0,M,Y,75000,0.0,0,0,0
2600,Deepali,Kipnis,F,307,863-6352,CHEYENNE,WY,82006.0,M,Y,75000,0.0,0,0,0
2601,Geoffry,Wenger,F,304,981-8379,JOSEPHINE,WV,25857.0,S,N,40000,5.1000004,2000,0,0
2602,Tokuji,Pathak,M,505,248-4735,PLACITAS,NM,87043.0,S,Y,10000,3.2428572,3300,0,3300
2603,Fahiem,Yochum,F,920,509-9404,FORESTVILLE,WI,54213.0,M,N,10000,4.6201550000000005,0,1400,0
2604,Besma,Anton,F,518,520-7995,NEW YORK,NY,10041.0,M,Y,20000,4.0695124,0,0,1000
2605,Zhongde,Goodenday,F,802,740-7441,PAWLET,VT,5761.0,M,Y,85000,4.69624,0,6600,3300
2606,Jolanta,Jagannathan,M,947,997-1801,BUCKLEY,MI,49620.0,S,Y,45000,3.9,3100,0,3100
2607,Nalvo,Kampfer,F,720,731-8106,LAFAYETTE,CO,80026.0,S,Y,65000,4.63,0,0,0
2608,Eibe,Hardavellas,F,580,429-9418,PARK HILL,OK,74451.0,S,N,50000,6.25,1000,0,0
2609,Helena,Maskas,F,802,436-4180,NORTH POWNAL,VT,5260.0,M,Y,30000,3.6019894999999997,0,6600,3300
2610,Shahab,Shanbhogue,F,270,673-5601,CURDSVILLE,KY,42334.0,M,Y,85000,6.0,0,40,20
2611,Torbjorn,Greif,F,304,171-8495,NITRO,WV,25143.0,S,N,15000,3.35,2000,0,0
2612,Leonid,Clair,F,406,279-7535,LOMA,MT,59460.0,S,Y,70000,6.9,1900,0,1900
2613,Melanie,Biolsi,F,864,789-4513,CHARLESTON,SC,29425.0,M,Y,60000,7.0,0,6600,3300
2614,Rakesh,Mareels,F,763,518-1707,BRAINERD,MN,56401.0,M,N,65000,7.7240660000000005,0,6600,0
2615,Jyhjong,Smagt,F,605,445-7703,MADISON,SD,57042.0,M,Y,60000,0.0,0,0,0
2616,Ashwani,McCallien,F,307,840-4957,ROBERTSON,WY,82944.0,M,N,90000,0.0,0,0,0
2617,Dieter,Wallrath,M,843,366-6199,RIDGE SPRING,SC,29129.0,M,Y,90000,7.0,0,6600,3300
2618,Marlis,Shanblatt,F,802,677-9494,BEECHER FALLS,VT,5902.0,M,Y,55000,4.099376,0,6600,3300
2619,Dhabaleswar,Fucik,F,208,763-7044,BOISE,ID,83732.0,S,Y,50000,7.8,3300,0,3300
2620,Sumali,Billington,M,605,185-5199,ONAKA,SD,57466.0,M,N,100000,0.0,0,0,0
2621,Weijing,Schreckenghost,M,302,746-3078,WILMINGTON,DE,19850.0,S,Y,95000,5.95,110,0,110
2622,Mosfeq,Kalafatis,M,601,235-1564,NEWHEBRON,MS,39140.0,M,Y,25000,5.0,0,12000,1500
2623,Lubos,Geser,M,707,736-6009,LITTLE RIVER,CA,95456.0,M,Y,40000,8.951314,0,174,272
2624,Chuck,Scalabrin,M,907,726-4308,JBER,AK,99506.0,S,Y,5000,0.0,0,0,0
2625,Artyom,Engelmann,M,605,298-9626,DELMONT,SD,57330.0,S,N,35000,0.0,0,0,0
2626,Henny,Molzberger,F,502,640-4671,ULYSSES,KY,41264.0,S,Y,20000,2.9444444,20,0,20
2627,Pierangelo,Pargaonkar,F,662,286-9971,TUTWILER,MS,38963.0,M,Y,15000,5.0,0,12000,1500
2628,Hirosi,Pelecq,F,857,776-1114,MANCHESTER,MA,1944.0,M,Y,40000,5.3,0,7150,1000
2629,Thao,Marchal,M,302,735-1789,DOVER AFB,DE,19902.0,M,N,10000,2.540909,0,220,0
2630,Eddy,Grama,M,678,450-7001,HINESVILLE,GA,31313.0,S,N,25000,6.0,2700,0,0
2631,Meenakshy,Mavronicolas,F,256,744-7565,MOBILE,AL,36688.0,S,Y,50000,5.0,1500,0,300
2632,Supot,Chomsky,M,203,283-6378,HEBRON,CT,6248.0,S,N,15000,5.0,12750,0,0
2633,Noury,Darell,M,702,943-3151,ELKO,NV,89801.0,M,Y,95000,0.0,0,0,0
2634,Mosfeq,Verspoor,M,785,856-2055,HARPER,KS,67058.0,M,Y,30000,6.45,0,4500,2250
2635,Dahlia,Caugne,F,406,892-1233,BILLINGS,MT,59111.0,S,N,100000,6.9,1900,0,0
2636,Ehab,Vigier,M,513,980-3594,CLEVELAND,OH,44191.0,S,Y,70000,2.8696666,1300,0,1300
2637,LaRoy,Ashley,F,605,579-4341,SPEARFISH,SD,57783.0,M,Y,60000,0.0,0,0,0
2638,Chaitali,Meekings,M,262,110-6435,MERTON,WI,53056.0,M,N,15000,4.707031,0,1400,0
2639,Lorne,Bhattacharjee,F,507,447-4479,YOUNG AMERICA,MN,55558.0,M,N,75000,7.85,0,6600,0
2640,Rosaria,Ebbinghaus,M,769,798-9349,HARPERVILLE,MS,39080.0,S,Y,70000,5.0,6000,0,1500
2641,Alair,Wolniewicz,F,605,448-2614,SAINT FRANCIS,SD,57572.0,S,Y,45000,0.0,0,0,0
2642,Uptal,Kambil,M,317,185-3810,BOWLING GREEN,IN,47833.0,S,N,50000,3.4,1000,0,0
2643,Mirka,Guizani,M,802,590-5072,PAWLET,VT,5761.0,S,Y,25000,3.6,3300,0,3300
2644,Joosun,Mesnard,M,770,613-2566,LILBURN,GA,30047.0,S,Y,20000,6.0,2700,0,3000
2645,Wai,Skronn,M,860,788-3912,WOODBRIDGE,CT,6525.0,M,N,90000,5.0,0,24500,0
2646,Guna,Guth,M,860,909-7227,HARTFORD,CT,6150.0,M,Y,25000,5.0,0,24500,0
2647,Kai,Beh,F,907,410-7397,GIRDWOOD,AK,99587.0,M,Y,70000,0.0,0,0,0
2648,Lara,Taubman,M,802,853-4218,ISLE LA MOTTE,VT,5463.0,M,N,5000,3.6,0,6600,0
2649,Anyuan,Gerbes,M,906,205-8633,PORT AUSTIN,MI,48467.0,M,N,40000,3.9,0,6200,0
2650,Enrique,Dasu,M,940,983-5107,MEDINA,TX,78055.0,M,Y,75000,0.0,0,0,0
2651,Kensei,Gram,F,318,158-5597,SAINT ROSE,LA,70087.0,M,Y,25000,6.0,0,9000,1000
2652,Jun''ichi,Raju,M,939,770-2931,PENUELAS,PR,624.0,S,N,65000,0.0,0,0,0
2653,Jairus,Struble,M,563,564-5237,LAKE CITY,IA,51449.0,M,N,100000,8.98,0,80,0
2654,Met,Cheiner,F,574,804-9225,GUILFORD,IN,47022.0,M,Y,75000,3.4,0,2000,1000
2655,Irfan,Takami,F,928,637-3994,HUMBOLDT,AZ,86329.0,S,N,50000,3.49,2100,0,0
2656,Vanio,Leick,F,404,202-6453,MOULTRIE,GA,31788.0,S,Y,95000,6.0,2700,0,3000
2657,Erzsebet,Maybank,F,573,472-4634,HARTSHORN,MO,65479.0,M,Y,50000,6.0,0,4200,1200
2658,Shimeng,Pericliev,F,985,237-1279,ATLANTA,LA,71404.0,M,Y,25000,6.0,0,9000,1000
