fname,lname,gender,areacode,phone,city,state,zip,maritalstatus,haschild,salary,rate,singleexemp,marriedexemp,childexemp,index
Hosahalli,Jameel,F,920,375-3089,CASCADE,WI,53011,M,N,75000,5.7495394,0,1400,0,8589943940
Hosahalli,Rivenburgh,F,205,276-8155,MOBILE,AL,36601,S,N,25000,5,1500,0,0,8589943941
Hsiang,Rick,F,570,330-1548,PLAINFIELD,PA,17081,S,Y,80000,3.07,,0,0,8589944352
Huaiyuan,Baowen,M,334,110-5363,PIKE ROAD,AL,36064,S,Y,90000,5,1500,0,300,8589944492
Huizhu,Yadrick,F,302,241-7563,HARBESON,DE,19951,M,Y,25000,3.5636363,0,220,110,8589945042
Husheng,Noye,M,478,470-5709,MANASSAS,GA,30438,M,N,10000,6,0,5400,0,8589945296
Hyeongil,Boese,M,516,108-5918,OUAQUAGA,NY,13826,M,N,15000,4.040549,0,0,0,8589945607
HyNode,Roussinov,F,641,400-6733,MERIDEN,IA,51037,M,Y,100000,8.98,0,80,40,8589945658
Hyuckchul,Keay,M,641,355-1364,WATERLOO,IA,50702,S,N,95000,8.98,40,0,0,8589945761
Ichiang,Erev,F,703,302-6058,ORLEAN,VA,20128,S,N,90000,5.75,900,0,0,8589946238
Igal,Rothman,M,802,375-8046,PERKINSVILLE,VT,5151,M,N,70000,4.397808,0,6600,0,8589946469
Igal,Petho,M,812,475-6086,INDIANAPOLIS,IN,46274,M,Y,60000,3.4,0,2000,1000,8589946475
Iiro,Pouffary,F,518,266-7010,NEW YORK,NY,10133,M,Y,70000,4.359146,0,0,1000,8589946597
Ikuko,Jahnichen,M,701,127-5398,THOMPSON,ND,58278,S,Y,15000,2.1,3300,0,3300,8589946684
Indranil,Slaats,F,870,453-2957,CAMDEN,AR,71701,S,N,75000,7,20,0,0,8589947493
Insup,Zrehen,F,985,266-4561,MORROW,LA,71356,M,Y,25000,6,0,9000,1000,8589947859
Insup,Urpi,F,563,540-8237,BEVINGTON,IA,50033,M,Y,25000,4.0235424,0,80,40,8589947861
Ippolito,Yagati,F,401,759-2470,PROVIDENCE,RI,2902,M,Y,55000,0,0,0,0,8589948003
Isak,Sonnenberger,M,516,473-5162,BIG INDIAN,NY,12410,S,Y,75000,4.3881097,0,0,1000,8589948465
Ishai,Mandiau,M,701,921-2587,BOWDON,ND,58418,S,N,25000,2.1,3300,0,0,8589948560
Ishai,Autexier,yM,312,270-2885,AUBURN,IL,62615,M,N,30000,3,0,4000,0,8589948562
Ishwar,Furnas,M,770,402-6883,TY TY,GA,31795,M,Y,50000,6,0,5400,3000,8589948620
Isil,Chiodo,F,502,521-5677,FRANKLIN,KY,42134,S,N,45000,4.333333,20,0,0,8589948747
Iskender,Meckler,F,775,337-5647,INCLINE VILLAGE,NV,89451,M,Y,50000,0,0,0,0,8589948771
Itai,Tuomenoksa,F,304,523-6011,NEW CUMBERLAND,WV,26047,M,Y,10000,3,0,4000,2000,8589948956
Itay,Greenbaum,F,401,160-2950,WEST KINGSTON,RI,2892,S,N,65000,0,0,0,0,8589948996
Itsuko,Polster,F,410,274-8221,CATONSVILLE,MD,21228,M,N,15000,4.75,0,4800,0,8589949068
Iwao,Sonenberg,M,845,802-6659,PETERSBURG,NY,12138,S,Y,100000,4.5329266,0,0,1000,8589949391
Izumi,Rindone,F,517,473-2332,HOLT,MI,48842,M,Y,75000,3.9,0,6200,3100,8589949577
Izzet,Pemberton,M,308,219-1294,BRAINARD,NE,68626,M,N,25000,6.5736103,0,206,0,8589949590
Jackson,Wolpe,M,918,908-2225,DURHAM,OK,73642,M,N,10000,6.25,0,2000,0,8589949821
Jaeseok,Radzik,M,503,643-2162,POWELL BUTTE,OR,97753,M,N,30000,9,0,318,0,8589950307
Jaffa,Harnpanichpun,M,989,355-9887,MIDLAND,MI,48686,S,Y,100000,3.9,3100,0,3100,8589950387
Jahangir,Laske,M,318,516-6046,SHREVEPORT,LA,71101,M,N,35000,6,0,9000,0,8589950522
Jahir,Gore,F,773,502-2495,ELKVILLE,IL,62932,S,Y,40000,3,2000,0,2000,8589950528
Jake,Pavlovsky,M,405,595-4513,FORGAN,OK,73938,M,Y,35000,6.25,0,2000,1000,8589950829
Jamey,Saward,F,939,528-3285,GUAYAMA,PR,784,M,N,60000,0,0,0,0,8589951052
Jarno,Merey,F,307,774-3660,ROCK SPRINGS,WY,82901,S,Y,95000,0,0,0,0,8589951815
Jarno,Nock,F,240,630-5290,BALTIMORE,MD,21241,S,N,25000,4.75,2400,0,0,8589951825
Jaroslaw,Ulema,M,402,516-2277,RUSKIN,NE,68974,M,Y,50000,6.84,0,206,103,8589951916
Jawahar,Johnston,F,802,847-2187,BONDVILLE,VT,5340,S,Y,10000,3.6,3300,0,3300,8589952271
Jay,Eby,F,806,161-4268,MONTALBA,TX,75853,M,Y,35000,0,0,0,0,8589952313
Jaynarayan,Lundelius,M,309,941-7740,PHILO,IL,61864,M,Y,35000,3,0,4000,2000,8589952712
Jea,Diede,M,908,329-5763,NEW LISBON,NJ,8064,M,Y,50000,1.873125,0,2000,1500,8589952755
Jem,Qizhong,M,205,420-2352,SPRINGVILLE,AL,35146,M,Y,90000,5,0,3000,300,8589953173
Jeri,Jarecki,F,401,872-5396,NORTH PROVIDENCE,RI,2911,S,Y,30000,0,0,0,0,8589953571
Jianxi,Lipsky,M,215,308-4410,HATBORO,PA,19040,M,Y,30000,3.07,0,0,0,8589954660
Jingling,Werling,F,401,757-2490,WARWICK,RI,2886,M,Y,15000,0,0,0,0,8589955512
Jingwen,Nicolson,M,630,564-6223,ANNAWAN,IL,61234,S,Y,55000,3,2000,0,2000,8589955556
Jinhua,yHaase,M,602,609-2172,MIAMI,AZ,85539,M,Y,20000,3.0249999,0,4200,2300,8589955669
Jinjoo,aTki,M,860,940-7992,STAMFORD,CT,6902,S,Y,45000,5,12750,0,0,8589955721
Jinjoo,Tizhoosh,M,612,579-4917,ALMELUND,MN,55002,M,N,45000,6.6568303,0,6600,0,8589955722
Jinkun,Sanghavi,M,413,473-9058,MILL RIVER,MA,1244,S,N,95000,5w.3,3575,0,0,8589955761
Jit,Bercovich,M,857,853-8326,BROCKTON,MA,2302,S,Y,65000,5.3,3575,0,1000,8589956195
Jitian,Recio,F,314,231-3244,KANSAS CITY,MO,64199,S,N,95000,6,2100,0,0,8589956283
Jonell,Ciarlo,M,956,452-8018,ROSSTON,TX,76263,S,N,6000,0,0,0,0,8589957723
Jong,Henftling,F,302,710-6042,NEWARK,DE,19714,M,N,10000,2.540909,0,220,0,8589957726
Jonghyun,Olander,M,971,881-3821,CORVALLIS,OR,97339,S,N,75000,9,159,0,0,8589957807
Jongpil,Kouzes,F,503,419-2049,MANNING,OR,97125,S,Y,50000,9,159,0,159,8589957863
Jool,Berglas,M,281,791-9528,SULPHUR SPRINGS,TX,75483,M,N,65000,0,0,0,0,8589958057
Joper,Machiels,F,620,994-7028,RANDALL,KS,66963,M,N,10000,3.5,0,4500,0,8589958311
Joseph,Yach,F,973,210-2004,HAWTHORNE,NJ,7506,M,N,60000,2.0308332,0,2000,0,8589958612
Josephine,Bandes,F,605,603-4034,PLATTE,SD,57369,M,N,40000,0,0,0,0,8589958644
Josette,Miike,M,401,199-1365,FISKEVILLE,RI,2823,M,Y,90000,0,0,0,0,8589958680
Josh,Lafont,M,501,581-1855,ROGERS,AR,72758,M,Y,60000,7,0,40,20,8589958699
Joyce,Nagaya,F,228,521-2914,STONEWALL,MS,39363,S,Y,40000,5,6000,0,1500,8589958963
Juana,Roodyn,F,701,596-5663,LANSFORD,ND,58750,S,Y,80000,2.68309,3300,0,3300,8589959123
Julien,Kuchenhoff,F,215,640-5061,MOSHANNON,PA,16859,M,N,90000,3.07,0,0,0,8589959675
Jurg,Douligeris,F,260,376-6614,LAKE STATION,IN,46405,M,Y,4000,3.4,0,2000,1000,8589960350
Kaisa,Hawkinson,M,701,391-2039,FARGO,ND,58122,M,Y,80000,2.68309,0,6600,3300,8589961218
Kajal,Leeuw,F,859,943-5336,EASTVIEW,KY,42732,M,N,45000,4.333333,0,40,0,8589961301
Kaladhar,Joslin,M,509,321-5802,SPOKANE,WA,99218,S,N,5000,0,0,0,0,8589961347
Kalyan,Schnelling,F,307,207-3338,GLENROCK,WY,82637,S,N,45000,0,0,0,0,8589961583
Kamila,Sonenberg,M,985,629-4465,BATON ROUGE,LA,70893,M,Y,95000,6,0,9000,1000,8589961823
Kamran,Zumaque,F,414,782-7376,ELEVA,WI,54738,M,Y,75000,5.7495394,0,1400,400,8589961829
Kanad,Ekenberg,F,316,858-8352,WAKEFIELD,KS,67487,S,Y,30000,6.45,2250,0,2250,8589961902
Kaniaki,Box,M,202,747-6797,WASHINGTON,DC,20423,M,N,40000,9,0,2740,0,8589962035
Kannan,Lovell,,952,288-5942,BARRY,MN,56210,M,Y,70000,7.85,0,6600,3300,8589962114
Katharine,Dinsenmeyer,F,603,208-9268,PORTSMOUTH,NH,3802,S,Y,5000***,0,0,0,0,8589963226
Katsuto,Machlin,F,781,928-2254,GEORGETOWN,MA,1833,M,N,50000,5.3,0,7150,0,8589963624
Katsuya,Dundas,M,435,964-3147,BINGHAM CANYON,UT,84006,M,Y,100000,7,0,4950,2475,8589963657
Kazue,Delugach,F,541,945-8649,IDANHA,OR,97350,M,Y,100000,9,0,318,159,8589964198
Kazutaka,Hogstedt,F,769,360-2839,GREENVILLE,MS,38701,M,N,95000,5,0,12000,0,8589964663
Kehong,Hambrusch,F,701,870-9787,PARK RIVER,ND,58270,S,N,20000,2.1,3300,0,0,8589964971
Keiichiro,Rapp,F,430,600-8912,HOUSTON,TX,77076,M,N,25000,0,0,0,0,8589965053
Keishi,Taki,F,252,649-7980,CORDOVA,NC,28330,M,N,80000,7.410839,0,6600,0,8589965218
Kek,Kolinko,F,843,205-4167,EASLEY,SC,29640,M,Y,65000,7,0,6600,3300,8589965381
Kemji,Carlstrom,F,603,137-4104,CHESTERFIELD,NH,3443,S,N,40000,0,0,0,0,8589965566
Ken''ichi,Dresser,M,816,833-4923,RUTLEDGE,MO,63563,M,Y,85000,6,0,4200,1200,8589965767
Kenmore,Milde,F,207,666-2424,NEW VINEYARD,ME,4956,S,Y,50000,8.5,2850,0,2850,8589965855
Kenta,Stanski,M,717,313-5323,UTICA,PA,16362,S,Y,70000,3.07,0,0,0,8589966133
Kerima,Tepfenhart,F,878,105-3433,ARDARA,PA,15615,S,Y,55000,3.07,0,0,0,8589966365
Kevan,Ullmer,F,319,682-2347,LONG GROVE,IA,52756,M,Y,10000,1.7078737,0,80,40,8589966762
Kevan,Cambanis,F,405,125-7050,OKLAHOMA CITY,OK,73139,M,N,45000,6.25,0,2000,0,8589966764
Kewal,Sureshchandran,M,906,740-4869,MESICK,MI,49668,M,Y,55000,3.9,0,6200,3100,8589966826
Khedija,Laemmer,F,208,722-7949,BELLEVUE,ID,83313,S,N,25000,7.8,3300,0,0,8589967004
Kihyun,Reddy,F,304,309-1098,ODD,WV,25902,M,N,85000,0.5,0,4000,0,8589967365
Kirstie,Kitakami,M,787,880-1961,SAN JUAN,PR,927,M,N,90000,0,0,0,0,8589968081
Kiyotaka,Tawa,M,307,561-8300,SAVERY,WY,82332,S,N,40000,0,0,0,0,8589968457
Klara,Hulaas,F,302,623-7399,WILMINGTON,DE,19892,M,N,30000,3.9045453,0,220,0,8589968607
Kou,Sakallah,M,907,358-6105,KENAI,AK,99611,M,N,25000,i0.0,0,0,0,8589969619
Kouchi,Obtulowicz,M,304,168-3090,BURLINGTON,WV,26710,S,Y,20000,3.7,2000,0,2000,8589969664
Koujuch,Pierer,M,541,386-3883,PORTLAND,OR,97222,M,Y,85000,9,0,318,159,8589969754
Kris,Khoury,M,304,482-6161,RIDGEWAY,WV,25440,S,N,45000,5.45,2000,0,0,8589970051
Krystian,Rettelbach,M,478,278-8739,OCHLOCKNEE,GA,31773,S,Y,95000,6,2700,0,3000,8589970716
Krystyna,Bonfils,M,401,556-5925,BRADFORD,RI,2808,M,N,40000,0,0,0,0,8589970754
Krzysztof,Abbadi,F,301,403-1510,LINTHICUM HEIGHTS,MD,21090,S,Y,35000,4.75,2400,0,2400,8589970780
Kunikazu,Rivals,M,406,860-3867,MEDICINE LAKE,MT,59247,M,N,90000,6.9,0,3800,0,8589971215
Kuo,Schaedler,F,701,264-5048,ROSEGLEN,ND,58775,S,Y,15000,2.1,3300,0,3300,8589971414
Kutluhan,Zschoche,M,501,905-7806,HECTOR,AR,72843,M,Y,75000,7,0,40,20,8589971502
Kyuseok,Skamoto,***,602,280-2088,CASA GRANDE,AZ,85194,S,N,90000,4.11,2100,0,0,8589972278
Lakshman,Rochowiak,F,207,546-2419,THOMASTON,ME,4861,S,Y,25000,8.5,2850,0,2850,8589972531
Lama,Yagiura,M,603,710-3171,WENTWORTH,NH,3282,S,N,60000,0,0,0,0,8589972677
Lamber,Kleiser,M,860,570-7065,FARMINGTON,CT,6030,M,Y,65000,5,0,24500,0,8589972704
Lamber,Benjauthrit,M,952,713-5442,SAINT PAUL,MN,55111,M,Y,95000,7.85,0,6600,3300,8589972707
Laszlo,Pecuchet,M,432,149-9398,EL PASO,TX,88560,M,Y,35000,0,0,0,0,8589973265
Leendert,Serrano,F,706,533-2890,SHARPSBURG,GA,30277,M,N,100000,6,0,5400,0,8589973899
Lefteris,Halevi,M,317,980-7963,TYNER,IN,46572,M,Y,20000,3.4,0,2000,1000,8589973927
Leland,Waldherr,M,309,629-9127,BISMARCK,IL,61814,M,Y,45000,3,0,0,2000,8589974066
Lene,Henser,M,423,386-4407,MEMPHIS,TN,38104,S,Y,65000,0,0,0,0,8589974154
Lene,Dangedej,M,225,765-1799,WEST MONROE,LA,71292,M,Y,10000,2,0,9000,1000,8589974163
Lennart,Perly,F,317,426-2079,ALAMO,IN,47916,M,N,50000,3.4,0,2000,0,8589974246
Leucio,Clemmensen,M,724,164-8851,HARRISBURG,PA,17101,M,N,10000,3.07,0,0,0,8589974773
Levent,Glenstrup,F,802,186-7899,BRIDGEWATER,VT,5034,,Y,20000,3.6,3300,0,3300,8589974833
Lex,Krauter,M,980,322-8343,GRASSY CREEK,NC,28631,M,N,70000,7.201049,0,6600,0,8589974904
Liao,Linnainmaa,M,202,490-3032,WASHINGTON,DC,20350,S,Y,70000,9,1370,0,1370,8589975196
Liba,Kawakami,M,309,303-5767,LIMA,IL,62348,M,Y,30000,3,0,4000,2000,8589975220
Lilly,Kameny,M,802,865-7269,NORTH HARTLAND,VT,5052,M,Y,40000,3.800944,0,6600,3300,8589975861
Lily,Post,M,443,418-1784,CAMBRIDGE,MD,21613,S,Y,85000,4.75,2400,0,2400,8589975888
Linden,Torrellas,F,303,159-9914,DENVER,CO,80261,M,Y,50000,4.63,0,0,0,8589976123
Line,Wasano,F,406,817-5447,PRYOR,MT,59066,M,N,80000,6.9,0,3800,0,8589976181
Linhui,Aisbett,M,480,909-8600,MARICOPA,AZ,85239,M,N,80000,3.955,0,4200,0,8589976259
Lippold,Spenke,M,207,193-6458,CLINTON,ME,4927,M,Y,5000,2.2135036,0,5700,2850,8589976488
Liviu,Arz,F,401,319-4387,BARRINGTON,RI,2806,S,Y,90000,0,0,0,0,8589976841
Lori,Kruseman,M,985,690-1352,MELROSE,LA,71452,S,N,15000,2.8,4500,0,0,8589977738
Lorraine,Lovas,M,207,559-2510,PEMAQUID,ME,4558,M,Y,70000,8.5,0,5700,2850,8589977881
Lov,Aagedal,F,765,456-5386,EVANSVILLE,IN,47715,M,Y,80000,3.4,0,2000,1000,8589978195
Lucas,Esteva,M,805,422-6551,EL CAJON,CA,92090,***,Y,55000,9.3,87,***,272,8589978511
Lucio,Gelsey,F,816,691-9298,MALDEN,MO,63863,M,Y,60000,6,0,4200,1200,8589978607
Lucja,Friman,M,580,238-8413,STUART,OK,74570,S,N,30000,6.25,1000,0,0,8589978629
Lunjiang,Dehene,F,864,730-3675,PELZER,SC,29669,S,N,15000,7,3300,0,0,8589979228
Lydia,Janardhan,F,860,706-9261,VERSAILLES,CT,6383,S,N,70000,5,12750,0,,8589979525
Madge,Heiman,M,207,346-8857,HANOVER,ME,4237,S,N,65000,0.5,2850,0,0,8589980044
Maged,Improta,M,808,185-5605,KEALAKEKUA,HI,96750,M,N,60000,8.25,0,2080,0,8589980433
Malgorzata,Kornyak,F,939,686-4655,SAN SEBASTIAN,PR,685,S,Y,70000,0,0,0,0,8589981373
Malur,Viveros,F,585,896-2331,GLENWOOD LANDING,NY,11547,M,N,60000,4.3012195,0,0,0,8589981535
Malvin,Tadokoro,M,605,159-6330,WALKER,SD,57659,S,N,45000,0,0,0,0,8589981562
Mandaly,Luks,F,859,416-6179,HORSE CAVE,KY,42749,M,N,50000,4.611111,0,40,0,8589981804
Mandayam,Lakshminarasimhan,F,918,507-4964,CLAREMORE,OK,74017,S,Y,15000,6.25,1000,0,1000,8589981837
Mandira,Sekiya,M,586,215-2324,GRAND RAPIDS,MI,49523,M,Y,55000,3.9,0,6200,3100,8589981884
Mandyam,Azzam,M,787,126-7737,SANTA ISABEL,PR,757,S,Y,75000,0,0,0,0,8589981923
Mandyam,Harangsri,M,228,380-9166,CALHOUN CITY,MS,38916,M,N,25000,5,0,12000,0,8589981924
Manfred,Arnette,M,304,108-3079,BOLT,WV,25817,S,N,65000,6.5,2000,0,0,8589981996
Manish,Loffredo,F,530,656-3193,GLENDALE,CA,91202,M,N,95000,9.3,0,174,0,8589982209
Manju,Bark,M,270,695-5936,DE MOSSVILLE,KY,41033,S,N,250x00,3.2222223,20,0,0,8589982320
Manton,Inari,F,502,224-4193,LOUISVILLE,KY,40280,S,Y,10000,2.3888888,20,0,20,8589982740
Mao,Gool,F,865,239-5964,LENOIR CITY,TN,37772,S,Y,95000,0,0,0,0,8589982929
Mara,Wagle,F,920,252-7549,CLAM LAKE,WI,54517,S,Y,5000,4.6,700,0,400,8589983013
Margaret,Lodderstedt,M,505,797-5859,EL PRADO,NM,87529,M,N,9r0000,5.3,0,6600,0,8589983231
Marianthi,Darrell,M,240,387-2640,ELKTON,MD,21922,S,N,25000,4.75,2400,0,0,8589983758
Marin,Zurfluh,M,802,696-5733,TOWNSHEND,VT,5353,S,N,90000,4.7957172,3300,0,0,8589984051
Marke,Saxton,F,334,482-9252,GREEN POND,AL,35074,S,N,75000,5,1500,0,0,8589984462
Marla,Larin,M,828,795-9318,TARAWA TERRACE,NC,28543,M,Y,75000,7.305944,0,6600,3300,8589984623
Martial,Theodoratos,M,559,881-6636,SAN FRANCISCO,CA,94159,S,Y,30000,6.590543,87,0,272,8589985134
Marty,Hgoracek,M,352,210-5577,GRACEVILLE,FL,32440,M,Y,45000,0,0,0,0,8589985337
Masaaki,Lapis,F,504,297-1370,ARCHIBALD,LA,71218,S,Y,45000,6,4500,0,1000,8589985600
Masakage,Goktas,F,803,948-2266,CLEARWATER,SC,29822,S,Y,60000,7,3300,0,3300,8589985820
Masat,losgen,M,304,332-4482,APPLE GROVE,WV,25502,S,Y,25000,4.05,2000,0,2000,8589986183
Masayasu,Buhler,F,574,891-6119,MOUNT VERNON,IN,47620,S,Y,5000,3.4,1000,0,1000,8589986277
Masayo,Ehrhart,M,859,847-7823,RUSH,KY,41168,S,N,80000,6,20,0,0,8589986301
Masayo,Dolotta,M,843,137-7618,AWENDAW,SC,29429,S,N,55000,7,3300,0,0,8589986303
Masud,Oeltjen,F,857,973-2651,EASTHAMPTON,MA,1027,S,Y,60000,5.3,3575,0,1000,8589986444
Matthey,Conry,M,808,531-6328,KAMUELA,HI,96743,M,Y,85000,8.25,0,2080,1040,8589986899
Matthey,Bodor,M,434,900-5288,RICHMOND,VA,23269,S,Y,15000,5.214286,900,0,900,8589986912
May,Sekita,F,435,290-4274,SALT LAKE CITY,UT,84138,M,Y,100000,7,0,4950,2475,8589987367
Mehul,Eilenberg,F,910,291-3792,CLIMAX,NC,27233,S,Y,65000,7.0961537,3300,0,3300,8589988038
Merritt,Eastaughffe,F,219,615-3428,FREMONT,IN,46737,S,Y,30000,3.4,1000,0,1000,8589989035
Meurig,Kaarela,M,808,444-1421,HONOLULU,HI,96846,M,N,90000,8.25,0,2080,0,8589989154
Miao,Angster,F,410,789-1181,MARDELA SPRINGS,MD,21837,M,Y,60000,4.75,0,4800,2400,8589989256
Michelene,Ugol''nikov,F,864,996-2521,LAKE CITY,SC,29560,S,N,45000,7,3300,0,0,8589989579
Michihiro,Manocha,M,701,306-1555,DENHOFF,ND,58430,M,Y,5000,2.1,0,6600,3300,8589989710
Mieko,Validov,M,334,362-6369,ANNISTON,AL,36205,M,Y,25000,5,0,3000,300,8589990034
Mingsen,Dekeyser,F,720,740-4012,COLORADO SPRINGS,CO,80937,M,Y,45000,4.63,0,0,0,8589991203
Minkai,Sabharwal,M,208,572-9329,PAUL,ID,83347,S,Y,5000,2.6903439,3300,0,3300,8589991378
Mirko,Glew,F,908,998-8522,RINGWOOD,NJ,7456,S,N,75000,2.267396,1000,0,0,8589991939
Mirsad,Blustein,M,802,179-9444,WEST HARTFORD,iVT,5084,S,Y,85000,4.69624,3300,0,3300,8589992043
Misa,Ashraf,F,971,763-3156,PHILOMATH,OR,97370,,N,2500,9,0,318,0,8589992129
Mischa,Autin,F,337,795-6993,VIVIAN,LA,71082,S,Y,85000,6,4500,0,1000,8589992146
Mitsue,Smallbone,F,417,599-4481,WARRENSBURG,MO,64093,M,Y,100000,6,0,4200,1200,8589992279
Miyoung,Perng,F,239,997-8507,LAKELAND,FL,33815,S,Y,85000,0,0,0,0,8589992660
Mohammed,Carrera,M,719,314-6438,CRIPPLE CREEK,CO,80813,M,Y,5000,4.63,0,0,0,17179869310
Morihiro,Maiorov,F,848,278-4752,EDISON,NJ,8899,S,N,35000,1.6365625,1000,0,0,17179870344
Morioka,Braoudakis,M,517,688-1375,MEMPHIS,MI,48041,S,Y,75000,3.9,3100,0,3100,17179870399
Moriyoshi,Ranka,M,256,201-8581,DOTHAN,AL,36305,S,N,45000,5,1500,0,0,17179870476
Murad,Knauff,F,269,263-1463,STURGIS,MI,49091,M,N,5000,3.9,0,6200,0,17179871763
Murial,Barthou,M,602,939-6561,SNOWFLAKE,AZ,85937,M,Y,100000,4.265,0,4200,2300,17179871923
Nael,Vouillon,F,415,604-9984,ORANGE COVE,CA,93646,M,Y,10000,1.869,0,174,272,17179872926
Naoaki,Chelton,M,308,102-3646,LEIGH,NE,68643,M,N,50000,6.84,0,206,0,17179873771
Naotake,Morris,F,802,201-7233,MOUNT HOLLY,VT,5758,M,N,25000,3.6,0,6600,0,17179874044
Naotake,Bux,F,603,193-7248,SULLIVAN,NH,3445,M,Y,90000,0,0,0,0,17179874054
Naoya,Dunkel,F,501,586-5008,MOUNT HOLLY,AR,71758,S,Y,35000,7,20,0,20,17179874113
Narao,Visetti,M,802,858-9499,WESTMINSTER,VT,5158,S,Y,85000,4.69624,3300,0,3300,17179874277
Narasimha,Chweh,M,304,156-9686,BRUCETON MILLS,WV,26525,M,N,85000,6.5,0,4000,0,17179874289
Narayana,Pinto,F,907,805-7136,WALES,AK,99783,M,Y,30000,0,0,0,0,17179874340
Natsume,Koymen,F,803,778-6532,FLORENCE,SC,29505,S,N,50000,7,3300,0,0,17179875188
Nazife,Alwar,M,567,604-2887,CINCINNATI,OH,45262,S,Y,60000,2.537718,1300,0,1300,17179875474
Nechama,McCloskey,F,229,566-4130,MARIETTA,GA,30069,M,Y,30000,6,0,5400,3000,17179875550
Nechama,Canepa,F,907,729-7452,KODIAK,AK,99697,S,N,75000,0,0,0,0,17179875559
Neli,Rosencrans,M,918,746-9523,OKLAHOMA CITY,OK,73157,M,N,90000,6.25,0,2000,0,17179875844
Nelleke,Sandoz,M,850,805-3446,PANAMA CITY,FL,32411,M,N,60000,0,0,0,0,17179875871
Nelma,Raugh,F,508,693-7545,NORTH BILLERICA,MA,1862,M,Y,35000,5.3,0,7150,1000,17179875918
Neville,Melhart,M,907,522-4685,GIRDWOOD,AK,99587,M,N,85000,0,0,0,0,17179876227
Nguyen,Kanneganti***,F,720,873-2032,PUEBLO,CO,81011,S,Y,35000,4.63,0,0,0,17179876422
Nicolo,Dang,F,808,652-6896,HONOMU,HI,96728,M,N,25000,5.546053,0,2080,0,17179876980
Nihar,Desmedt,M,269,512-2014,MARNE,MI,49435,S,Y,75000,3.9,3100,0,3100,17179877190
Niklaus,Smaga,M,701,514-1913,LAMOURE,ND,58458,M,Y,40000,2.2194002,0,6600,3300,17179877314
Nils,Takanami,F,818,941-5069,CANBY,CA,96015,S,Y,5000,1,87,0,272,17179877503
Niteen,Conheenney,M,603,680-5554,MADISON,HN,3849,M,Y,100000,0,0,0,0,17179877825
Noah,Vilot,M,865,709-3481,DUCKTOWN,TN,37326,M,N,70000,0,0,0,0,17179877965
Nobuo,Hennebert,F,808,228-7850,KURTISTOWN,HI,96760,M,Y,20000,4.644737,0,2080,1040,17179878285
Octavian,Keen,M,860,383-3308,WEST MYSTIC,CT,6388,M,Y,25000,5,0,24500,0,17179879249
Odile,Milis,F,435,446-8129,LEWISTON,UT,84320,S,Y,55000,7,2475,0,2475,17179879368
Olle,Atrawala,F,307,730-9546,DUBOIS,WY,82513,S,N,40000,0,0,0,0,17179880049
Omar,Wellner,M,209,165-7069,RIO OSO,CA,95674,S,***,100000,9.3,87,0,272,17179880186
Onno,Alexanyan,M,970,989-2457,COLORADO SPRINGS,CO,80951,S,N,65000,4.63,0,0,0,17179880355
Opher,Puryear,M,207,348-1412,LAGRANGE,ME,4453,S,Y,25000,8.5,2850,0,2850,17179880425
Orit,Hohne,M,302,450-6440,NEWARK,DE,19726,S,N,55000,5.609091,110,0,0,17179880673
Orkut,Elliman,F,405,764-5846,TYRONE,OK,73951,S,Y,80000,6.25,1000,0,1000,17179880687
Ortrud,Kruskal,M,308,213-7716,SIDNEY,NE,69162,M,Y,15000,4.7976766,0,206,103,17179880853
Osher,Videira,F,715,656-5469,EAU CLAIRE,WI,54701,S,Y,70000,5.6626635,700,0,400,17179881007
Ozalp,Poswig,F,816,921-3604,FLETCHER,MO,63030,S,N,55000,6,2100,0,0,17179881585
Ozalp,Parisi,F,330,179-3564,SOUTH WEBSTER,OH,45682,M,Y,90000,3.533564,0,2600,1300,17179881594
Ozan,Bofinger,F,571,928-2685,IVANHOE,A,24350,S,Y,60000,5.75,900,0,900,17179881596
Padima,Bellone,F,406,777-1068,MISSOULA,MT,59803,S,Y,45000,6.9,1900,0,1900,17179881693
Pam,Bruck,F,316,951-7013,DOVER,KS,66420,S,N,45000,6.45,2250,0,0,17179882132
Pantung,Collings,F,304,592-8704,AUGUSTA,WV,26704,S,N,95000,6.5,2000,0,0,17179882414
Paramsothy,Machta,F,502,860-6478,INGRAM,KY,40955,M,Y,90000,6,0,4f0,20,17179882586
Parris,Rotzell,M,207,213-4455,LAGRANGE,ME,4453,M,Y,100000,8.5,0,5700,2850,17179882798
Parvathi,Freundschuh,F,401,567-4122,GREENE,RI,2827,S,Y,75000,0,0,0,0,17179882861
Patti,Olsztyn,F,757,413-6001,ARLINGTON,VA,22230,S,N,80000,5.75,900,0,0,17179883239
Patti,Roure,F,412,188-9457,PITTSBURGH,PA,15250,S,N,70000,3.07,0,0,0,17179883248
Pattie,Zonta,M,985,180-6018,LAWTELL,LA,70550,S,N,80000,6,4500,0,0,17179883273
Pericles,Symes,F,360,466-7846,MOSSYROCK,WA,98564,S,Y,55000,0,0,0,0,17179884349
Petar,Zaimov,F,320,544-9895,FORT RIPLEY,MN,56449,S,Y,15000,5.35,3300,0,3300,17179884572
Petri,Savaram,F,423,943-8136,MARYVILLE,TN,37801,S,N,65000,0,0,0,0,17179884755
Photios,Peot,M,339,113-6977,LENOX,MA,1240,M,N,70000,5.3,0,7150,0,17179885364
