index,tno,fname,lname,gender,areacode,phone,city,state,zip,maritalstatus,haschild,salary,rate,singleexemp,marriedexemp,childexemp
245,4854,Olli,Sutter,F,617,395-1852,MILL RIVER,MA,1244,S,N,60000,5.3,3575,0,0
246,4857,Kyoichi,Nicolson,M,939,932-1519,PATILLAS,PR,723,M,Y,20000,0.0,0,0,0
247,4865,Cory,Erez,M,401,652-6655,CALYVILLE,RI,0,M,Y,15000,0.0,0,0,0
248,4869,Benn,Vitiello,F,787,994-5559,CAGUAS,PR,726,S,N,5000,0.0,0,0,0
249,4876,Lyn,McCrossin,M,781,975-7984,HANOVER,MA,2339,S,N,30000,5.3,3575,0,0
250,4924,Floris,Lueh,F,401,334-4225,NEWPORT,RI,2841,M,Y,55000,0.0,0,0,0
251,4931,Tian,Basagni,F,939,556-7695,SAN JUAN,PR,955,S,N,35000,0.0,0,0,***
252,4961,Gardiner,Bharadwaj,***,978,311-3062,MILFORD,MA,1757,S,Y,60000,5.3,3575,0,1000
253,4982,Bett,Groenboom,M,787,151-7751,SAN JUAN,PR,906,M,N,40000,0.0,0,0,f0
254,5003,Rhonda,Brune,M,939,397-9546,BARRANQUITAS,PR,794,M,Y,35000,0.0,0,0,0
255,5031,Levent,Policriti,F,401,298-7525,BRADFORD,RI,0,S,Y,65000,0.0,0,0,0
256,5084,Toru,Gavoille,F,939,819-2748,PENUELAS,PR,624,S,Y,15000,0.0,0,0,0
257,5112,Georghios,Wester,F,781,896-2073,READING,MA,0,S,Y,75000,5.3,x3575,0,1000
258,5122,Yunn,Cools,M,339,969-4164,FALMOUTH,MA,2540,S,N,80000,5.3,3575,0,0
259,5131,Lilly,Tretiakoff,M,774,139-2152,LAKEVILLE,MA,2348,M,Y,95000,5.3,0,7150,1000
260,5134,Alyn,Giloi,M,339,137-9194,WEST WAREHAM,MA,2576,S,Y,80000,5.3,3575,0,1000
261,5154,Vinay,Abella,F,339,759-7118,CENTERVILLpE,MA,2632,S,Y,30000,5.3,3575,0,1000
262,5155,Fereidoon,Rayside,M,401,625-3056,BRADFORD,RI,0,0,N,45000,0.0,x0,0,0
263,5164,Akshay,Guck,M,939,569-1006,SAN JUAN,PR,931,S,N,35000,0.0,0,0,0
264,5175,Olympia,Rosin,M,252,463-7991,BRISTOL,RI,2809,M,N,70000,0.0,0,0,0
265,5185,Marek,Casaubieilh,F,781,252-8444,NANTUCKET,MA,2554,S,N,80000,5.3,3575,0,0
266,5190,Mahadev,Schiefer,F,617,323-8286,SPRINGFIELD,MA,0,S,N,30000,5.3,3575,0,0
267,5218,Elisabeth,Slysz,F,401,237-3033,NEWPORT,RI,2841,M,N,25000,0.0,0,0,0
268,5224,Hilan,Rubsam,F,939,579-3554,PONCE,PR,728,M,Y,85000,0.0,0,0,0
269,5262,Alun,Nota,F,617,415-5828,GREEN HARBOR,MA,2041,M,Y,35000,5.3,0,7150,1000
270,5281,Yibin,America,F,617,890-4383,DEERFIELD,MA,1342,M,N,5000,5.3,0,7150,0
271,5307,Horace,Chandhok,F,787,794-3082,SAN JUAN,PR,902,S,Y,35000,0.0,0,0,0
272,5314,Fereidoon,Salustowicz,M,781,404-7354,HEATH,MA,1346,M,Y,80000,5.3,0,7150,1000
273,5322,Avner,Taghva,F,406,825-1188,JOLIET,MT,0,S,Y,55000,6.9,1900,0,1900
274,5323,Hafedh,Lupu,empty,973,505-9351,LANDISVILLE,NJ,0,S,Y,5000,1.4,1000,0,1500
275,5324,Yoshifumi,Pokrovskii,M,712,475-4668,DES MOINES,IA,0,S,N,15000,2.479763,40,0,0
276,5325,Carma,Czaja,F,857,876-4704,BOYLSTON,MA,0,M,N,100000,5.3,0,7150,0
277,5326,Asser,Wijk,F,504,260-8812,METAIRIE,LA,0,M,Y,80000,6.0,0,9000,1000
278,5327,Hemang,Kreveld,F,980,704-1016,CRESTON,NC,0,M,Y,15000,6.047202599999999,0,6600,3300
279,5328,Hamilton,Bentzien,empty,210,669-2776,SAN JUAN,empty,0,S,N,25000,0.0,0,0,0
280,5337,Loic,Brookson,F,857,528-9156,READING,MA,1867,S,Y,20000,5.3,3575,0,1000
281,5349,Guoping,Deminet,F,787,390-9973,CAROLINA,PR,979,S,Y,75000,0.0,0,0,0
282,5356,Manikya,Putzolu,M,401,660-8168,HARMONY,RI,2829,M,Y,55000,0.0,0,0,0
283,5367,Yehia,Nanard,F,939,372-5218,CATANO,PR,0,M,N,90000,0.0,0,0,0
284,5381,Bostjan,Franzblau,F,617,276-1107,SOUTHBRIDGE,MA,1550,S,Y,35000,5.3,empty,0,1000
285,5386,Martina,Bogliolo,F,508,435-5052,RAYNHAM,MA,2767,M,N,10000,5.3,0,7150,0
286,5392,Meir,Jousselin,M,939,288-5852,CAROLIA,PR,984,M,N,40000,0.0,0,0,0
287,5406,Gift,Wachs,M,0,149-3318,SHUTESBURY,MA,1072,M,N,5000,5.3,0,7150,empty
288,5439,Soummya,Kornyak,M,508,146-2681,JAMAICA PLAIN,MA,2130,M,N,85000,5.3,0,7150,0
289,5446,Imre,Noot,F,787,708-5419,QUEBRADILLAS,PR,678,S,N,45000,0.0,0,0,0
290,5494,Mitchell,Duran,M,787,241-9918,LAS MARIAS,PR,670,S,N,35000,0.0,0,0,0
291,5496,Gurudatta,Polupanov,F,787,634-7838,GUAYNABO,PR,966,M,Y,20000,0.0,0,0,0
292,5498,Hoi,Kandogan,F,978,302-3883,PETERSHAM,MA,1366,M,N,45000,5.3,0,7150,0
293,5501,Friedemann,Berges,***,978,173-4404,BRAINTREE,MA,2184,S,N,10000,5.3,3575,0,0
294,5544,Ingemar,Ang,M,401,400-6962,CUMBERLAND,RI,2864,S,N,45000,0.0,0,0,0
295,5568,Ronit,Spenke,M,939,801-8889,CAROLINA,PR,0,M,N,80000,0.0,0,0,0
296,5569,Toshitsugu,Flowers,F,787,962-5869,MOCA,PR,676,S,Y,40000,0.0,0,0,0
297,5571,Dhabaleswar,Pettorossi,F,787,380-5930,CEIAB,PR,735,S,N,70000,0.0,0,0,0
298,5600,Ugis,Reggia,M,978,728-5414,LYNN,MA,1903,M,N,85000,5.3,0,7150,0
299,5650,Eunsam,Serre,M,787,503-7681,MAYAGUEZ,PR,682,M,N,35000,0.0,0,0,0
300,5653,Huifen,Vrajitoru,***,774,504-1285,SOUTH YARMOUTH,MA,2664,M,Y,20000,5.3,0,empty,1000
301,5670,Gaid,Koutny,empty,351,162-7087,GARDNER,MA,1440,S,Y,70000,5.3,3575,0,1000
302,5680,Nihar,Monnard,M,351,901-8704,CAMBRIDGE,MA,2142,S,N,35000,5.3,3575,0,0
303,5684,Krishnan,Widera,M,857,644-9133,CUMMINGTON,MA,1026,S,Y,100000,5.3,3575,0,1000
304,5690,Davood,Chvatal,M,939,393-2454,TRUJILLO ALTO,PR,0,M,N,45000,0.0,0,0,y0
305,5709,Douadi,Almasi,F,351,236-5644,HUBBARDSTON,MA,1452,M,N,10000,5.3,0,7150,0
306,5712,Satoshi,Widmer,M,787,402-6973,GUAYAMA,PR,785,S,Y,25000,0.0,0,empty,0
307,5717,Harumi,Clint,M,939,530-7177,LARES,PR,669,S,Y,20000,0.0,0,0,0
308,5738,Vagan,Gudeman,M,939,224-9733,SAN JUAN,PR,0,M,0,25000,0.0,0,0,***
309,5762,Benn,Anson,F,351,793-9975,WENDELL,MA,1379,S,N,5000,5.3,3575,empty,0
310,5772,Parto,Chelegatski,empty,787,242-2287,SAN JUAN,PR,0,S,N,100000,0.0,0,0,0
311,5773,Yih,Garratt,F,401,273-2066,ADAMSVILLE,RI,2801,M,N,95000,0.0,0,0,0
312,5794,Kati,Smallbone,tM,0,540-2733,CIALS,PR,0,S,N,70000,0.0,0,0,0
313,5821,Diomidis,Arent,F,351,621-1324,GILL,MA,1354,M,Y,20000,5.3,0,7150,1000
314,5824,Gesualdo,Easwarakumar,M,781,737-3080,ANDOVER,MA,1810,M,N,50000,5.3,0,7150,0
315,5828,Kien,McCluskey,F,774,108-8565,WAKEFIELD,MA,1880,M,Y,10000,5.3,a0,7150,1000
316,5840,Sanping,Kroon,F,401,808-8916,JAMESTOWN,RI,2835,M,Y,60000,0.0,0,0,0
317,5848,Surapol,Proskurowski,F,617,770-2697,CARVER,MA,2330,M,N,40000,5.3,0,7150,0
318,5855,Kazuya,Blumrich,empty,339,313-6835,LITTLETON,MA,1460,M,N,20000,5.3,0,7150,0
319,5864,Gwang,Roelofsen,M,401,338-5778,MIDDLETOWN,RI,0,M,N,80000,0.0,0,0,0
320,5874,Nadia,Chenoweth,F,787,809-3252,CAGUAS,PR,725,M,N,70000,0.0,0,0,0
321,5901,Manuel,Chvalosky,F,401,815-8029,JAMESTOWN,RI,2835,S,Y,10000,0.0,0,0,0
322,5929,Changyuan,Souquieres,F,939,365-4390,OROCOVIS,PR,720,S,N,75000,0.0,0,0,0
323,5944,Bernold,Reddi,M,939,213-9173,MAYAGUEZ,PR,682,M,Y,100000,0.0,0,0,0
324,5959,Venkata,Colombet,F,413,493-5725,LYNN,MA,1910,M,N,20000,5.3,0,7150,0
325,5963,Hubertus,Tulley,M,857,743-6360,WESTPORT,MA,2790,S,Y,25000,5.3,3575,0,1000
326,5997,Epaminondas,Uellner,F,787,322-9797,UTUADO,PR,641,M,Y,25000,0.0,0,0,0
327,6051,Tyler,Weiland,F,401,883-8087,ACROLINA,RI,0,S,Y,85000,0.0,0,0,0
328,6088,Shyue,McMahan,M,787,432-3281,FORT BUCHANAN,PR,934,S,Y,65000,0.0,0,0,0
329,6145,Minsuk,Pacholski,F,774,880-2299,JAMAICA PLAIN,MA,2130,S,N,10000,5.3,3575,0,0
330,6254,Duane,Denti,F,508,226-8208,EAST LONGMEADOW,MA,0,M,N,20000,5.3,empty,7150,0
331,6289,Wiebe,Fahringer,F,339,743-2294,LYNN,MA,1904,S,Y,40000,5.3,3575,0,1000
332,6299,Patrizia,Walinsky,M,939,594-4845,YAUCO,PR,698,M,N,60000,0.0,0,0,0
333,6331,Chander,Swoboda,F,939,547-8500,MOROVIS,PR,687,M,N,35000,0.0,0,0,0
334,6347,Steven,Kamoun,M,351,730-8648,BOSTON,MA,2113,M,Y,85000,5.3,0,7150,1000
335,6374,Qiong,Assadi,M,781,934-6520,NORTH EASTON,MA,2356,M,N,85000,5.3,0,7150,0
336,6377,Phobe,Ying,F,774,197-2822,ROCHDALE,MA,1542,S,Y,60000,5.3,3575,0,1000
337,6386,Kirsty,Insfran,F,401,450-4105,PORTSMOUTH,RI,0,M,N,90000,0.0,0,0,0
338,6390,Parimala,Brockman,F,351,554-4967,BELLINGHAM,MA,2019,M,Y,40000,5.3,0,7150,1000
339,6399,Chienhua,Zisman,***,401,387-3187,HARRISVILLE,RI,2830,S,Y,60000,0.0,0,0,0
340,6423,Jamie,Ahrenberg,M,978,398-8462,ACTON,MA,1720,M,N,70000,5.3,0,7150,0
341,6455,Alean,Jumpertz,M,939,132-6147,LA PLATA,PR,786,S,N,15000,0.0,0,0,0
342,6461,Aarron,Rodier,M,401,560-2733,FISKEVILLE,RI,2823,S,Y,90000,0.0,0,0,0
343,6493,Edison,Smotroff,M,787,992-4395,BOQUERON,PR,622,M,N,45000,0.0,0,0,0
344,6514,Chittur,Meilijson,M,401,693-6318,FOSTER,RI,2825,S,Y,30000,0.0,0,0,0
345,6534,Chyuan,Powers,M,939,888-3672,SAN JUAN,PR,907,S,N,25000,0.0,0,0,0
346,6552,Bevin,Orphanoudakis,F,939,806-7536,LOIZA,PR,772,S,Y,5000,0.0,0,0,0
347,6647,Eddi,Konomi,F,787,640-7942,SAN JUAN,PR,913,M,Y,55000,0.0,0,0,0
348,6648,Hidetsune,Mutzel,M,781,710-9116,LOWELL,MA,1850,M,N,20000,5.3,0,7150,0
349,6672,Sajjad,Hiraishi,F,401,968-4420,EXETER,RI,2822,S,Y,20000,0.0,0,0,0
350,6701,Loyce,Eyrolle,F,787,305-7097,CAGUAS,PR,726,S,N,95000,0.0,0,0,0
351,6787,Subhodev,Seiler,F,617,295-6611,AMHERST,MA,1003,M,Y,75000,5.3,0,7150,empty
352,6790,Nobukazu,Nyrup,F,787,636-4985,SAN JUAN,PR,930,S,N,10000,0.0,0,0,***
353,6805,Octavio,Krackhardt,F,939,724-4078,SAINT JUST,PR,978,S,N,50000,0.0,0,0,0
354,6807,Kuorong,Seibert,M,401,307-5019,PORTSMOUTH,RI,0,M,0,70000,0.0,0,0,0
355,6822,Iakovos,Wiering,empty,787,390-6886,ANASCO,PR,610,S,Y,25000,0.0,0,0,0
356,6825,Dayne,Hegner,M,774,485-4952,FRAMINGHAM,MA,0,M,N,35000,5.3,0,7150,0
357,6827,Prasan,Bierman,M,939,452-6596,RIO BLANCO,PR,744,M,N,75000,0.0,0,0,0
358,6847,Arjen,Lapez,M,781,351-2259,BECKET,MA,1223,M,Y,20000,5.3,0,7150,1000
359,6889,Sakae,Koschke,M,787,444-1681,AGUADA,PR,0,S,Y,35000,0.0,0,0,0
360,6893,Mikey,Budzinski,F,401,405-5945,GREENVILLE,RI,2828,M,Y,10000,0.0,0,0,0
361,6910,Xiaobo,Nierstrasz,F,939,137-7950,GURABO,PR,778,M,Y,45000,0.0,0,0,0
362,6923,Piet,Hohler,F,787,682-6347,PATILLAS,PR,0,0,Y,45000,0.0,0,empty,0
363,6945,Billie,Ramsak,M,401,644-8220,ACROLINA,RI,2812,M,Y,20000,0.0,0,0,0
364,6949,Jackson,Erde,M,781,762-4042,EAST LONGMEADOW,MA,1028,M,Y,30000,5.3,0,7150,1000
365,6959,Corin,Board,F,787,982-8249,TRUJILLO ALTO,PR,977,M,Y,55000,0.0,0,0,0
366,6974,Kayoko,Lennartson,F,351,664-6177,GILL,MA,1354,M,Y,40000,5.3,0,7150,1000
367,6983,Saroja,Demeyer,F,339,777-2599,NEWBURYPORT,MA,1950,S,N,70000,5.3,3575,0,0
368,6992,Harngdar,N''Dong,F,401,720-4205,WEST GREENWICH,RI,2817,S,N,5000,0.0,0,0,0
369,7020,Jian,Devroye,M,508,648-5186,NORTH CHATHAM,MA,2650,S,N,30000,5.3,3575,0,0
370,7046,Thodoros,Yuguchi,M,401,869-9545,HOPE,RI,2831,S,N,45000,0.0,0,0,0
371,7057,Kincho,Unni,M,787,605-2450,SAN JUAN,PR,975,S,Y,30000,0.0,0,0,0
372,7085,Cohavit,Wolpe,F,413,454-9798,GpROTON,MA,1471,M,Y,50000,5.3,0,7150,1000
373,7134,Terrye,Plus,F,939,985-2961,CASANER,PR,0,S,Y,75000,0.0,0,0,0
374,7135,Debabrata,Dickey,M,939,698-2092,BAYAMON,PR,0,M,N,65000,0.0,0,0,0
375,7173,ShouHan,Kapp,F,401,346-4002,HARMONY,RI,2829,S,Y,35000,0.0,0,0,0
376,7175,Sumant,Kornacker,F,781,218-6854,EAST MANSFIELD,MA,2031,S,N,65000,5.3,3575,0,0
377,7181,Moheb,Riguzzi,M,857,854-9272,FAYVILLE,MA,1745,M,Y,100000,5.3,0,7150,1000
378,7193,Gesine,Tomii,M,339,401-8697,WEST TOWNSEND,MA,1474,S,Y,25000,5.3,3575,0,1000
379,7205,Dian,Ruano,M,939,573-5567,PUERTO REAL,PR,740,M,N,15000,0.0,0,0,0
380,7210,Folco,Lenowitz,M,774,503-4640,CHICOEPE,MA,1014,S,N,95000,5.3,3575,0,0
381,7240,Mana,Vaananen,F,508,408-7723,GROVELAND,MA,1834,M,N,45000,5.3,0,7150,0
382,7275,Xuan,Mitsuhashi,M,939,840-5731,BAYAMON,PR,959,S,Y,85000,0.0,0,0,0
383,7305,Shichao,Aimeur,F,401,558-1023,NEWPORT,RI,2840,S,Y,70000,0.0,0,0,0
384,7308,Cornelis,Skeel,F,351,510-2234,BOSTON,MA,2109,S,N,65000,5.3,3575,empty,0
385,7312,Setsuo,Leifert,M,617,757-7901,BUZZARDS BAY,MA,2542,S,N,20000,5.3,3575,0,0
386,7362,Natalia,Tomer,M,0,147-9589,BOSTON,MA,2205,S,N,85000,5.3,3575,0,0
387,7409,Jianxiu,Burston,M,401,795-2341,BRADFORD,RI,2808,S,Y,50000,0.0,0,0,0
388,7439,Shichao,Carrier,F,787,456-2298,MAUNABO,PR,0,M,Y,70000,0.0,0,0,0
389,7462,Refael,Konuma,F,978,851-4454,SPRINGFIELD,MA,1108,S,N,55000,5.3,3575,0,0
390,7475,Saddek,Brune,M,339,159-2009,BROCKTON,MA,2303,M,Y,15000,5.3,0,7150,1000
391,7492,Hafeda,Shanblatt,M,781,250-6706,WHITE HORSE BEACH,MA,2381,M,Y,75000,5.3,0,7150,1000
392,7503,Changguan,Felgentreu,M,939,992-3762,CATAON,PR,0,M,Y,95000,0.0,0,0,0
393,7522,Wijnand,Rahman,F,939,100-4102,SAN JUAN,PR,935,S,Y,45000,0.0,0,0,0
394,7528,Devindra,Dusse,F,939,172-1935,TOA BAJA,PR,951,M,N,20000,0.0,0,0,0
395,7567,Eckhard,Lonchamp,M,401,271-1941,CHARELSTOWN,RI,0,S,N,95000,0.0,0,0,0
396,7640,Lihong,Roizen,M,939,943-6611,PONCE,PR,733,M,N,30000,0.0,0,0,0
397,7648,Mounia,Clint,F,781,860-1255,COLRAIN,MA,1340,S,N,65000,5.3,3575,0,0
398,7649,Vijayshankar,Butterfield,F,339,836-2831,HOPEDALE,MA,1747,S,N,100000,5.3,3575,0,0
399,7651,Juichirou,Ducasse,F,781,842-5274,MARLBOROUGH,MA,1752,S,N,90000,5.3,3575,0,0
400,7663,Yulu,Heidecker,M,617,889-1004,NORTHAMPTON,MA,1063,S,N,100000,5.3,3575,0,0
401,7686,Toby,Mackaness,F,939,240-7464,MERCEDITA,PR,715,S,N,80000,0.0,0,0,0
402,7690,Marcelino,Decatur,F,939,210-6303,PONCE,PR,734,S,Y,60000,0.0,0,0,0
403,7700,Manoranjan,Grospietsch,F,787,654-4370,PATILLAS,PR,723,M,N,100000,0.0,0,0,0
404,7723,Zhenzhou,Santucci,F,508,123-2300,LYNN,MA,1910,S,N,85000,5.3,3575,0,0
405,7744,Manjai,Rahier,M,781,891-6576,WINCHENDON SPRINGS,MA,1477,M,Y,45000,5.3,0,7150,1000
406,7750,Shiro,Mikitiuk,F,939,154-8241,GUANICA,PR,653,S,N,45000,0.0,0,0,0
407,7764,Vijaj,Stuempfle,F,401,332-7889,CALYVILLE,RI,0,M,Y,25000,0.0,0,0,0
408,7798,Cass,McKeague,M,401,110-5814,EXETER,RI,2822,M,N,55000,0.0,0,0,0
409,7809,Seizaburo,Haselbock,M,978,185-1217,SOUTH HARWICH,MA,2661,M,Y,65000,5.3,0,7150,1000
410,7820,Haldon,Vaidyanathan,F,939,419-9009,MAYAGUEZ,PR,680,S,N,60000,0.0,0,0,0
411,7824,Hongzhu,Schaft,M,939,443-2521,MERCEDITA,PR,715,S,N,75000,0.0,0,0,0
412,7825,Tareq,Estier,F,978,767-3390,NORTH DARTMOUTH,MA,2747,S,Y,50000,5.3,3575,0,1000
413,7851,Katashi,Vogler,M,401,175-4060,CUMBERLAND,RI,2864,S,N,45000,0.0,0,0,0
414,7908,Sonu,Guckenheimer,M,939,957-7339,BAYAMON,PR,961,S,N,100000,0.0,0,0,o0
415,7922,Barnaby,Garrett,F,401,416-9607,HARMONY,RI,2829,M,Y,65000,0.0,0,0,0
416,7932,Sajjan,Wilfing,F,351,671-7913,SWANSEA,MA,2777,M,Y,100000,5.3,0,7150,1000
417,7944,Delgado,Jambor,F,401,575-7281,JAMESTOWN,RI,2835,S,N,35000,0.0,0,0,0
418,7949,Youshou,Gerberich,F,939,216-5787,CAEYY,PR,737,M,N,95000,0.0,0,0,0
419,7966,Dinah,Eisinger,M,939,644-8272,GUAYNABO,PR,971,M,Y,20000,0.0,0,0,0
420,8007,Akshar,Haverkamp,M,774,595-5275,NORTH CARVER,MA,2355,S,N,25000,5.3,3575,0,0
421,8047,Nazife,Balfanz,empty,508,562-1422,QUINCY,MA,2169,S,N,55000,5.3,3575,0,0
422,8059,Istvan,White,M,787,779-2731,MAYAGUEZ,PR,680,S,Y,50000,0.0,0,0,0
423,8097,Hussein,Greca,F,787,317-9561,CATAON,PR,963,S,N,50000,0.0,0,0,***
424,8098,Qinglan,Jockusch,M,401,614-3827,MAPLEVILLE,RI,2839,M,Y,50000,0.0,0,0,0
425,8107,Fergal,Sindoni,F,787,803-9281,LOIZA,PR,772,M,Y,35000,0.0,0,0,0
426,8129,Russel,Gershman,F,339,389-8874,BOSTON,MA,2207,M,Y,60000,5.3,0,7150,1000
427,8130,Ruizao,Nasset,empty,781,238-9475,NEEDHAM,MA,2492,M,N,30000,5.3,0,7150,0
428,8179,Toralf,Caspi,F,939,841-9405,SAN JUAN,PR,919,S,N,30000,0.0,0,0,0
429,8209,Eckart,Etzion,M,939,140-6353,PONCE,PR,728,S,N,5000,0.0,0,0,0
430,8210,Kyung,Ternovskaia,F,401,812-3909,LITTLE COMPTON,RI,2837,S,N,65000,0.0,0,0,0
431,8219,Rayond,Giesl,M,401,490-2201,NEWPORT,RI,2841,S,N,55000,0.0,0,0,0
432,8252,Bich,Thompson,F,939,591-7248,AGUADA,PR,602,M,Y,80000,0.0,0,0,c0
433,8265,Takanari,Zajac,M,939,646-2849,HORMIGUEROS,PR,660,S,N,5000,0.0,0,0,0
434,8316,Jill,Dicks,F,787,394-8785,ROSARIO,PR,636,S,Y,95000,0.0,0,0,0
435,8333,Kenichi,Pinckney,F,339,255-9968,SOUTH DEERFIELD,MA,1373,S,N,50000,5.3,3575,0,0
436,8353,Sovanna,Indiresan,M,774,584-8486,HUBBARDSTON,MA,1452,M,N,20000,5.3,0,7150,0
437,8367,Samiha,Bedard,F,413,801-7684,DUNSTABLE,MA,1827,S,Y,15000,5.3,3575,0,1000
438,8368,Dechang,Merle,F,401,860-9250,GLENDALE,RI,2826,S,N,85000,0.0,0,0,0
439,8369,Ryouji,Schultze,F,781,244-6208,EAST TAUNTON,MA,2718,M,N,30000,5.3,0,7150,0
440,8392,Plamena,Jervis,F,339,218-2839,PLYMOUTH,MA,2360,S,Y,95000,5.3,3575,0,1000
441,8396,Rabah,Martucci,M,939,176-7088,GUANICA,PR,653,S,N,80000,0.0,0,0,0
442,8403,Kablan,Hemmingsen,F,939,558-8068,CAGUAS,PR,725,S,Y,90000,0.0,0,0,0
443,8404,Shaoyu,Gerschenfeld,F,787,999-9967,SAN JUAN,PR,955,M,Y,70000,0.0,0,0,empty
444,8405,Ravindranath,Schmalz,F,939,275-6991,GUAYNABO,PR,965,M,Y,55000,0.0,0,0,0
445,8409,Yuewei,Plummer,F,978,776-7187,LOWELL,MA,1853,M,N,20000,5.3,0,7150,0
446,8425,Lichun,Bressan,F,787,568-9098,AGUADILLA,PR,605,M,Y,100000,0.0,0,0,0
447,8436,Jozo,Streich,M,339,241-9546,HANOVER,MA,2340,S,N,60000,5.3,3575,0,0
448,8445,Bertil,Tsujishita,F,939,625-4353,GUAYAMA,PR,785,M,N,40000,0.0,0,0,0
449,8447,Sankaran,Tari,M,401,429-4422,COVENTRY,RI,2816,S,Y,100000,0.0,0,0,0
450,8477,Donny,Sohoni,F,787,462-1753,FORT BUCHANAN,PR,934,M,N,95000,0.0,0,0,0
451,8487,Russel,Warwick,F,978,675-9283,LANESBORO,MA,1237,S,Y,95000,5.3,3575,0,1000
452,8511,Harvinder,Kamkar,M,978,794-2500,EAST PRINCETON,MA,1517,S,Y,80000,5.3,3575,0,1000
453,8521,Ajay,Noack,M,508,335-6122,HINSDALE,MA,1235,S,Y,65000,5.3,3575,0,1000
454,8565,Jesas,Banachowski,F,787,962-4671,SAN JUAN,PR,926,M,Y,70000,0.0,0,0,0
455,8575,Gopal,Zartmann,F,401,905-1743,PAWTUCKET,RI,2860,M,N,70000,0.0,0,0,0
456,8582,Marcelo,Skronn,M,351,932-6035,LYNN,MA,1905,S,Y,30000,5.3,3575,0,1000
457,8586,Jinjoo,Lybanon,M,939,266-2974,PONCE,PR,728,M,N,95000,0.0,0,0,0
458,8639,Gradimir,Riexinger,F,787,739-3734,DORADO,PR,646,S,Y,85000,0.0,0,0,0
459,8701,Sonoko,Rustenburg,F,401,460-5615,GREENE,RI,2827,M,N,15000,0.0,0,0,0
460,8714,Geir,Davoren,M,401,102-4605,LITTLE COMPTON,RI,2837,M,N,50000,0.0,0,0,0
461,8754,Neff,Zingaretti,empty,939,611-1247,VILLALBA,PR,766,S,N,15000,0.0,0,0,0
462,8755,Wade,Gingras,M,351,122-1126,ORANGE,MA,1364,M,Y,5000,5.3,0,7150,1000
463,8865,Timo,Class,M,617,784-7433,AGAWAM,MA,1001,S,Y,10000,5.3,3575,0,1000
464,8866,Hiromu,Karnin,M,939,165-1479,CAvTANO,PR,0,M,N,5000,0.0,0,0,empty
465,8875,Dannz,Baak,M,617,551-7045,ROXBURY CROSSING,MA,2120,M,N,5000,5.3,0,7150,empty
466,8972,Arcot,Chellappa,M,978,394-4448,GRANBY,MA,1033,M,N,50000,5.3,0,7150,0
467,8979,Ziyad,Boville,M,787,175-2048,PUERTO REAL,PR,740,S,N,55000,0.0,0,0,0
468,8983,Yuval,Lvov,M,401,932-6134,BARRINGTON,RI,2806,M,N,100000,0.0,0,0,0
469,8988,Janaina,Samarati,M,939,565-8371,SAN JUAN,PR,912,S,Y,95000,0.0,0,0,0
470,9009,Hiroyuke,Remy,F,617,272-7532,MEDFIELD,MA,2052,M,Y,50000,5.3,0,7150,1000
471,9013,Jadwiga,Masden,F,401,319-9853,CENTRAL ALLS,RI,0,M,N,100000,0.0,0,0,0
472,9023,Ferroudja,Gagvani,empty,787,359-4385,SAN JUAN,PR,0,M,N,60000,0.0,0,0,0
473,9038,Teruko,Hokimoto,empty,0,997-5172,DORADO,PR,0,S,N,10000,0.0,0,0,0
474,9065,Tapas,Gruenberg,M,787,127-1293,PONCE,PR,716,M,Y,70000,0.0,0,0,0
475,9088,Duangkaew,Carriere,M,781,286-8040,WEYMOUTH,MA,2188,M,Y,45000,5.3,0,7150,1000
476,9145,Vijaj,Poulakidas,F,339,225-2068,FALL RIVER,MA,2723,S,N,25000,5.3,3575,0,0
477,9181,Danny,Felger,M,978,998-2795,DENNIS PORT,MA,2639,M,N,90000,5.3,0,7150,0
478,9184,Aria,Mackie,F,787,628-1756,ROOSEVELT ROADS,PR,742,M,Y,40000,0.0,0,0,0
479,9191,Ladjel,Stille,M,401,832-3700,ADAMSVILLE,RI,2801,S,N,50000,0.0,0,0,0
480,9192,Parviz,Buy,F,939,958-7066,MAYAGUEZ,PR,682,M,N,20000,0.0,0,0,0
481,9206,Patrik,Nagase,M,339,454-6773,SAGAMORE BEACH,MA,2562,M,Y,70000,5.3,0,7150,1000
482,9209,Nevzat,Pinzani,F,401,642-8963,PASCOAG,RI,2859,M,N,35000,0.0,0,0,0
483,9225,Lothar,Gurd,M,939,380-3382,BARRANQUITAS,PR,794,M,Y,65000,0.0,0,0,0
484,9292,Dhaval,Matzel,M,939,187-2079,SAN JUAN,PR,913,S,N,45000,0.0,0,0,0
485,9379,Kenta,Anjum,M,617,907-3198,BOSTON,MA,2210,M,Y,10000,5.3,0,7150,1000
486,9381,Koki,Scherf,M,401,142-8788,HOPE VALLEY,RI,2832,S,Y,20000,0.0,0,0,0
487,9407,Morten,Cosoroaba,F,351,272-9689,WEST CHOP,MA,2573,S,N,20000,5.3,3575,0,0
488,9417,Niklaus,Kanamori,M,339,466-3702,EAST BROOKFIELD,MA,1515,S,N,50000,5.3,3575,0,0
489,9425,Anish,D''Auria,F,939,565-9364,ARECIBO,PR,613,S,Y,70000,0.0,0,0,0
490,9459,Kyungsook,Bidulock,M,401,641-1417,BRADFORD,RI,0,S,Y,25000,0.0,0,0,0
491,9480,Simukai,Kuroshev,F,939,679-6369,PONCE,PR,717,M,Y,25000,0.0,0,0,0
