tno,fname,lname,gender,areacode,phone,city,state,zip,maritalstatus,haschild,salary,rate,singleexemp,marriedexemp,childexemp
3762,amihai,lazensky,m,302,928-9189,new castle,de,19721,m,y,55000,5.609091,0,220,110
3764,nabiel,heines,m,203,661-8507,bristol,ct,6011,m,y,55000,5.0,0,24500,0
3768,silvano,alippi,f,443,161-6144,mechanicsville,md,20659,m,y,90000,4.75,0,4800,2400
3770,ayako,merckt,m,401,797-8415,lincoln,ri,2865,s,y,20000,0.0,0,0,0
3771,nur,redmiles,m,978,824-7120,fall river,ma,2722,m,y,25000,5.3,0,7150,1000
3777,conrado,spadoni,***,516,168-8787,cortland,ny,13045,s,y,60000,4.3012195,0,0,1000
3785,reino,dehene,m,787,798-8314,guaynabo,pr,965,s,y,80000,0.0,0,0,0
3787,setsuko,lowen,f,302,242-6269,newark,de,19713,m,n,45000,4.9272730000000005,0,220,0
3796,xinan,bayarri,m,443,413-7186,annapolis,md,21409,s,y,60000,4.75,2400,0,2400
3801,dongmyun,bryce,m,802,868-4529,montgomery,vt,5470,m,y,5000,3.6,0,6600,3300
3802,wojtek,fechter,m,508,156-6386,gilbertville,ma,1031,s,y,60000,5.3,3575,0,1000
3803,subhrajit,kurematsu,m,802,260-5195,worcester,vt,5682,m,n,15000,3.6,0,6600,0
3804,ida,popp,m,724,623-4945,wyncote,pa,19095,s,y,80000,3.07,0,0,0
3807,guoqiang,d''agostino,m,603,332-6783,newport,nh,3773,s,n,5000,0.0,0,0,0
3810,phyllis,kann,f,410,459-8265,baltimore,md,21281,m,n,40000,4.75,0,4800,0
3812,chiradeep,isakowitz,f,413,132-2182,silver beach,ma,2565,s,n,95000,5.3,3575,0,0
3817,honghai,etoh,m,202,690-8817,washington,dc,20527,m,y,10000,4.5,0,2740,1370
3820,sitaram,neuhaus,f,413,231-8073,boston,ma,2109,m,n,75000,5.3,0,150,0
3822,bulent,wing,f,860,198-5951,hampton,ct,6247,s,y,65000,5.0,12750,0,0
3826,yatsuka,boday,m,240,948-3203,rockville,md,20850,s,y,30000,4.75,2400,0,2400
3828,shannon,boday,m,401,174-7527,charlestown,ri,2813,s,y,5000,0.0,0,0,0
3833,xin,josifovski,f,717,231-9594,pipersville,pa,18947,m,n,35000,3.07,0,0,0
3835,loay,suermann,f,202,343-2967,washington,dc,20393,m,y,50000,9.0,0,2740,1370
3841,peteris,beer,m,802,322-2606,sheffield,vt,5866,s,n,20000,3.6,3300,0,0
3842,laird,schenk,m,603,676-6014,tamworth,nh,3886,s,y,50000,0.0,0,0,0
3845,roberta,cardinael,m,301,354-2491,baltimore,md,21233,s,y,40000,4.75,2400,0,2400
3857,kemal,klimov,f,939,422-4070,san juan,pr,936,m,n,85000,0.0,0,0,0
3863,everald,ermel,f,603,870-8493,hollis,nh,3049,s,n,40000,0.0,0,0,0
3864,imadeldin,leemeijer,f,717,199-7191,avonmore,pa,15618,s,n,25000,3.07,0,0,0
3865,dave,wolz,f,860,100-2449,woodstock valley,ct,6282,m,y,90000,5.0,0,24500,0
3868,tammy,daelemans,f,207,204-9916,cumberland center,me,4021,s,y,85000,8.5,2850,0,2850
3872,parker,kakuma,f,302,389-8601,hartly,de,19953,s,y,100000,5.95,110,0,110
3873,srikant,muntz,f,939,990-6545,vega alta,pr,692,s,y,35000,0.0,0,0,0
3878,haldon,perna,f,203,643-7347,farmington,ct,6034,m,y,10000,0.0,0,0,0
3887,joa,hartroth,m,302,748-2286,wilmington,de,19889,m,y,90000,5.95,0,20,110
3888,misha,orlowski,m,302,782-9256,rockland,de,19732,m,n,100000,5.95,0,220,0
3890,arani,hansdah,f,939,545-8916,patillas,pr,723,s,y,20000,0.0,0,0,0
3892,rafik,leathers,f,412,705-8560,meadow lands,pa,15347,s,n,65000,3.07,0,0,0
3903,vladimir,oberman,m,939,967-9063,guaynabo,pr,971,m,y,90000,0.0,0,0,0
3904,matk,thulasiraman,m,351,792-8481,andover,ma,5501,m,y,100000,5.3,0,7150,1000
3905,xiangzhen,zartmann,m,787,680-6105,rio grande,pr,745,s,y,100000,0.0,0,0,0
3906,roselyn,junping,f,781,473-3597,lowell,ma,1852,s,n,70000,5.3,3575,0,0
3907,haldun,lucks,f,240,990-8088,baltimore,md,21283,s,n,90000,4.75,2400,0,0
3914,ashok,mookken,m,202,850-1985,washington,dc,20409,m,n,55000,9.0,0,2740,0
3916,kathryn,nepomniaschy,f,202,137-8225,washington,dc,20026,s,y,30000,9.0,1370,0,1370
3930,barinderpal,gragg,f,878,924-7844,newville,pa,17241,m,n,15000,3.07,0,0,0
3931,iskender,masullo,f,787,979-1328,aguirre,pr,704,m,n,55000,0.0,0,0,0
3932,jinjoo,barroso,m,860,911-6400,uncasville,ct,6382,s,y,5000,3.0,12750,0,0
3934,sigeru,liscouet,m,212,373-3158,new york,ny,10261,s,n,25000,4.0984755,0,0,0
3935,rushed,uchiyama,m,774,293-3626,monterey,ma,1245,s,y,45000,5.3,3575,0,1000
3946,firoz,mozeico,m,202,455-4529,drayden,dc,20314,s,y,50000,9.0,1370,0,1370
3947,jeffry,viragh,m,215,217-3340,landisburg,pa,17040,s,n,90000,3.07,0,0,0
3953,farid,suros,m,302,593-8761,middletown,de,19709,s,y,85000,5.95,110,0,110
3956,deganit,birattari,f,212,695-2043,bronx,ny,10461,s,y,20000,4.0695124,0,0,1000
3957,cristiana,karasik,m,860,331-2847,colebrook,ct,6021,m,y,65000,5.0,0,24500,0
3959,cornelius,muharemagic,f,802,732-7780,rupert,vt,5768,s,y,90000,4.7957171999999995,3300,0,3300
3964,yasmin,beke,m,339,113-5416,worcester,ma,1605,s,n,20000,5.3,3575,0,0
3967,marita,aschim,m,302,280-7593,newark,de,19718,s,n,45000,4.9272730000000005,110,0,0
3972,yka,franaszczuk,m,301,227-9900,baltimore,md,21201,m,n,35000,4.75,0,4800,0
3973,eugen,rouse,f,570,279-4927,valley forge,pa,19481,s,n,60000,3.07,0,0,0
3975,saewoong,pauthner,m,516,765-1702,buffalo,ny,14261,s,n,30000,4.127439,0,0,0
3980,celia,wellman,m,401,825-3277,foster,ri,2825,m,y,90000,0.0,0,0,0
3982,kahoru,funkhouser,f,302,233-2799,greenwood,de,19950,m,y,55000,5.609091,0,220,110
3983,met,reeken,f,207,913-4788,auburn,me,4211,m,y,75000,8.5,0,5700,2850
3984,bruce,voisard,f,716,230-9317,inlet,ny,13360,s,y,15000,4.0405489999999995,0,0,1000
3986,ubeda,brakmo,m,401,752-5702,cranston,ri,2921,m,y,55000,0.0,0,0,0
3992,daida,kingdon,kf,412,324-8174,pittsburgh,pa,15250,m,n,65000,3.07,0,0,0
3993,sudhir,bodoff,m,267,892-8480,myerstown,pa,17067,m,n,30000,3.07,0,0,0
3996,akiniro,schapire,f,802,432-9946,wells river,vt,5081,m,n,100000,4.9946720000000004,0,6600,0
3998,yoshito,wicinski,f,202,572-1167,washington,dc,20501,s,y,10000,4.5,1370,0,1370
3999,jingyu,tabet,f,202,497-4800,washington,dc,20015,s,n,50000,9.0,1370,0,0
4003,toyohide,beuter,f,607,313-1775,buffalo,ny,14221,s,y,50000,4.243293,0,0,1000
4005,andreas,schaap,m,202,214-6984,washington,dc,20543,m,y,65000,9.0,0,2740,1370
4008,zhongde,tawera,f,857,597-6126,springfield,ma,1133,s,n,80000,5.3,3575,0,0
4024,barradas,mutch,f,540,405-9444,hamilton,va,20159,m,n,10000,3.875,0,1800,0
4027,aki,krikelis,m,201,854-1239,little silver,nj,7739,m,y,25000,1.4788542,0,2000,1500
4034,christino,takkinen,f,401,955-8269,providence,ri,2901,m,y,70000,0.0,0,0,0
4035,nitsan,devlin,m,860,152-8792,mashantucket,ct,6338,s,n,85000,5.0,12750,0,0
4046,kosaburo,horspool,m,203,613-7487,farmington,ct,6030,s,n,55000,5.0,12750,0,0
4048,vishesh,kukimoto,m,724,713-4928,dushore,pa,18614,s,n,15000,3.07,0,0,0
4049,xiadong,juuso,f,302,104-8067,dagsboro,de,19939,s,y,70000,5.95,110,0,110
4057,yoshimichi,rothnie,f,610,702-1092,jeannette,pa,15644,m,y,15000,3.07,0,0,0
4058,chihping,katker,f,603,483-7322,east wakefield,nh,3830,s,n,20000,0.0,0,0,0
4059,john,pierre,m,215,526-5701,pittsburgh,pa,15285,s,y,55000,3.07,0,0,0
4065,dolores,strandh,m,302,125-3000,harrington,de,19952,m,n,95000,5.95,0,220,0
4066,akira,taillibert,m,302,242-1419,wilmington,de,19802,s,n,95000,5.95,110,0,0
4074,ilana,napiorkowski,m,585,756-7847,davenport,ny,13750,s,n,25000,4.0984755,0,0,0
4083,yashvant,ritcey,***,856,481-4369,new providence,nj,7974,m,n,10000,1.4,0,2000,0
4088,fabricio,sooriamurthi,m,724,445-7947,new tripoli,pa,18066,m,n,15000,3.07,0,0,0
4091,abderrahim,layne,f,603,773-2330,east derry,nh,3041,s,n,40000,0.0,0,0,0
4096,wingning,takano,f,302,952-5820,newark,de,19717,m,y,15000,2.8818183,0,220,110
4097,bonghee,sugimura,f,802,155-1289,east dover,vt,5341,m,n,45000,3.9004214,0,6600,0
4098,parker,nisbet,f,202,555-2567,washington,dc,20078,m,y,80000,9.0,0,2740,1370
4101,limsoon,dolken,m,939,481-6109,caguas,pr,726,m,n,15000,0.0,0,0,0
4102,anish,matsuyama,f,802,231-1416,south strafford,vt,5070,m,y,70000,4.397808,0,6600,3300
4104,claudio,kirkova,f,302,793-9559,kirkwood,de,19708,m,n,10000,2.540909,0,220,0
4112,tarang,schwetman,f,434,748-1370,lovettsville,va,20180,s,y,15000,5.214286,900,0,900
4114,faten,strooper,f,603,922-6076,orham,nh,3581,m,y,100000,0.0,0,0,0
4120,tomoko,merey,f,302,422-6830,wilmington,de,19850,s,n,65000,5.95,110,0,0
4121,sumeet,zviran,m,401,502-6392,carolina,ri,2812,s,n,25000,0.0,0,0,0
4136,kyungcheol,obradovich,m,518,814-9699,new york,ny,10112,m,y,95000,4.5039635,0,0,1000
4137,vinton,hitomi,m,732,366-1584,netcong,nj,7857,s,n,70000,2.1885417,1000,0,0
4152,uzi,nascimento,m,939,558-9564,ponce,pr,734,s,n,40000,0.0,0,0,0
4155,joobin,ablaeyv,f,301,862-4306,bowie,md,20721,s,n,90000,4.75,2400,0,0
4162,kazuhisa,berard,f,401,318-6109,cranston,ri,2910,m,y,30000,0.0,0,0,0
4165,sahibsingh,jevtic,f,339,994-2573,danvers,ma,1923,s,y,10000,5.3,3575,0,1000
4169,marcella,goot,m,302,322-3082,cheswold,de,19936,s,n,85000,5.95,110,0,0
4173,ireneusz,rosay,m,802,163-4215,newport center,vt,5857,m,n,40000,3.8009440000000003,0,6600,0
4176,remi,kleinman,f,802,515-3588,wardsboro,vt,5355,m,y,100000,4.9946720000000004,0,6600,3300
4177,azriel,walstra,f,443,194-8019,nottingham,md,21236,m,y,90000,4.75,0,4800,2400
4178,claudius,melhart,f,646,446-9478,lincolndale,ny,10540,m,y,20000,4.0695124,0,0,1000
4188,allen,kurata,f,401,380-9832,tiverton,ri,2878,s,n,60000,0.0,0,0,0
4189,menchow,veccia,f,443,715-2075,cumberland,md,21501,m,y,20000,4.75,0,4800,2400
4192,merja,bank,m,718,752-5558,livonia center,ny,14488,s,n,90000,4.475,0,0,0
4200,ruslan,winzen,m,401,775-2039,newport,ri,2841,s,y,65000,0.0,0,0,0
4203,naohisa,schmidmaier,m,724,461-9338,kersey,pa,15846,m,n,40000,3.07,0,0,0
4208,dattatraya,kovalyov,m,939,697-7355,guaynabo,pr,969,m,y,10000,0.0,0,0,0
4216,sajjad,brull,f,347,695-2467,bethpage,ny,11714,m,y,55000,4.272256,0,0,1000
4229,shridhar,mitzner,f,240,886-7296,indian head,md,20640,m,y,55000,4.75,0,4800,2400
4231,arif,kartik,f,718,850-8434,new york,ny,10111,s,y,60000,4.3012195,0,0,1000
4232,uinam,littlestone,f,814,968-2496,chinchilla,pa,18410,m,y,45000,3.07,0,0,0
4233,joop,takayama,m,845,524-4506,bladensburg,ny,13402,s,y,75000,4.3881097,0,0,1000
4235,haifeng,yadrick,f,302,391-4663,ocean view,de,19970,m,y,70000,5.95,0,220,110
4236,luoquan,demner,m,848,104-8609,ocean view,nj,8230,s,n,55000,1.9519792,1000,0,0
4240,amos,bongartz,m,603,324-7890,wolfeboro,nh,3894,s,y,85000,0.0,0,0,0
4242,afke,mints,f,201,327-5069,cedar brook,nj,8018,m,y,55000,1.9519792,0,2000,1500
4254,munehiko,zallocco,m,787,315-9831,carolina,pr,984,s,y,60000,0.0,0,0,0
4256,kyunghee,mooers,f,202,632-9458,washington,dc,20534,m,n,50000,9.0,0,2740,0
4258,yingnan,goli,m,845,273-3053,lewiston,ny,14092,m,y,25000,4.0984755,0,0,1000
4260,dilian,martyna,m,939,220-1380,ensenada,pr,647,s,y,95000,0.0,0,0,0
4261,hanafy,bacher,f,570,968-9029,norristown,pa,19403,m,n,10000,3.07,0,0,0
4266,gur,scholler,m,802,742-3296,grand isle,vt,5458,m,y,55000,4.099376,0,6600,3300
4268,abdoulaye,houssain,m,351,593-1766,wales,ma,1081,m,y,80000,5.3,0,7150,1000
4273,fortney,jeansoulin,f,802,725-7624,belvidere center,vt,5442,m,y,85000,4.69624,0,6600,3300
4276,luquan,ikei,f,802,356-4744,gilman,vt,5904,s,y,45000,3.9004214,3300,0,3300
4279,chaomei,latta,f,401,786-3365,providence,ri,2908,m,n,60000,0.0,0,0,0
4282,hiromu,touati,m,603,796-3596,laconia,nh,3246,s,y,15000,0.0,0,0,0
4283,melanie,sreekantaswamy,f,603,903-3194,farmington,nh,3835,m,y,40000,0.0,0,0,0
4285,mikael,bing,m,443,564-5031,baltimore,md,21213,m,n,15000,4.75,0,4800,0
4296,abraham,selvestrel,cm,302,896-3575,lincoln,de,19960,m,n,60000,5.95,0,220,0
4302,toyohisa,bentlage,f,202,809-4011,washington,dc,20029,m,n,50000,9.0,0,2740,0
4308,nickolas,praus,m,302,913-3822,selbyville,de,19975,m,n,10000,2.540909,0,220,0
4314,suraj,mihail,f,202,435-2400,washington,dc,20419,m,n,30000,9.0,0,2740,0
4316,naser,bergman,f,860,832-5981,wallingford,ct,6492,s,n,80000,5.0,12750,0,0
4318,lenwood,borrowman,m,724,454-4718,new albany,pa,18833,s,y,45000,3.07,0,0,0
4319,boaz,yemeni,f,603,331-1408,lebanon,nh,3766,s,y,60000,0.0,0,0,0
4320,fenia,basagni,m,315,125-9167,buffalo,ny,14276,s,n,40000,4.1853657,0,0,0
4325,loren,kwatra,m,802,397-3815,quechee,vt,5059,s,y,20000,3.6,3300,0,3300
4330,hsianlin,philipose,m,207,626-3044,camden,me,4843,m,y,60000,8.5,0,5700,2850
4335,tariq,gracco,f,802,803-3721,greensboro bend,vt,5842,m,n,80000,4.5967627,0,6600,0
4336,huajun,hallowell,f,302,397-3613,milton,de,19968,m,y,100000,5.95,0,220,110
4339,belle,weinreich,m,856,399-6239,rumson,nj,7760,m,n,70000,2.1885417,0,2000,0
4343,shanwei,nadella,m,203,156-4001,windsor locks,ct,6096,s,y,20000,5.0,12750,0,0
4345,gene,gulla,f,860,220-2530,stamford,ct,6926,m,y,85000,5.0,0,24500,0
4349,ruizao,mazene,f,401,410-7663,slatersville,ri,2876,s,y,45000,0.0,0,0,0
4354,sariel,nisnevich,f,203,557-8538,new britain,ct,6053,m,n,85000,5.0,0,24500,0
4357,cemal,ramalho,f,202,448-7380,washington,dc,20392,m,n,15000,5.625,0,2740,0
4362,simona,dunfee,f,202,842-6891,washington,dc,20262,m,y,50000,9.0,0,2740,1370
4373,gavan,holand,f,603,837-3070,epping,nh,3042,s,n,75000,0.0,0,0,0
4379,liangwei,pena,m,802,105-9448,west hartford,vt,5084,m,y,25000,3.6,0,6600,3300
4381,leona,lugannani,f,518,650-1283,peru,ny,12972,m,y,65000,4.330183,0,0,1000
4382,amram,rover,m,347,294-3157,fredonia,ny,14063,m,n,95000,4.5039635,0,0,v0
4385,enno,butter,f,551,877-6750,edgewater,nj,7020,m,n,75000,2.2673959999999997,0,2000,0
4390,sophoclis,vogler,m,401,660-9523,west warwick,ri,2893,m,y,30000,0.0,0,0,0
4400,arno,ruhland,f,401,134-4619,woonsocket,ri,2895,s,n,75000,0.0,0,0,0
4410,vijayshankar,guttman,f,939,427-1937,trujillo alto,pr,976,m,n,60000,0.0,0,0,0
4411,sonja,fullerton,f,339,672-1352,swampsctt,ma,1907,m,y,100000,5.3,0,7150,1000
4412,wanjiun,beecroft,m,207,262-2423,augusta,me,4336,m,y,55000,8.5,0,5700,2850
4419,yanqiang,tizhoosh,f,857,261-3427,holbrook,ma,2343,m,n,90000,5.3,0,7150,0
4420,mourad,osterloh,f,973,737-3968,boonton,nj,7005,s,y,20000,1.4,1000,0,1500
4435,yida,schmezko,m,939,849-2264,ponce,pr,734,s,y,15000,0.0,0,0,0
4440,okuhiko,laval,m,787,593-8732,san juan,pr,926,m,y,35000,0.0,0,0,0
4442,dayun,pols,f,781,465-3827,hamilton,ma,1936,m,n,95000,5.3,0,7150,0
4444,concepcion,monarch,f,603,570-2392,silver lake,nh,3875,m,y,85000,0.0,0,0,0
4448,cecilia,wiseman,m,240,710-1345,brooklandville,md,21022,m,n,15000,4.75,0,4800,0
4452,endre,troudi,m,804,433-4028,rectortown,va,20140,m,n,5000,2.5357144,0,1800,0
4459,bezalel,beigel,f,207,289-4254,fort fairfield,me,4742,s,y,60000,8.5,2850,0,2850
4462,albert,felici,m,603,694-9411,south acworth,nh,3607,m,n,60000,0.0,0,0,0
4466,veda,vittorini,f,603,191-3593,candia,nh,3034,m,y,15000,0.0,0,0,0
4470,monica,marotta,f,202,518-9011,washington,dc,20503,m,y,30000,9.0,0,2740,1370
4472,yimeng,buhler,f,603,199-8557,piermont,nh,3779,s,n,35000,0.0,0,0,0
4477,laila,nations,m,202,491-2069,washington,dc,20529,s,n,80000,9.0,1370,0,0
4489,hachidai,himmeroder,m,518,790-7387,dickinson center,ny,12930,m,n,65000,4.330183,0,0,0
4499,joseph,eoyang,f,603,224-2548,chester,nh,3036,s,n,55000,0.0,0,0,0
4502,josiah,tyugu,m,413,320-8545,newton center,ma,2459,m,y,55000,5.3,0,7150,1000
4510,tobias,witteveen,m,607,797-8782,buffalo,ny,14261,s,n,85000,4.446036299999999,0,0,0
4516,stefanos,gire,m,401,343-1060,prudence island,ri,2872,s,n,60000,0.0,0,0,0
4532,igor,malita,m,203,715-8876,voluntown,ct,6384,m,y,100000,5.0,0,24500,0
4536,aelmut,ghahramani,m,518,375-1825,thousand island park,ny,13692,s,n,100000,4.5329266,0,0,0
4549,valentino,diz,f,339,759-1156,brant rock,ma,2020,m,n,100000,5.3,0,7150,0
4557,qingyu,simon,f,802,548-7951,colchester,vt,5449,m,y,25000,3.6,0,6600,3300
4561,huy,chmeiss,f,207,360-3504,york harbor,me,3911,s,n,80000,8.5,2850,0,0
4567,stijn,skuppin,m,401,220-5863,greenville,ri,2828,s,n,35000,0.0,0,0,0
4568,haina,capri,f,802,172-6642,townshend,vt,5353,s,y,95000,4.8951945,3300,0,3300
4573,mihal,wood,f,207,431-7295,scarborough,me,4070,m,y,25000,8.5,0,5700,2850
4578,lalit,glodjo,f,207,418-8792,long island,me,4050,m,n,15000,6.9580293000000015,0,5700,0
4581,chengfu,meysembourg,m,401,238-5725,foster,ri,2825,m,n,60000,0.0,0,0,0
4583,gudala,plun,f,860,857-3288,oakdale,ct,6370,s,n,70000,5.0,12750,0,0
4588,maribeth,parmee,m,207,432-3871,stetson,me,4488,s,n,35000,8.5,2850,0,0
4592,cristinel,ripplinger,f,814,322-9745,bessemer,pa,16112,m,n,55000,3.07,0,0,0
4594,herbert,popa,m,202,175-6992,washington,dc,20002,s,y,75000,9.0,1370,0,1370
4595,yatsuka,paragot,m,978,628-2817,duxbury,ma,2331,m,n,20000,5.3,0,7150,0
4616,duri,anido,m,302,750-2687,dover,de,19901,s,n,50000,5.268182,110,0,0
4622,houria,tiskin,m,617,990-2563,rochester,ma,2770,s,n,60000,5.3,3575,0,0
4623,keizo,choobineh,m,973,156-5521,lumberton,nj,8048,m,y,30000,1.5577083,0,2000,1500
4632,jen,wijk,m,302,270-9962,ellendale,de,19941,m,n,45000,4.9272730000000005,0,202,0
4639,llorenc,zaumen,m,351,239-4973,plymouth,ma,2361,s,n,15000,5.3,3575,0,0
4646,saku,redd,f,203,559-4879,west hartford,t,6107,s,n,75000,5.0,12750,0,0
4649,shinobu,nuseibeh,m,802,696-4374,west charleston,vt,5872,m,n,55000,4.099376,0,6600,0
4656,rowena,mcgranaghan,m,401,708-5108,bradford,ri,2808,s,y,30000,0.0,0,0,0
4658,leysia,kossowski,m,603,259-4321,wilmot,nh,3287,m,y,25000,0.0,0,0,0
4664,yasuyoshi,kinley,m,339,262-9792,nantucket,ma,2554,s,n,30000,5.3,3575,0,0
4670,burkhart,vignes,f,603,760-3363,troy,nh,3465,s,n,80000,0.0,0,0,0
4680,arlene,syed,m,401,486-9458,prudence island,ri,2872,s,n,50000,0.0,0,0,0
4692,heekyoung,hallam,f,401,526-4302,fiskeville,ri,2823,m,y,5000,0.0,0,0,0
4694,cedric,o''reagan,m,410,712-6906,baltimore,md,21235,m,y,100000,4.75,0,4800,2400
4695,seizaburo,tardiff,m,860,286-9584,stratford,ct,6614,s,n,30000,5.0,12750,0,0
4696,kristy,iturrioz,f,203,785-7290,waterbury,ct,6702,m,y,55000,5.0,0,24500,0
4698,dang,asser,f,939,458-9685,san juan,pr,922,s,y,75000,0.0,0,0,0
4700,declan,thambidurai,m,603,786-7108,amherst,nh,3031,m,n,40000,0.0,0,0,0
4702,aahok,nerjes,m,860,224-7261,andover,ct,6232,m,y,60000,5.0,0,24500,0
4707,hrant,katona,f,518,106-8186,wawarsing,ny,12489,s,n,25000,4.0984755,0,0,0
4716,iwen,vecchi,m,202,149-4531,washington,dc,20062,m,y,10000,4.5,0,2740,1370
4724,kumiko,estier,m,551,412-6555,belmar,nj,7715,s,n,75000,2.2673959999999997,1000,0,0
4730,anca,ruhleder,f,302,891-9161,lewes,de,19958,m,y,90000,5.95,0,220,110
4733,mihalis,english,f,202,919-9577,washington,dc,20081,s,y,80000,9.0,1370,0,1370
4739,anuchit,habib,m,732,981-4869,dover,nj,7801,m,y,70000,2.1885417,0,2000,1500
4740,yasushi,ancourt,m,860,965-4074,salisbury,ctt,6068,m,n,100000,5.0,0,24500,0
4744,guhan,raghavendra,m,207,773-9513,crouseville,me,4738,m,y,50000,8.5,0,5700,2850
4746,bernold,thallinger,m,908,487-3940,somerset,nj,8873,s,y,35000,1.6365625,1000,0,1500
4755,younghwan,bivens,f,603,795-2513,north woodstock,hn,3262,m,y,20000,0.0,0,0,0
4758,michel,kogure,f,302,168-3077,houston,de,19954,s,y,60000,5.95,110,0,110
4759,elarbi,wilhite,f,717,161-9486,jersey mills,pa,17739,s,n,60000,3.07,0,0,0
4762,luther,kehl,f,860,841-2763,bethany,ct,6524,s,y,65000,5.0,12750,0,0
4766,przemyslawa,risk,f,860,481-1680,danbury,ct,6810,s,n,100000,5.0,12750,0,0
4772,aurora,rijckaert,m,401,776-8600,north providence,ri,2911,m,y,10000,0.0,0,0,0
4779,ayee,jorissen,f,914,492-1985,syracuse,ny,13219,m,n,55000,4.272256,0,0,0
4783,gennaro,kamo,m,787,988-4556,ponce,pr,717,m,n,70000,0.0,0,0,0
4790,luai,fasbender,m,939,225-6520,fort buchanan,pr,934,s,y,50000,0.0,0,0,0
4792,dinah,lusk,m,856,811-7933,northfield,nj,8225,s,n,40000,1.7154167000000002,1000,0,0
4806,lusheng,coray,f,267,358-8231,orwigsburg,pa,17961,s,n,40000,3.07,0,0,0
4810,tomoyoshi,brost,m,302,399-9380,georgetown,de,19947,s,y,50000,5.268182,110,0,110
4813,laura,kaes,m,860,882-2336,stamford,ct,6907,m,n,25000,5.0,0,24500,0
4822,biswa,setiz,f,207,998-4196,newcastle,me,4553,s,n,100000,8.5,2850,0,0
4825,torleiv,byron,m,201,298-8042,flanders,nj,7836,m,n,45000,1.7942707999999998,0,2000,0
4834,yuksel,haack,f,207,519-5169,northeast harbor,mfe,4662,s,y,80000,8.5,2850,0,2850
4837,nia,popp,m,914,706-2650,altona,ny,12910,s,n,55000,4.272256,0,0,0
4839,chuchang,cecil,f,508,810-5001,worcester,ma,1609,m,n,20000,5.3,0,7150,0
4841,eila,tacic,f,646,649-4220,model city,ny,14107,s,y,55000,4.272256,0,0,1000
4848,huaxiong,manber,f,774,500-9318,three rivers,ma,1080,s,y,65000,5.3,3575,0,1000
4849,raed,feulner,m,301,481-3970,accident,md,21520,s,n,95000,4.75,2400,0,0
4854,olli,sutter,f,617,395-1852,mill river,ma,1244,s,n,60000,5.3,3575,0,0
4857,kyoichi,nicolson,m,939,932-1519,patillas,pr,723,m,y,20000,0.0,0,0,0
4859,valery,porotnikoff,m,207,634-1924,brownville junction,me,4415,s,n,75000,8.5,2850,0,0
4862,hester,manara,m,914,512-3395,manorville,ny,11949,s,n,10000,4.011585,0,0,0
4863,kankanahalli,schmitz,m,732,586-3683,edison,nj,8817,m,y,80000,2.34625,0,2000,1500
4865,cory,erez,m,401,652-6655,clayville,ri,2815,m,y,15000,0.0,0,0,0
4869,benn,vitiello,f,787,994-5559,caguas,pr,726,s,n,5000,0.0,0,0,0
4870,perla,parrow,m,603,370-1231,hampotn,nh,3842,m,n,35000,0.0,0,0,0
4876,lyn,mccrossin,m,781,975-7984,hanover,ma,2339,s,n,30000,5.3,3575,0,0
4878,timo,hartrumpf,m,585,686-8813,greenville,ny,12083,m,y,30000,4.127439,0,0,1000
4880,namyun,meysembourg,f,301,854-1361,bowie,md,20718,m,y,100000,4.75,0,4800,2400
4881,sally,tomas,f,860,558-3642,norwalk,ct,6854,s,y,50000,5.0,12750,0,***
4896,reem,chakroborty,m,202,913-4989,washington,dc,20552,s,n,20000,6.75,1370,0,0
4897,michio,farreny,f,802,216-5667,fairlee,vt,5045,m,n,80000,4.5967627,0,6600,0
4898,shivi,carreras,f,585,250-7824,spring valley,ny,10977,s,y,35000,4.1564026,0,0,1000
4899,eliana,lieflander,f,301,630-4736,savage,md,20763,s,y,10000,4.75,2400,0,2400
4915,michal,cullingford,f,860,836-9807,brooklyn,ct,6234,m,n,60000,5.0,0,0,0
4917,miki,leffler,m,410,131-1512,bowie,md,20717,s,n,75000,4.75,2400,0,0
4921,pomset,valtorta,m,603,675-8660,newbury,nh,3255,m,y,70000,0.0,0,0,0
4922,wided,acioly,m,862,911-2641,paterson,nj,7533,m,y,70000,2.1885417,0,2000,1500
4924,floris,lueh,f,401,334-4225,newport,ri,2841,m,y,55000,0.0,0,0,0
4926,swen,meriem,f,215,405-9117,pittsburgh,pa,15266,m,y,45000,3.07,0,0,0
4931,tian,basagni,f,939,556-7695,san juan,pr,955,s,n,35000,0.0,0,0,0
4942,tulin,tsutsui,f,802,236-2379,williston,vt,5495,s,n,10000,3.6,3300,0,0
4945,liya,carpi,m,802,218-1963,woodstock,vt,5091,m,y,30000,3.6019894999999997,0,6600,3300
4949,shizuo,lukanowicz,m,802,764-8650,bakersfield,vt,5441,m,y,100000,4.9946720000000004,0,6600,3300
4952,kejun,fusaschi,m,203,837-7545,newtown,ct,6470,s,y,20000,5.0,12750,0,0
4953,byungho,abeln,m,207,395-4870,garland,me,4939,s,y,5000,2.2135036,2850,0,2850
4954,walter,scraton,m,203,593-1447,norwalk,ct,6853,s,y,95000,5.0,12750,0,0
4960,kosmas,himsholt,f,603,354-2669,dover,nh,3822,m,n,20000,0.0,0,0,0
4961,gardiner,bharadwaj,f,978,311-3062,milford,ma,1757,s,y,60000,5.3,3575,0,1000
