tno,fname,lname,gender,areacode,phone,city,state,zip,maritalstatus,haschild,salary,rate,singleexemp,marriedexemp,childexemp
1981,Eckhart,Clouatre,F,803,144-8813,CHESTER,SC,29706,M,Y,95000,7.0,0,6600,3300
1982,Nagisa,Papakostas,F,256,154-7226,COOSADA,AL,36020,S,N,30000,5.0,1500,0,0
1983,Bodonirina,Kechadi,F,240,969-5741,RIDGELY,MD,21685,M,N,10000,4.75,0,4800,0
1984,Keisuke,Syme,M,256,690-5720,MOBILE,AL,36660,S,N,85000,5.0,1500,0,0
1986,Yim,Philippatos,F,205,583-9415,EUTAW,AL,35462,S,N,20000,5.0,1500,0,0
1991,Shalosh,Vrancken,F,205,471-4927,HATCHECHUBBEE,AL,36858,M,Y,65000,5.0,0,3000,0
1992,Keijiro,Kibati,M,860,332-7701,WESTPORT,CT,6888,M,Y,85000,5.0,0,24500,0
1994,Allesandro,McMorris,F,617,446-9631,TAUNTON,MA,2780,S,Y,95000,5.3,3575,0,1000
1995,Gershon,Treweek,F,703,147-6853,BRISTOL,VA,24209,M,N,70000,5.75,0,1800,0
1996,Bede,Ramras,F,401,359-2057,ADAMSVILLE,RI,2801,M,Y,80000,0.0,0,0,0
1997,Yordan,Goss,F,769,711-1129,JACKSON,MS,39205,S,N,75000,5.0,6000,0,0
1999,Weicheng,Perrone,M,845,886-7320,EAST HOMER,NY,13056,M,N,85000,4.4460363,0,0,0
2001,Khosrow,Cantu,F,937,896-2850,MALTA,OH,43758,M,N,30000,1.5418718,0,2600,0
2003,Pierangelo,Favero,F,787,489-9118,TOA BAJA,PR,951,S,Y,90000,0.0,0,0,0
2004,Alenka,Kawashimo,F,240,894-4849,PARKTON,MD,21120,S,N,95000,4.75,2400,0,0
2005,Takafumi,Lavin,M,859,977-2404,LEXINGTON,KY,40591,M,Y,45000,4.333333,0,40,20
2008,Fabien,Bax,F,203,591-3193,GREENWICH,CT,6832,S,Y,25000,5.0,12750,0,0
2010,Masahiro,Todesco,M,571,318-6252,FREDERICKSBURG,VA,22403,S,Y,90000,5.75,900,0,900
2012,Daniel,Weidenbach,M,812,732-1054,EMINENCE,IN,46125,M,N,60000,3.4,0,2000,0
2015,Jaehyung,Strout,M,954,496-5748,TALLAHASSEE,FL,32311,M,N,25000,0.0,0,0,0
2017,Katsuhisa,Agosti,M,901,376-5039,EAGAN,TN,37730,S,N,5000,0.0,0,0,0
2018,Bent,Suros,M,302,421-7192,WILMINGTON,DE,19810,S,Y,100000,5.95,110,0,110
2020,Behnaam,Kaly,M,860,775-2566,FALLS VILLAGE,CT,6031,M,N,45000,5.0,0,0,0
2021,Ella,Baade,M,234,602-4613,DERWENT,OH,43733,M,N,25000,1.3758974,0,2600,0
2023,Luther,Amy,F,603,768-7873,BERLIN,NH,3570,S,Y,45000,0.0,0,0,0
2026,Alicja,Gloy,M,517,795-2744,LAKE ODESSA,MI,48849,S,Y,35000,3.9,3100,0,3100
2029,Jeane,Ballinger,F,251,997-4661,GROVE HILL,AL,36451,M,Y,20000,5.0,0,3000,300
2032,Seongbae,Undy,F,615,411-7447,COWAN,TN,37318,S,N,65000,0.0,0,0,0
2036,Pei,Minet,M,585,585-4905,UTICA,NY,13505,S,Y,75000,4.3881097,0,0,1000
2037,Berend,Farrag,F,860,604-1157,UNIONVILLE,CT,6087,S,Y,95000,5.0,12750,0,0
2038,Gitte,Hylton,F,484,383-2269,SHAMOKIN DAM,PA,17876,M,Y,100000,3.07,0,0,0
2039,Changfeng,Villarrubia,M,304,710-5898,KGLEY,WV,24731,M,N,60000,6.5,0,4000,a0
2040,Janalee,Arz,M,802,156-6580,STARKSBORO,VT,5487,M,N,60000,4.1988535,0,6600,0
2041,Lorcan,Billington,F,757,895-6808,CHARLOTTESVILLE,VA,22904,S,Y,100000,5.75,900,0,900
2042,Gaby,Narasayya,M,502,853-5463,GILBERTSVILLE,KY,42044,S,Y,25000,3.2222223,20,0,20
2043,Qingyuam,Luebbert,M,302,473-5532,SAINT GEORGES,DE,19733,S,Y,15000,2.8818183,110,0,110
2045,Qingzhou,Guan,M,603,512-4995,KEARSARGE,NH,3847,S,N,5000,0.0,0,0,0
2046,Rosziati,Fontan,M,260,845-3257,WANATAH,IN,46390,M,N,50000,3.4,0,2000,0
2049,Ramo,Nivat,F,304,126-7053,GLENWOOD,WV,25520,S,N,55000,6.1499996,2000,0,0
2050,Eduardus,Heljanko,M,973,708-1211,SOUTH AMBOY,NJ,8879,S,Y,40000,1.7154167,1000,0,1500
2054,Anastasia,Ogawana,M,334,691-2247,OZARK,AL,36361,M,N,75000,5.0,0,3000,0
2055,Serafino,Pericliev,F,202,541-3678,WASHINGTON,DC,20224,S,Y,50000,9.0,1370,0,1370
2057,Oris,Kraiman,M,339,990-7479,BOSTON,MA,2204,M,N,10000,5.3,0,7150,0
2058,Ake,Wedberg,M,412,986-8670,PITTSBURGH,PA,15216,M,N,45000,3.07,0,0,0
2059,Freimut,Declerfayt,M,305,341-5341,MIAMI,FL,33172,S,N,40000,0.0,0,0,0
2060,Zhaoqian,Comparetto,M,336,603-8687,TRINITY,NC,27370,M,Y,55000,6.8863635,0,6600,3300
2061,Charmane,Rest,F,202,901-9629,WASHINGTON,DC,20073,S,Y,30000,9.0,1370,0,1370
2062,Seyed,Stentiford,M,304,499-5948,DANESE,WV,25831,S,Y,40000,5.1000004,2000,0,2000
2066,Xinghao,Rapps,M,802,479-6830,STRAFFORD,VT,5072,S,Y,60000,4.1988535,3300,0,3300
2071,Fumitake,Kalyanakrishnan,F,603,228-8491,NORTH SANDWICH,NH,3259,S,Y,15000,0.0,0,0,0
2072,Yale,Biss,M,302,556-8048,FRANKFORD,DE,19945,S,Y,75000,5.95,110,0,110
2073,Raghuram,Kambhatla,M,260,575-7416,WEST LAFAYETTE,IN,47907,M,Y,60000,3.4,0,2000,1000
2074,Marshall,Bate,M,228,980-5356,JACKSON,MS,39205,M,Y,90000,5.0,0,12000,1500
2075,Matthhew,Attimonelli,M,912,323-9265,JEWELL,GA,31045,S,N,5000,4.4,2700,0,0
2078,Kamaljit,Naixiao,M,804,312-1868,BIG ROCK,VA,24603,M,N,25000,5.75,0,1800,0
2079,Fumiyuki,Lammel,M,914,709-7565,NORTHPORT,NY,11768,M,N,5000,4.0,0,0,0
2083,Krithi,Kampfer,F,862,302-4535,ANDOVER,NJ,7821,S,N,15000,1.4,1000,0,0
2084,Barnett,Rice,M,229,824-9961,BOLINGBROKE,GA,31004,S,N,50000,6.0,2700,0,0
2086,Bal,Gikas,F,843,585-5759,ELLOREE,SC,29047,M,N,95000,7.0,0,6600,0
2087,Tamiya,Borovoy,F,202,916-8613,WASHINGTON,DC,20023,S,N,80000,9.0,1370,0,1370
2088,Gernot,Tohma,M,603,866-1954,LEBANON,NH,3756,M,Y,20000,0.0,0,0,0
2090,Monish,Peschl,M,939,684-8971,LUQUILLO,PR,773,S,Y,55000,0.0,0,0,0
2091,Junji,Nagasaka,M,567,809-1026,LEES CREEK,OH,45138,M,Y,20000,1.2099231,0,2600,1300
2092,Jar,Fouet,F,607,988-6573,CATSKILL,NY,12414,M,Y,55000,4.272256,0,0,0
2093,Yagil,Munetoh,M,443,394-9222,ROCK HALL,MD,21661,S,N,100000,4.75,2400,0,0
2095,Hongwei,Coppini,M,202,445-4511,WASHINGTON,DC,20042,M,Y,45000,9.0,0,2740,1370
2096,Sankaran,Roisin,M,803,138-1434,LIBERTY,SC,29657,M,N,60000,7.0,0,6600,0
2097,Rong,Cummings,M,251,952-3637,NOTASULGA,AL,36866,M,Y,40000,5.0,0,3000,300
2098,Avaneendra,Yamaashi,F,251,338-4822,empty,AL,36371,M,N,75000,5.0,0,3000,0
2101,Zijian,Pekkanen,M,203,929-6485,PEQUABUCK,CT,6781,M,N,60000,5.0,0,24500,0
2105,Brailey,Tarr,M,787,816-2496,CAROLINA,PR,987,S,Y,10000,0.0,0,0,0
2106,Anirvan,Ropelewski,M,727,541-3853,BEVERLY HILLS,FL,34464,S,Y,30000,0.0,0,0,0
2108,Alfredo,Tierney,M,939,490-7399,SAN JUAN,PR,901,M,Y,90000,0.0,0,0,0
2110,Ammar,Erez,F,203,445-7444,DURHAM,CT,6422,M,N,90000,5.0,0,24500,0
2113,Antonina,Kilgore,F,202,846-6860,WASHINGTON,DC,20217,M,Y,100000,9.0,0,2740,1370
2115,Gookhai,Doucet,M,802,182-8420,CUTTINGSVILLE,VT,5738,S,Y,100000,4.994672,3300,0,3300
2122,Lijie,Gusat,M,914,714-8254,BRONX,NY,10468,S,N,85000,4.4460363,0,0,0
2123,Grover,Anjan,F,248,491-5271,MONTGOMERY,MI,49255,M,N,100000,3.9,0,6200,0
2129,Ljubomir,Cannata,F,802,183-4992,POWNAL,VT,5261,M,N,40000,3.800944,0,6600,0
2130,Xiaocong,Berrett,F,276,718-1295,PRATTS,VA,22731,S,N,65000,5.75,900,0,0
2136,Wujia,Nojiri,M,603,821-7541,BARNSTEAD,NH,3218,S,Y,40000,0.0,0,0,0
2137,Rachelle,Charissis,F,401,933-3845,ADAMSVILLE,RI,2801,M,Y,70000,0.0,0,0,0
2139,Satyandra,Piramuthu,F,219,850-9025,INDIANAPOLIS,IN,46204,M,N,75000,3.4,0,2000,0
2147,Gillermo,Taft,M,914,468-8094,NEW YORK,NY,10104,M,N,35000,4.1564026,0,0,0
2150,M''hamed,Beckermann,M,716,763-9848,HALL,NY,14463,S,Y,40000,4.1853657,0,0,1000
2151,Bikram,Schaub,M,856,967-3152,PINE BROOK,NJ,7058,M,N,20000,1.4,0,2000,0
2152,Ryouji,Raum,F,906,191-3116,MARLETTE,MI,48453,S,N,35000,3.9,3100,0,0
2155,Eddi,Brahme,F,860,575-6243,WEST HARTFORD,CT,6107,M,N,100000,5.0,0,24500,0
2157,Hanspeter,Rusterholz,M,302,338-3821,WILMINGTON,DE,19880,M,Y,55000,5.609091,0,220,110
2160,Dekai,Pettersson,M,202,877-7999,WASHINGTON,DC,20001,S,Y,35000,9.0,1307,0,1370
2161,Wunnava,Thibeault,M,304,460-3976,WHARTON,WV,25208,S,Y,35000,4.75,2000,0,2000
2162,Leaf,Calway,F,207,533-2423,MONSON,ME,4464,S,Y,40000,8.5,2850,0,2850
2167,Naixun,Penn,M,478,844-3275,DU PONT,GA,31630,S,Y,85000,6.0,2700,0,3000
2172,Gao,Weicker,F,207,517-5517,WINDSOR,ME,4363,M,N,65000,8.5,0,5700,0
2173,Lois,Fontana,M,334,869-6752,MILLRY,AL,36558,S,Y,40000,5.0,1500,0,300
2188,Pierce,Dear,F,302,269-3172,ELLENDALE,DE,19941,M,Y,40000,4.586364,0,220,110
2189,Jnan,Poulter,M,315,482-8953,MEDFORD,NY,11763,M,Y,100000,4.5329266,0,0,1000
2191,Domenico,Skeen,F,939,771-1146,CATANO,PR,963,S,Y,45000,0.0,0,0,0
2194,Zhensheng,Halliwell,M,804,127-9718,MENDOTA,VA,24270,S,N,100000,5.75,900,0,0
2195,Hisashi,Egg,M,339,853-7912,ROCHESTER,MA,2770,S,Y,70000,5.3,3575,0,1000
2196,Celina,Dye,F,301,128-9676,PERRYMAN,MD,21130,M,Y,5000,4.75,0,4800,2400
2199,Roldolf,Libkin,M,201,661-8098,empty,NJ,7460,S,Y,15000,1.4,1000,0,1500
2200,Istvan,Powley,M,860,891-8911,NEW HAVEN,CT,6511,S,N,90000,5.0,12750,0,0
2201,Yujiun,Llaberia,F,939,433-1852,BARCELONETA,PR,617,S,N,85000,0.0,0,0,0
2205,Duraisamy,Corliss,F,203,390-8402,NEW HAVEN,CT,6509,S,Y,30000,5.0,12750,0,0
2207,Duminda,Linnemann,M,740,879-1432,PETERSBURG,OH,44454,S,Y,50000,2.2057693,1300,0,1300
2209,Malay,Kikuchi,M,207,420-4332,CORNISH,ME,4020,M,N,20000,8.5,0,5700,0
2210,Tanguy,Welham,M,202,939-4966,WASHINGTON,DC,20219,M,N,75000,9.0,0,2740,0
2211,Gerbert,Duris,M,321,654-6588,FORT LAUDERDALE,FL,33355,M,Y,50000,0.0,0,0,0
2212,Lofti,Penniman,F,234,217-8805,COLUMBUS,OH,43223,S,Y,80000,3.2016153,1300,0,1300
2213,Vasant,Witzgall,F,706,546-7378,FAYETTEVILLE,GA,30214,S,N,45000,6.0,2700,0,0
2216,Nassrin,Straney,M,302,231-1903,NEWARK,DE,19715,S,N,85000,5.95,110,0,0
2217,Nobutaka,Ragunath,M,616,105-1168,ALLENDALE,MI,49401,S,Y,10000,3.9,3100,0,3100
2220,Shriram,Eaglestone,F,863,466-9255,VALRICO,FL,33596,S,Y,55000,0.0,0,0,0
2222,Yariv,Strcalov,M,202,140-6154,WASHINGTON,DC,20418,M,Y,80000,9.0,0,2740,1370
2226,Tadahiro,Israel,M,502,910-4407,MULDRAUGH,KY,40155,M,Y,70000,5.7222223,0,40,20
2229,Evert,Delgado,M,615,238-4213,ALEXANDRIA,TN,37012,S,N,25000,0.0,0,0,0
2230,Luis,Schuiere,M,202,519-9893,WASHINGTON,DC,20289,S,N,35000,9.0,1370,0,0
2233,Sylvia,Promfett,F,302,300-1181,WILMINGTON,DE,19898,S,N,70000,5.95,110,0,0
2234,Ciyou,Isman,F,304,139-3563,HUNTINGTON,WV,25721,M,Y,55000,6.1499996,0,4000,2000
2236,Namhee,Smiraglia,M,947,647-8561,MESICK,MI,49668,S,N,15000,3.9,3100,0,0
2239,Juei,Sweeney,M,615,690-1697,MEMPHIS,TN,38104,S,Y,25000,0.0,0,0,0
2240,Samudra,Graeb,F,413,702-2835,SUTTON,MA,1590,S,Y,100000,5.3,3575,0,1000
2241,Pavel,Rioboo,F,802,531-4751,NORTH MONTPELIER,VT,5666,M,N,65000,4.298331,0,6600,0
2242,Narayana,Kutylowski,F,603,210-8368,ROCHESTER,NH,3868,M,N,15000,0.0,0,0,0
2244,Susheel,Mennie,F,518,334-8358,SAGAPONACK,NY,11962,S,N,65000,4.330183,0,0,0
2246,Teik,Griffioen,F,603,404-1312,ROCHESTER,NH,3866,S,Y,75000,0.0,0,0,0
2247,Liren,McKinley,F,614,563-5272,HAMDEN,OH,45634,S,N,40000,1.8738205,1300,0,0
2248,Einar,Altman,F,865,275-5844,BAKEWELL,TN,37304,S,N,5000,0.0,0,0,0
2249,Heng,Kampfer,M,802,614-3780,SHEFFIELD,VT,5866,M,Y,20000,3.6,0,6600,3300
2251,Leopold,Dai,M,567,217-4064,RUSSELLVILLE,OH,45168,M,N,90000,3.533564,0,2600,0
2253,Swarup,Seliger,F,202,353-9943,WASHINGTON,DC,20559,M,N,35000,9.0,0,2740,0
2254,Gad,Tagashira,M,864,737-4545,WARRENVILLE,SC,29851,S,N,60000,7.0,3300,0,0
2257,Rahim,Elgood,M,404,894-5144,DECATUR,GA,30030,M,Y,40000,6.0,0,5400,3000
2258,Kristina,Womble,F,731,306-2232,RIDDLETON,TN,37151,S,N,70000,0.0,0,0,0
2259,Arnie,Farris,M,769,711-6553,HILLSBORO,MS,39087,M,N,100000,5.0,0,12000,0
2262,Reimer,Driggers,F,856,593-1024,PRINCETON,NJ,8543,S,Y,65000,2.1096876,1000,0,1500
2264,Atsuyoshi,Scallan,F,386,577-8512,PALM HARBOR,FL,34685,S,Y,15000,0.0,0,0,0
2266,Surnjani,Vanderbilt,M,202,391-4779,WASHINGTON,DC,20552,M,Y,45000,9.0,0,2740,1370
2267,Gisela,Maamar,F,937,981-4426,LEIPSIC,OH,45856,M,N,100000,3.8655128,0,2600,0
2273,Dannz,Bhattacharjee,M,251,195-7571,FLORENCE,AL,35633,M,Y,75000,5.0,0,3000,300
2276,Aad,Macnee,F,302,902-8471,SAINT GEORGES,DE,19733,S,N,35000,4.245455,110,0,0
2280,Hanxiong,Holcombe,M,203,455-4359,SOUTHINGTON,CT,6489,M,N,40000,5.0,0,24500,0
2281,Idris,Martello,F,260,363-6003,FORTVILLE,IN,46040,S,Y,40000,3.4,1000,0,1000
2285,Reima,Beznosov,M,757,158-1501,MARSHALL,VA,20116,M,Y,25000,5.75,0,1800,900
2286,Alco,Staffelbach,F,302,515-7677,MONTCHANIN,DE,19710,S,N,60000,5.95,110,0,0
2287,Audrey,Cavalloro,M,859,289-7600,WOODBURN,KY,42170,M,N,20000,2.9444444,0,40,0
2288,Jiyun,Jezek,M,202,479-1436,WASHINGTON,DC,20531,M,N,50000,9.0,0,2740,0
2290,Saad,Fasbender,M,802,365-2273,PERU,VT,5152,S,Y,15000,3.6,3300,0,3300
2293,Chiranjit,Hotzel,M,860,868-6395,EASTON,CT,6612,M,N,45000,5.0,0,24500,0
2297,Bev,Leenaerts,F,904,867-3596,VERO BEACH,FL,32968,S,Y,75000,0.0,0,0,0
2298,Alexis,Nishanov,F,859,517-6134,UTICA,KY,42376,M,N,50000,4.611111,0,40,0
2299,Akhilesh,Schonhut,F,706,172-7942,BROOKFIELD,GA,31727,M,N,30000,6.0,0,5400,0
2300,Osher,Coorg,F,859,683-3728,FISHERVILLE,KY,40023,S,Y,90000,6.0,20,0,20
2303,Graydon,Hermanns,F,302,391-9559,PORT PENN,DE,19731,S,N,65000,5.95,110,0,0
2304,Chittur,Liscouet,M,941,330-8471,ORMOND BEACH,FL,32174,M,N,90000,0.0,0,0,0
2309,Bassam,Guck,F,860,862-8874,SUFFIELD,CT,6078,M,N,10000,0.0,0,24500,0
2310,Helmar,Bays,M,240,928-2134,PRICE,MD,21656,M,N,85000,4.75,0,4800,0
2311,Detlev,Tontiwachwuthikul,M,260,334-4415,GARY,IN,46404,S,Y,10000,3.4,1000,0,1000
2312,Grigory,Jonckers,M,302,277-2748,DOVER,DE,19905,M,Y,50000,5.268182,0,220,110
2313,Wynne,Thorelli,F,304,268-4276,MULLENS,WV,25882,S,Y,25000,4.05,2000,0,2000
2316,Chrysanthos,Maggini,F,508,743-9059,ESSEX JUNCTION,VT,5452,M,N,80000,4.5967627,0,6600,0
2317,Tandy,Roohalamini,F,508,130-9692,MADISON,AL,35757,S,N,85000,5.0,1500,0,0
2319,Zohel,Fernald,F,508,452-2388,ATLANTA,GA,31195,S,N,35000,6.0,2700,0,0
2320,Eman,Arizio,M,508,177-3690,HUNTINGTOWN,MD,20639,M,Y,40000,4.75,0,4800,2400
2322,Xumin,Prete,F,251,377-6452,CHAPMAN,AL,36015,S,Y,90000,5.0,1500,0,300
2323,Dimitris,Otterloo,F,252,794-2676,BUIES CREEK,NC,27506,M,Y,80000,7.410839,0,6600,3300
2324,Chikara,Bolzoni,M,202,537-4644,WASHINGTON,DC,20239,M,N,10000,4.5,0,2740,0
2325,Wallace,Orlowski,M,248,329-1692,CEDAR LAKE,MI,48812,S,N,95000,3.9,3100,0,0
2327,Devina,Zamboni,F,734,781-8103,OSHTEMO,MI,49077,M,N,65000,3.9,0,0,0
2329,Watts,Buskens,M,304,697-2593,CHARLESTON,WV,25327,S,N,55000,6.1499996,2000,0,0
2330,Vaagan,Bub,F,270,313-1020,RUSSELL SPRINGS,KY,42642,S,Y,65000,5.4444447,20,0,20
2331,Zhi,Bottreau,F,304,965-4717,TEAYS,WV,25569,M,N,90000,6.5,0,4000,0
2332,Seinosuke,Cheikes,F,857,396-9489,YARMOUTH PORT,MA,2675,S,N,25000,5.3,3575,0,0
2334,Pasqua,Rein,M,202,452-7610,WASHINGTON,DC,20098,S,Y,80000,9.0,1370,0,1370
2336,Shooying,Kamsties,M,732,554-7351,BEACH HAVEN,NJ,8008,M,N,50000,1.873125,0,2000,0
2337,Jaroslaw,Etzl,M,732,310-1511,TRENTON,NJ,8695,M,N,95000,2.5828125,0,2000,0
2338,Vamsi,Birchard,M,906,953-4992,ONEKAMA,MI,49675,M,N,5000,3.9,0,6200,0
2339,Arvola,Ramaswamy,F,570,445-2368,PINE GROVE MILLS,PA,16868,M,Y,15000,3.07,0,0,0
2341,Tzachi,Peron,F,804,339-6056,WOODSTOCK,VA,22664,M,Y,50000,5.75,0,1800,900
2342,Yingfei,Macias,M,423,372-4260,BEAN STATION,TN,37708,S,Y,30000,0.0,0,0,0
2344,Vanio,Dunki,F,570,545-8727,PINE GROVE,PA,17963,M,Y,45000,3.07,0,0,0
2346,Shamik,Anrig,F,860,429-8345,MERIDEN,CT,6450,S,Y,50000,5.0,12750,0,0
2349,Yanni,Pietak,M,781,413-7298,DALTON,MA,1227,M,Y,15000,5.3,0,7150,1000
2352,Yaron,Tomov,M,912,573-8681,EPWORTH,GA,30541,S,Y,35000,6.0,2700,0,3000***
2353,Huei,Ianni,F,802,647-3939,BONDVILLE,VT,5340,M,N,85000,4.69624,0,6600,0
2354,Simonas,Jesus,F,939,614-5971,HUMACAO,PR,791,M,N,45000,0.0,0,0,0
2356,Cornelis,Gips,F,704,671-8648,MORVEN,NC,28119,S,Y,55000,6.8863635,3300,0,3300
2357,Harman,Kliger,F,812,814-2310,SPENCER,IN,47460,S,Y,50000,3.4,1000,0,1000
2359,Chrystopher,Winograd,F,662,364-1995,JACKSON,MS,39283,M,Y,40000,5.0,0,12000,1500
2360,Jesas,Podkolzin,F,731,625-7791,OBION,TN,38240,S,N,10000,0.0,0,0,0
2361,Silvina,Nowatzyk,M,802,451-6137,PASSUMPSIC,VT,5861,M,Y,20000,3.6,0,6600,3300
2362,Nari,Eco,F,843,535-1595,MARION,SC,29571,S,Y,40000,7.0,3300,0,3300
2363,Dorota,Prieto,M,404,421-6701,QUITMAN,AG,31643,M,Y,95000,6.0,0,5400,3000
2369,Nadeem,Sitarama,M,803,550-6738,JOHNSONVILLE,SC,29555,M,N,75000,7.0,0,6600,0
2371,Alfred,Luckham,M,603,314-7895,NEW CASTLE,NH,3854,S,Y,65000,0.0,0,0,0
2373,Eiji,Streit,F,336,685-2904,ASHEVILLE,NC,28814,S,Y,10000,6.0,3300,0,3300
2377,Pangfeng,Callon,F,202,303-2026,WASHINGTON,DC,20212,S,N,85000,9.0,1370,0,0
2379,Jarmo,Razaz,F,215,173-7998,PHILADELPHIA,PA,19181,M,Y,45000,3.07,0,0,0
2380,Bhagirath,Picht,F,202,521-4942,WASHINGTON,DC,20437,S,Y,5000,4.5,1370,0,1370
2381,Timothy,Nishanov,F,601,868-3131,TUTWILER,MS,38963,S,Y,25000,5.0,6000,0,1500
2384,Yingsha,Blackard,F,401,859-5454,NEWPORT,RI,2841,M,Y,25000,0.0,0,0,0
2385,Ljubomir,Kess,F,207,989-7948,SHERMAN,ME,4776,S,N,65000,8.5,2850,0,0
2386,Halit,Beydoun,M,203,639-4514,WATERBURY,CT,6726,M,N,80000,5.0,0,24500,0
2387,Pere,Zabel,F,336,175-3625,RICHLANDS,NC,28574,S,Y,10000,6.0,3300,0,3300
2388,Toshitsugu,Serpell,F,302,268-6784,BETHEL,DE,19931,S,Y,90000,5.95,110,0,110
2389,Gain,Poswig,M,228,716-7659,SOSO,MS,39480,S,Y,80000,5.0,6000,0,1500
2390,Kunwadee,Diehl,M,339,919-9854,SPRINGFIELD,MA,1139,S,Y,60000,5.3,3575,0,1000
2391,Iara,Rochowiak,M,574,942-5780,BRINGHURST,IN,46913,M,N,55000,3.4,0,2000,0
2392,Petia,Favre,M,518,875-8548,KAUNEONGA LAKE,NY,12749,S,Y,65000,4.330183,0,0,1000
2394,Chaiyaporn,Kisuki,M,202,556-6636,WASHINGTON,CD,20228,M,N,30000,9.0,0,2740,0
2397,Garrison,Bergere,M,443,324-8754,LEONARDTOWN,MD,20650,S,Y,15000,4.75,2400,0,2400
2399,Takeomi,Demizu,F,662,259-4318,MANTACHIE,MS,38855,M,Y,90000,5.0,0,12000,1500
2400,Hyuncheol,Umeyama,M,769,777-8824,JACKSON,MS,39216,M,N,20000,5.0,0,12000,0
2401,Mamoun,Leslie,M,339,653-8726,HARVARD,MA,1451,S,N,10000,5.3,3575,0,0
2402,Aylmer,Messner,F,939,531-6123,FORT BUCHANAN,PR,934,M,Y,75000,0.0,0,0,0
2403,Akichika,Legge,F,219,815-6065,EVANSVILLE,IN,47702,M,N,85000,3.4,0,2000,0
2404,Veli,Veretennikov,F,901,449-3850,ENVILLE,TN,38332,M,Y,55000,0.0,0,0,0
2406,Haldon,Fargier,F,339,419-7474,NAHANT,MA,1908,S,Y,100000,5.3,3575,0,1000
2409,Jongmoo,Baik,F,769,626-9448,MORGAN CITY,MS,38946,M,Y,10000,5.0,0,12000,1500
2415,LeRoy,Leunen,M,205,299-2576,BROOKSIDE,AL,35036,M,N,10000,5.0,0,3000,0
2418,Yee,Worfolk,M,229,480-7435,SYLVANIA,GA,30467,S,N,75000,6.0,2700,0,0
2420,Hafedh,Priebe,M,401,984-7328,PROVIDENCE,RI,2906,S,N,85000,0.0,0,0,0
2424,Feipei,Mavaddat,F,586,578-3643,SAGINAW,MI,48608,M,Y,10000,3.9,0,6200,3100
2427,Kwangho,Bhanu,F,802,920-7053,BURLINGTON,VT,5406,S,Y,25000,3.6,3300,0,3300
2429,Jea,Kwasny,M,802,651-2869,PLAINFIELD,VT,5667,M,Y,25000,3.6,0,6600,3300
2430,Judea,Mills,F,302,807-9639,GEORGETOWN,DE,19947,M,N,75000,5.95,0,220,0
2431,Mitsuhiko,Huleihel,M,401,168-2831,MAPLEVILLE,RI,2839,M,Y,90000,0.0,0,0,0
2434,Ravindran,Cakir,M,786,298-3509,SAINT PETERSBURG,FL,33743,S,N,20000,0.0,0,0,0
2435,Taiji,Dutra,M,603,492-2444,ROCHESTER,NH,3839,S,Y,30000,0.0,0,0,0
2436,Alongkrit,Devai,M,423,463-3043,KNOXVILLE,TN,37916,S,Y,35000,0.0,0,0,0
2437,Tieng,Amsterdam,F,859,378-2262,FRANKFORT,KY,40604,M,Y,90000,6.0,0,40,20
2438,Michelene,Baya,F,301,994-3979,CHESTER,MD,21619,M,N,70000,4.75,0,4800,0
2441,Stacie,Meerbergen,F,828,301-3345,CHARLOTTE,NC,28289,M,Y,55000,6.8863635,0,6600,3300
2443,Timon,Manukyan,F,812,685-5277,MEMPHIS,IN,47143,S,Y,45000,3.4,1000,0,1000
2448,Ruce,Chesneaux,M,770,515-6451,CUMMING,GA,30028,S,Y,80000,6.0,2700,0,3000
2449,Arupratan,Ikehata,M,252,175-4095,MANNS HARBOR,NC,27953,M,Y,25000,6.256993,0,6600,3300
2453,Bojan,Remmers,F,614,586-2642,TRENTON,OH,45067,S,N,90000,3.533564,1300,0,0
2454,Raminder,Eoyang,F,812,605-1820,MUNCIE,IN,47305,M,N,35000,3.4,0,2000,0
2455,Toby,Schuster,F,260,506-1875,BENTONVILLE,IN,47322,S,Y,25000,3.4,1000,0,1000
2458,Eithan,Schrufer,M,401,181-7690,RIVERSIDE,RI,2915,M,Y,45000,0.0,0,0,0
2459,Jongmoo,Senouci,F,207,358-7929,BRIDGEWATER,ME,4735,M,N,5000,2.2135036,0,5700,0
2460,Frederick,Sobalvarro,F,704,913-1386,CARY,NC,27512,S,N,30000,6.361888,3300,0,0
2461,Aylmer,Verhofstadt,F,606,345-1400,LIVINGSTON,KY,40445,M,Y,10000,2.3888888,0,40,20
2462,Markos,Benedek,M,301,922-4362,GOLDSBORO,MD,21636,M,N,40000,4.75,0,4800,0
2465,Chienhua,Thall,M,248,528-3002,FLINT,MI,48506,M,N,20000,3.9,0,6200,0
2467,Lillian,Montelius,F,917,581-8991,WAVERLY,NY,14892,M,N,25000,4.0984755,0,0,0
2468,Dario,Likeman,F,276,777-4957,COLONIAL BEACH,VA,22443,M,N,95000,5.75,0,1800,0
2471,Vassilis,Klosgen,M,302,747-9244,WILMINGTON,DE,19896,M,Y,85000,5.95,0,220,110
2473,Fangzhen,Drayer,M,770,828-5098,GILLSVILLE,GA,30543,S,N,10000,6.0,2700,0,0
2475,Rama,Lantz,F,914,185-1530,KEENE VALLEY,NY,12943,M,Y,30000,4.127439,0,0,1000
