tno,fname,lname,gender,areacode,phone,city,state,zip,maritalstatus,haschild,salary,rate,singleexemp,marriedexemp,childexemp
2575,Derick,Werthner,F,401,624-7072,TIVERTON,RI,2878,M,N,20000,0.0,0,0,0
2577,Duanning,Vinze,M,401,550-4106,CAROLINA,RI,2812,M,N,15000,0.0,0,0,0
2587,Thom,Nykanen,M,939,820-2069,PONCE,PR,717,S,N,40000,0.0,0,0,0
2589,Muralidharan,Basnet,M,978,584-3617,EASTHAM,MA,2642,M,N,15000,5.3,0,7150,0
2595,Evangelos,Welker,M,508,533-1435,SOUTH HADLEY,MA,1075,M,N,100000,5.3,0,7150,0
2599,Kincho,Mawatari,M,603,672-9517,ANDOVER,NH,3216,M,Y,75000,0.0,0,0,0
2628,Hirosi,Pelecq,F,857,776-1114,MANCHESTER,MA,1944,M,Y,40000,5.3,0,7150,1000
2652,Jun''ichi,Raju,M,939,770-2931,PENUELAS,PR,624,S,N,65000,0.0,0,0,0
2670,Lindmila,Wyckof,F,603,889-1384,CAMPTON,NH,3223,S,N,90000,0.0,0,0,0
2674,Ibibia,Lehot,M,939,757-4087,MAYAGUEZ,PR,682,M,Y,80000,0.0,0,0,0
2720,Boi,Pettey,F,603,426-4066,MERIDEN,NH,3770,M,N,60000,0.0,0,0,0
2725,Honghui,Gennip,M,413,244-9672,DEVENS,MA,1434,S,N,80000,5.3,3575,0,0
2729,Pak,Ebbinghaus,M,401,577-1329,EAST GREENWICH,RI,2818,M,Y,10000,0.0,0,0,0
2731,Lyman,Kerchoff,F,207,969-3478,FRENCHBORO,ME,4635,S,N,65000,8.5,2850,0,0
2739,Wilma,Ruano,F,207,238-2371,ISLAND FALLS,ME,4747,M,N,100000,8.5,0,5700,0
2752,Zhiqiang,DeFouw,F,603,413-3565,GOSHEN,NH,3752,S,Y,10000,0.0,0,0,0
2755,Michalis,Aerts,F,207,719-1953,ALBION,ME,4910,S,N,10000,4.5857663,2850,0,0
2760,Kazumitsu,Abramov,F,508,511-9850,BOSTON,MA,2207,S,N,45000,5.3,3575,0,0
2767,Patti,Cabarrus,F,207,291-1535,AUGUSTA,ME,4336,M,Y,75000,8.5,0,5700,2850
2768,Keung,Maskit,F,603,820-5741,ELKINS,NH,3233,S,N,65000,0.0,0,0,0
2791,Yul,Sikic,M,939,591-4757,JAYUYA,PR,664,S,Y,25000,0.0,0,0,0
2794,Ellen,Therien,F,603,809-5985,TEMPLE,NH,3084,M,Y,10000,0.0,0,0,0
2808,Lisa,Christ,M,401,627-3372,ADAMSVILLE,RI,2801,M,Y,40000,0.0,0,0,0
2815,Chengchang,Glowinski,M,603,732-9436,MADISON,NH,3849,M,N,35000,0.0,0,0,0
2825,Shigeichi,Lodderstedt,M,774,506-5635,WEST BOYLSTON,MA,1583,S,N,5000,5.3,3575,0,0
2833,Kazufumi,Berrisford,F,603,864-8329,ANDOVER,NH,3216,S,Y,15000,0.0,0,0,0
2835,Jyhjong,Dussa,F,787,329-2677,GUAYANILLA,PR,656,M,Y,80000,0.0,0,0,0
2837,Marisela,Rusmann,M,939,340-4942,ARECIBO,PR,613,S,N,5000,0.0,0,0,0
2857,Theodor,Bofill,M,339,931-6005,WRENTHAM,MA,2093,S,Y,90000,5.3,3575,0,1000
2863,Narutoshi,Bitton,M,939,144-6920,AGUAS BUENAS,PR,0,M,N,25000,0.0,0,0,0
2877,Subhakar,Serre,M,603,351-3558,LYME CENTER,NH,3769,S,Y,15000,0.0,0,0,0
2880,Elvira,Faure,F,207,802-1970,FRENCHBORO,ME,4635,S,N,75000,8.5,2850,0,0
2884,Shingo,Forier,F,617,160-1264,HANOVER,MA,2340,M,Y,65000,5.3,0,7150,1000
2899,Gerti,Herbst,F,401,948-1288,OAKLAND,RI,2858,M,N,85000,0.0,0,0,0
2903,Frieda,Kurbel,F,207,109-1180,WINTERPORT,ME,4496,M,N,95000,8.5,0,5700,0
2908,Donn,Grad,M,787,169-7022,BARCELONETA,PR,617,M,N,55000,0.0,0,0,0
2923,Sei''ichi,Bloedorn,F,603,724-6800,INTERVALE,NH,3845,M,N,30000,0.0,0,0,0
2924,Margo,Scacca,M,802,384-6870,VERSHIRE,VT,5079,S,N,60000,4.1988535,3300,0,0
2925,Dick,Bertelsen,M,413,775-1383,EAST BOSTON,MA,2228,S,Y,35000,5.3,3575,0,1000
2929,Somkiat,Ratnakar,F,603,790-7484,RAYMOND,NH,3077,M,N,45000,0.0,0,0,0
2931,Jogg,Fanti,M,401,734-5038,GREENVILLE,RI,2828,M,N,40000,0.0,0,0,0
2932,Hironori,Kirchherr,F,401,431-8436,NORTH KINGSTOWN,RI,2852,M,N,5000,0.0,0,0,0
2940,Ayako,Klaschka,M,401,234-9893,WARWICK,RI,2887,M,N,5000,0.0,0,0,0
2948,Xiaorong,Montenyohl,F,401,589-8148,MAPLEVILLE,RI,2839,S,Y,55000,0.0,0,0,0
2949,Kali,Cyranek,M,603,206-2406,NASHUA,NH,3061,S,N,75000,0.0,0,0,0
2960,Zhenyi,Geertgens,F,787,897-8757,BARCELONETA,PR,617,S,N,80000,0.0,0,0,0
2963,Casey,Pampoukis,M,781,106-7633,BROCKTON,MA,2305,M,N,70000,5.3,0,7150,0
2987,Mohsin,Gelsey,F,603,255-8020,TILTON,NH,3298,S,Y,50000,0.0,0,0,0
2989,Xiaolei,Alsio,F,781,336-5698,HAVERHILL,MA,1831,S,Y,35000,5.3,3575,0,1000
2992,Siva,Felgentreu,M,207,972-4030,CAPE ELIZABETH,ME,4107,M,Y,80000,8.5,0,5700,2850
3006,Lofti,Toyoshima,F,787,796-6187,SAN JUAN,PR,908,M,N,5000,0.0,0,0,0
3017,Pam,Augusteijn,F,0,526-4748,JACKMAN,ME,4945,S,N,10000,4.5857663,2850,0,0
3021,Dongmo,Orejas,F,0,503-5782,NORWELL,MA,2061,S,Y,35000,5.3,3575,0,1000
3033,Yuqun,Mosciatti,F,401,173-3941,GREENVILLE,RI,2828,S,Y,100000,0.0,0,0,0
3034,Conrado,Philipose,F,339,531-8719,NEWTON LOWER FALLS,MA,2462,M,Y,55000,5.3,0,7150,1000
3054,Nirad,Batliner,F,603,842-8975,ALTON,NH,3809,M,N,60000,0.0,0,0,0
3061,Pepijn,Grems,M,401,760-9069,WEST WARWICK,RI,2893,S,N,85000,0.0,0,0,0
3072,Michio,Kayashima,F,401,554-9302,MIDDLETOWN,RI,2842,S,N,65000,0.0,0,0,0
3080,Raul,Krone,M,503,707-2236,BOYLSTON,MA,0,M,Y,30000,9.0,0,318,159
3081,Emilie,Sybre,F,787,504-8421,HATILLO,PR,0,M,Y,35000,0.0,0,0,0
3082,Debatosh,Gille,F,203,540-5039,STAMFORD,MA,0,M,Y,20000,5.0,0,7150,0
3083,Greta,Raalte,F,267,900-1811,BOYLSTON,PA,0,S,Y,20000,3.07,0,0,0
3084,Letizia,Kalb,M,304,243-4205,BOYLSTON,MA,0,M,Y,90000,6.5,0,4000,2000
3085,Cristobal,Fraenkel,F,503,390-5899,RICHLAND,OR,0,M,N,50000,9.0,0,7150,0
3086,Anatoli,Maasen,M,605,453-1603,ERWIN,MA,0,S,N,70000,0.0,0,0,0
3098,Tulika,Gessel,M,401,896-2555,PORTSMOUTH,RI,2871,S,Y,100000,0.0,0,0,0
3103,Rabab,Heuser,M,617,654-9541,BRIDGEWATER,MA,2324,S,Y,70000,5.3,3575,0,1000
3104,Krishnaiah,Lipinski,F,207,547-8474,LEWISTON,ME,4243,S,Y,80000,8.5,2850,0,2850
3107,Subhasis,Borgstrom,M,939,269-2081,CATANO,PR,0,M,Y,5000,0.0,0,0,0
3123,Annabelle,Granlund,F,603,464-9927,GOSHEN,NH,3752,S,N,25000,0.0,0,0,0
3128,Yojiro,Cooley,F,603,621-6444,GOFFSTOWN,NH,3045,M,N,20000,0.0,0,0,0
3133,Anup,Samarati,F,401,625-4143,FORESTDALE,RI,2824,M,Y,15000,0.0,0,0,0
3143,Tokuyasu,Perez,F,978,461-6774,WORCESTER,MA,1608,S,Y,35000,5.3,3575,0,1000
3166,Dirk,Seliger,F,351,245-1827,RUTLAND,MA,1543,S,N,15000,5.3,3575,0,0
3186,Asaf,Schomaker,M,207,989-7217,HANOVER,ME,4237,S,Y,65000,8.5,2850,0,2850
3205,Isidore,Gunderson,F,207,905-5333,KENNEBUNK,ME,4043,M,N,85000,8.5,0,5700,0
3210,Manoel,Reddi,F,207,725-1263,HINCKLEY,ME,4944,M,Y,40000,8.5,0,5700,2850
3219,Klichiro,Rall,M,401,420-2170,CHEPACHET,RI,2814,S,N,55000,0.0,0,0,0
3222,Susanna,Morrill,M,617,580-7754,WESTBOROUGH,MA,1581,M,N,95000,5.3,0,7150,0
3225,Shintaro,Kamber,F,603,768-8722,CHESTERFIELD,NH,3443,S,Y,55000,0.0,0,0,0
3240,Ramakant,Collinot,F,207,234-4727,EAST WATERBORO,ME,4030,M,N,75000,8.5,0,5700,0
3241,Ludmila,Tapken,M,774,623-9656,SHARON,MA,2067,M,N,5000,5.3,0,7150,0
3249,Dwifiandika,Naumovich,F,401,964-2247,WEST KINGSTON,RI,2892,M,N,70000,0.0,0,0,0
3258,Zheru,Louie,M,413,465-7930,MARSTONS MILLS,MA,2648,M,N,25000,5.3,0,7150,0
3286,Brett,Malitz,M,401,584-1731,PASCOAG,RI,2859,S,Y,20000,0.0,0,0,0
3315,Guri,Fussichen,F,401,946-9195,HOPKINTON,RI,2833,M,Y,55000,0.0,0,0,0
3331,Nazife,Ludovice,M,939,741-4017,CABO ROJO,PR,623,M,Y,55000,0.0,0,0,0
3354,Ori,Nergos,F,413,656-4960,CENTERVILLE,MA,2632,S,Y,70000,5.3,3575,0,1000
3361,Kouji,Tennenhouse,M,774,496-5424,AYER,MA,1432,S,Y,20000,5.3,3575,0,1000
3391,Bran,Capon,F,787,569-3321,BAYAMON,PR,961,M,N,15000,0.0,0,0,0
3399,Yuki,Kreveld,F,939,857-7831,ENSENADA,PR,647,S,N,80000,0.0,0,0,0
3443,Etsuro,Rubinfield,M,603,880-5537,HEBRON,NH,3241,M,N,90000,0.0,0,0,0
3453,Jeng,Merani,M,207,144-5271,JAY,ME,4239,M,N,50000,8.5,0,5700,0
3477,Holger,Nozawa,M,401,419-4926,WARREN,RI,2885,M,Y,30000,0.0,0,0,0
3491,Gennoveffa,Porkaew,F,0,840-3357,PORTSMOUTH,NH,3803,M,Y,65000,0.0,0,0,0
3492,Yulu,Baek,M,603,755-3923,NEW DURHAM,NH,3855,M,N,50000,0.0,0,0,0
3499,Mikiya,Poletto,F,939,319-6001,LUQUILLO,PR,773,S,Y,20000,0.0,0,0,0
3514,Giovanni,Hashii,F,939,264-1336,SAN JUAN,PR,939,S,N,70000,0.0,0,0,0
3525,Yoshimi,Kemppainen,M,207,404-4643,BIDDEFORD,ME,4007,S,N,50000,8.5,2850,0,0
3527,Howard,Grunsky,M,207,910-1644,WARREN,ME,4864,M,N,60000,8.5,0,5700,0
3531,Neil,Chweh,F,617,324-6249,HOLLISTON,MA,1746,M,Y,75000,5.3,0,7150,1000
3535,Cord,Schwabacher,M,401,174-7064,KINGSTON,RI,2881,S,N,35000,0.0,0,0,0
3546,Zengping,Kriegman,F,603,827-5205,HUDSON,NH,3051,M,N,55000,0.0,0,0,0
3561,Hongguang,Bolsens,M,857,484-3742,EAST WALPOLE,MA,2032,S,Y,100000,5.3,3575,0,1000
3569,Heeseok,Barroca,F,207,266-5240,MADAWASKA,ME,4756,M,N,90000,8.5,0,5700,0
3577,Kamaljit,Machida,M,787,162-6894,HORMIGUEROS,PR,660,M,N,25000,0.0,0,0,0
3582,Meikel,Miculan,F,939,700-9785,CIDRA,PR,739,M,Y,25000,0.0,0,0,0
3584,Bernard,Lunn,F,857,380-9856,WORCESTER,MA,1608,S,Y,40000,5.3,3575,0,1000
3587,Avelino,Slagle,M,401,945-3124,ROCKVILLE,RI,2873,M,Y,70000,0.0,0,0,0
3608,Tadao,Bencivenga,M,401,107-8913,COVENTRY,RI,2816,S,N,40000,0.0,0,0,0
3616,Anne,Lubin,F,939,644-1935,SAN JUAN,PR,908,S,Y,50000,0.0,0,0,0
3659,Girome,Thery,M,401,986-8254,PASCOAG,RI,2859,S,Y,85000,0.0,0,0,0
3660,Mirjam,Komosinski,F,603,101-4773,NASHUA,NH,3060,S,Y,25000,0.0,0,0,0
3676,Nicolau,Marechal,M,857,538-2705,ROCKPORT,MA,1966,M,Y,80000,5.3,0,7150,1000
3682,Aad,Ziavras,F,603,328-4757,TILTON,NH,3298,S,Y,25000,0.0,0,0,0
3695,Xiaohui,Ginzberg,F,603,791-7413,CENTER TUFTONBORO,NH,3816,S,N,10000,0.0,0,0,0
3724,Kiyonori,Polo,M,603,474-2611,SOMERSWORTH,NH,3878,S,Y,35000,0.0,0,0,0
3738,Huai,Gente,F,603,975-1574,NEWBURY,NH,3255,M,Y,55000,0.0,0,0,0
3745,Yuqun,Drewnowski,F,774,426-1676,ASHLEY FALLS,MA,1222,S,Y,60000,5.3,3575,0,1000
3753,Chahab,Ege,F,603,373-4978,CENTER OSSIPEE,NH,3814,M,N,70000,0.0,0,0,0
3755,Bethina,Fontet,F,939,659-5376,PUERTO REAL,PR,740,S,N,35000,0.0,0,0,0
3758,Sofya,Kess,F,802,950-6343,WHITE RIVER JUNCTION,VT,5009,S,Y,100000,4.994672,3300,0,3300
3759,Shaodi,Dutra,F,787,242-8549,ENSENADA,PR,647,M,Y,95000,0.0,0,0,0
3770,Ayako,Merckt,M,401,797-8415,LINCOLN,RI,2865,S,Y,20000,0.0,0,0,0
3771,Nur,Redmiles,M,978,824-7120,FALL RIVER,MA,2722,M,Y,25000,5.3,0,7150,1000
3785,Reino,Dehene,M,787,798-8314,GUAYNABO,PR,965,S,Y,80000,0.0,0,0,0
3802,Wojtek,Fechter,M,508,156-6386,GILBERTVILLE,MA,1031,S,Y,60000,5.3,3575,0,1000
3807,Guoqiang,D''Agostino,M,603,332-6783,NEWPORT,NH,3773,S,N,5000,0.0,0,0,0
3812,Chiradeep,Isakowitz,F,413,132-2182,SILVER BEACH,MA,2565,S,N,95000,5.3,3575,0,0
3820,Sitaram,Neuhaus,F,413,231-8073,BOSTON,MA,2109,M,N,75000,5.3,0,7150,0
3828,Shannon,Boday,M,401,174-7527,CHARLESTOWN,RI,0,S,0,5000,0.0,0,0,0
3842,Laird,Schenk,M,603,676-6014,TAMWORTH,NH,3886,S,Y,50000,0.0,0,0,0
3857,Kemal,Klimov,F,939,422-4070,SAN JUAN,PR,936,M,N,85000,0.0,0,0,0
3863,Everald,Ermel,F,603,870-8493,HOLLIS,NH,3049,S,N,40000,0.0,0,0,0
3868,Tammy,Daelemans,F,207,204-9916,CUMBERLAND CENTER,ME,4021,S,Y,85000,8.5,2850,0,2850
3873,Srikant,Muntz,F,939,990-6545,VEGA ALTA,PR,692,S,Y,35000,0.0,0,0,0
3890,Arani,Hansdah,F,939,545-8916,PATILLAS,PR,723,S,Y,20000,0.0,0,0,0
3903,Vladimir,Oberman,M,939,967-9063,GUAYNABO,PR,971,M,Y,90000,0.0,0,0,0
3905,Xiangzhen,Zartmann,M,787,680-6105,RIO GRANDE,PR,745,S,Y,100000,0.0,0,0,0
3906,Roselyn,Junping,F,781,473-3597,LOWELL,MA,1852,S,N,70000,5.3,3575,0,0
3931,Iskender,Masullo,F,787,979-1328,AGUIRRE,PR,0,M,N,55000,0.0,0,0,0
3935,Rushed,Uchiyama,M,774,293-3626,MONTEREY,MA,1245,S,Y,45000,5.3,3575,0,1000
3964,Yasmin,Beke,M,339,113-5416,WORCESTER,MA,1605,S,N,20000,5.3,3575,0,0
3980,Celia,Wellman,M,401,825-3277,FOSTER,RI,2825,M,Y,90000,0.0,0,0,0
3983,Met,Reeken,F,207,913-4788,AUBURN,ME,4211,M,Y,75000,8.5,0,5700,2850
3986,Ubeda,Brakmo,M,401,752-5702,CRANSTON,RI,2921,M,Y,55000,0.0,0,0,0
3996,Akiniro,Schapire,F,802,432-9946,WELLS RIVER,VT,5081,M,N,100000,4.994672,0,6600,0
4008,Zhongde,Tawera,F,857,597-6126,SPRINGFIELD,MA,1133,S,N,80000,5.3,3575,0,0
4034,Christino,Takkinen,F,401,955-8269,PROVIDENCE,RI,2901,M,Y,70000,0.0,0,0,0
4058,Chihping,Katker,F,603,483-7322,EAST WAKEFIELD,NH,3830,S,N,20000,0.0,0,0,0
4091,Abderrahim,Layne,F,603,773-2330,EAST DERRY,NH,3041,S,N,40000,0.0,0,0,0
4101,Limsoon,Dolken,M,939,481-6109,CAGUAS,PR,726,M,N,15000,0.0,0,0,0
4102,Anish,Matsuyama,F,802,231-1416,SOUTH STRAFFORD,VT,5070,M,Y,70000,4.397808,0,6600,3300
4114,Faten,Strooper,F,603,922-6076,GORHAM,NH,0,M,Y,100000,0.0,0,0,0
4121,Sumeet,Zviran,M,401,502-6392,CAROLINA,RI,2812,S,N,25000,0.0,0,0,0
4152,Uzi,Nascimento,M,939,558-9564,PONCE,PR,734,S,N,40000,0.0,0,0,0
4162,Kazuhisa,Berard,F,401,318-6109,CRANSTON,RI,2910,M,Y,30000,0.0,0,0,0
4165,Sahibsingh,Jevtic,F,339,994-2573,DANVERS,MA,1923,S,Y,10000,5.3,3575,0,1000
4188,Allen,Kurata,F,401,380-9832,TIVERTON,RI,2878,S,N,60000,0.0,0,0,0
4200,Ruslan,Winzen,M,401,775-2039,NEWPORT,RI,2841,S,Y,65000,0.0,0,0,0
4208,Dattatraya,Kovalyov,M,939,697-7355,GUAYNABO,PR,969,M,Y,10000,0.0,0,0,0
4240,Amos,Bongartz,M,603,324-7890,WOLFEBORO,NH,3894,S,Y,85000,0.0,0,0,0
4254,Munehiko,Zallocco,M,787,315-9831,CAROLINA,PR,984,S,Y,60000,0.0,0,0,0
4260,Dilian,Martyna,M,939,220-1380,ENSENADA,PR,647,S,Y,95000,0.0,0,0,0
4268,Abdoulaye,Houssain,M,351,593-1766,WALES,MA,1081,M,Y,80000,5.3,0,7150,1000
4279,Chaomei,Latta,F,401,786-3365,PROVIDENCE,RI,2908,M,N,60000,0.0,0,0,0
4282,Hiromu,Touati,M,603,796-3596,LACONIA,NH,3246,S,Y,15000,0.0,0,0,0
4283,Melanie,Sreekantaswamy,F,603,903-3194,FARMINGTON,NH,3835,M,Y,40000,0.0,0,0,0
4319,Boaz,Yemeni,F,603,331-1408,LEBANON,NH,3766,S,Y,60000,0.0,0,0,0
4325,Loren,Kwatra,M,802,397-3815,QUECHEE,VT,5059,S,Y,20000,3.6,3300,0,3300
4330,Hsianlin,Philipose,M,207,626-3044,CAMDEN,ME,4843,M,Y,60000,8.5,0,5700,2850
4349,Ruizao,Mazene,F,401,410-7663,SLATERSVILLE,RI,2876,S,Y,45000,0.0,0,0,0
4373,Gavan,Holand,F,603,837-3070,EPPING,NH,3042,S,N,75000,0.0,0,0,0
4390,Sophoclis,Vogler,M,401,660-9523,WEST WARWICK,RI,2893,M,Y,30000,0.0,0,0,0
4400,Arno,Ruhland,F,401,134-4619,WOONSOCKET,RI,2895,S,N,75000,0.0,0,0,0
4410,Vijayshankar,Guttman,F,939,427-1937,TRUJILLO ALTO,PR,976,M,N,60000,0.0,0,0,0
4411,Sonja,Fullerton,F,339,672-1352,SWAMPSCOTT,MA,0,M,Y,100000,5.3,0,7150,1000
4412,Wanjiun,Beecroft,M,207,262-2423,AUGUSTA,ME,4336,M,Y,55000,8.5,0,5700,2850
4419,Yanqiang,Tizhoosh,F,857,261-3427,HOLBROOK,MA,2343,M,N,90000,5.3,0,7150,0
4435,Yida,Schmezko,M,939,849-2264,PONCE,PR,734,S,Y,15000,0.0,0,0,0
4440,Okuhiko,Laval,M,787,593-8732,SAN JUAN,PR,0,M,Y,35000,0.0,0,empty,0
4442,Dayun,Pols,F,781,465-3827,HAMILTON,MA,1936,M,N,95000,5.3,0,7150,0
4444,Concepcion,Monarch,F,603,570-2392,SILVER LAKE,NH,3875,M,Y,85000,0.0,0,0,0
4459,Bezalel,Beigel,F,207,289-4254,FORT FAIRFIELD,ME,4742,S,Y,60000,8.5,2850,0,2850
4462,Albert,Felici,M,603,694-9411,SOUTH ACWORTH,NH,3607,M,N,60000,0.0,0,0,0
4466,Veda,Vittorini,F,603,191-3593,CANDIA,NH,3034,M,Y,15000,0.0,0,0,0
4472,Yimeng,Buhler,F,603,199-8557,PIERMONT,NH,3779,S,N,35000,0.0,0,0,0
4499,Joseph,Eoyang,F,603,224-2548,CHESTER,NH,3036,S,N,55000,0.0,0,0,0
4502,Josiah,Tyugu,M,413,320-8545,NEWTON CENTER,MA,2459,M,Y,55000,5.3,0,7150,1000
4516,Stefanos,Gire,M,401,343-1060,PRUDENCE ISLAND,RI,2872,S,N,60000,0.0,0,0,0
4549,Valentino,Diz,F,339,759-1156,BRANT ROCK,MA,2020,M,N,100000,5.3,0,7150,0
4561,Huy,Chmeiss,F,207,360-3504,YORK HARBOR,ME,3911,S,N,80000,8.5,2850,0,0
4567,Stijn,Skuppin,M,401,220-5863,GREENVILLE,RI,2828,S,N,35000,0.0,0,0,0
4573,Mihal,Wood,F,207,431-7295,SCARBOROUGH,ME,4070,M,Y,25000,8.5,0,5700,2850
4578,Lalit,Glodjo,F,207,418-8792,LONG ISLAND,ME,4050,M,N,15000,6.9580293000000015,0,5700,0
4581,ChengFu,Meysembourg,M,401,238-5725,FOSTER,RI,2825,M,N,60000,0.0,0,0,0
4588,Maribeth,Parmee,M,207,432-3871,STETSON,ME,4488,S,N,35000,8.5,2850,0,0
4595,Yatsuka,Paragot,M,978,628-2817,DUXBURY,MA,2331,M,N,20000,5.3,0,7150,0
4622,Houria,Tiskin,M,617,990-2563,ROCHESTER,MA,2770,S,N,60000,5.3,3575,0,0
4639,Llorenc,Zaumen,M,351,239-4973,PLYMOUTH,MA,2361,S,N,15000,5.3,3575,0,0
4656,Rowena,McGranaghan,M,401,708-5108,BRADFORD,RI,2808,S,Y,30000,0.0,0,0,0
4658,Leysia,Kossowski,M,603,259-4321,WILMOT,NH,3287,M,Y,25000,0.0,0,0,0
4664,Yasuyoshi,Kinley,M,339,262-9792,NANTUCKET,MA,2554,S,N,30000,5.3,3575,0,0
4670,Burkhart,Vignes,F,603,760-3363,TROY,NH,3465,S,N,80000,0.0,0,0,0
4680,Arlene,Syed,M,401,486-9458,PRUDENCE ISLAND,RI,2872,S,N,50000,0.0,0,0,0
4692,Heekyoung,Hallam,F,401,526-4302,FISKEVILLE,RI,2823,M,Y,5000,0.0,0,0,0
4698,Dang,Asser,F,939,458-9685,SAN JUAN,PR,922,S,Y,75000,0.0,0,0,0
4700,Declan,Thambidurai,M,603,786-7108,AMHERST,NH,3031,M,N,40000,0.0,0,0,0
4744,Guhan,Raghavendra,M,207,773-9513,CROUSEVILLE,ME,4738,M,Y,50000,8.5,0,5700,2850
4755,Younghwan,Bivens,F,603,795-2513,NORTH WOODSTOCK,NH,3262,M,Y,20000,0.0,0,0,0
4772,Aurora,Rijckaert,M,401,776-8600,NORTH PROVIDENCE,RI,2911,M,Y,10000,0.0,0,0,0
4783,Gennaro,Kamo,M,787,988-4556,PONCE,PR,717,M,N,70000,0.0,0,0,0
4790,Luai,Fasbender,M,939,225-6520,FORT BUCHANAN,PR,934,S,Y,50000,0.0,0,0,0
4822,Biswa,Setiz,F,207,998-4196,NEWCASTLE,ME,4553,S,N,100000,8.5,2850,0,0
4834,Yuksel,Haack,F,207,519-5169,NORTHEAST HARBOR,ME,4662,S,Y,80000,8.5,2850,0,2850
4839,Chuchang,Cecil,F,508,810-5001,WORCESTER,MA,1609,M,N,20000,5.3,0,7150,0
4848,Huaxiong,Manber,F,774,500-9318,THREE RIVERS,MA,1080,S,Y,65000,5.3,3575,0,1000
4854,Olli,Sutter,F,617,395-1852,MILL RIVER,MA,1244,S,N,60000,5.3,3575,0,0
4857,Kyoichi,Nicolson,M,939,932-1519,PATILLAS,PR,723,M,Y,20000,0.0,0,0,0
4859,Valery,Porotnikoff,M,207,634-1924,BROWNVILLE JUNCTION,ME,4415,S,N,75000,8.5,2850,0,0
4865,Cory,Erez,M,401,652-6655,CLAYVILLE,RI,2815,M,Y,15000,0.0,0,0,0
4869,Benn,Vitiello,F,787,994-5559,CAGUAS,PR,726,S,N,5000,0.0,0,0,0
4870,Perla,Parrow,M,603,370-1231,HAMPTON,NH,3842,M,N,35000,0.0,0,0,0
4876,Lyn,McCrossin,M,781,975-7984,HANOVER,MA,2339,S,N,30000,5.3,3575,0,0
4897,Michio,Farreny,F,802,216-5667,FAIRLEE,VT,5045,M,N,80000,4.5967627,0,6600,0
4921,Pomset,Valtorta,M,603,675-8660,NEWBURY,NH,3255,M,Y,70000,0.0,0,0,0
4924,Floris,Lueh,F,401,334-4225,NEWPORT,RI,2841,M,Y,55000,0.0,0,0,0
4931,Tian,Basagni,F,939,556-7695,SAN JUAN,PR,955,S,N,35000,0.0,0,0,0
4953,Byungho,Abeln,M,207,395-4870,GARLAND,ME,4939,S,Y,5000,2.2135036,2850,0,2850
4960,Kosmas,Himsholt,F,603,354-2669,DOVER,NH,3822,M,N,20000,0.0,0,0,0
4961,Gardiner,Bharadwaj,F,978,311-3062,MILFORD,MA,1757,S,Y,60000,5.3,3575,0,1000
4964,Zixiang,Tryon,F,603,455-4113,ROCHESTER,NH,3866,S,Y,80000,0.0,0,0,0
4970,Rupal,Ogunyode,M,603,161-3624,GORHAM,NH,3581,M,N,50000,0.0,0,empty,0
4971,Simonetta,Obermaier,F,401,904-8834,SHANNOCK,RI,2875,M,Y,50000,0.0,0,0,0
4982,Bett,Groenboom,M,787,151-7751,SAN JUAN,PR,906,M,N,40000,0.0,0,0,0
4990,Seema,Horspool,M,603,216-5807,HANOVER,NH,3755,M,Y,100000,0.0,0,0,0
4993,Darwyn,Lingard,M,207,639-2405,WASHINGTON,ME,4574,M,N,80000,8.5,0,5700,0
5003,Rhonda,Brune,M,939,397-9546,BARRANQUITAS,PR,794,M,Y,35000,0.0,0,0,0
5005,Xianzhi,Iacobovici,M,603,153-2468,WOODSTOCK,NH,3293,M,N,90000,0.0,0,0,0
5031,Levent,Policriti,F,401,298-7525,BRADFORD,RI,2808,S,Y,65000,0.0,0,0,0
5055,Rossella,Lumsden,F,603,115-6116,SPOFFORD,NH,3462,M,Y,30000,0.0,0,0,0
5084,Toru,Gavoille,F,939,819-2748,PENUELAS,PR,624,S,Y,15000,0.0,0,0,0
5112,Georghios,Wester,F,781,896-2073,READING,MA,1867,S,Y,75000,5.3,3575,0,1000
5121,Huzefa,Haneke,F,401,652-2051,SAUNDERSTOWN,RI,2874,S,N,40000,0.0,0,0,0
5122,Yunn,Cools,M,339,969-4164,FALMOUTH,MA,2540,S,N,80000,5.3,3575,0,0
5127,Wafi,Mattison,M,207,737-4204,LITCHFIELD,ME,4350,M,Y,60000,8.5,0,5700,2850
5131,Lilly,Tretiakoff,M,774,139-2152,LAKEVILLE,MA,2348,M,Y,95000,5.3,0,7150,1000
5134,Alyn,Giloi,M,339,137-9194,WEST WAREHAM,MA,2576,S,Y,80000,5.3,3575,0,1000
5135,Teruhiko,Usdin,M,207,339-1349,ORRINGTON,ME,4474,M,N,90000,8.5,0,5700,0
5144,Jaijeet,Dendrinos,M,207,875-6720,NORTH BRIDGTON,ME,4057,M,N,40000,8.5,0,5700,0
5149,Silke,Tzannes,M,207,560-6892,WALPOLE,ME,4573,M,Y,100000,8.5,0,5700,2850
5154,Vinay,Abella,F,339,759-7118,CENTERVILLE,MA,2632,S,Y,30000,5.3,3575,0,1000
5155,Fereidoon,Rayside,M,401,625-3056,BRADFORD,RI,2808,S,N,45000,0.0,0,0,0
5164,Akshay,Guck,M,939,569-1006,SAN JUAN,PR,931,S,N,35000,0.0,0,0,0
