index,fname,lname,gender,areacode,phone,city,state,zip,maritalstatus,haschild,salary,rate,singleexemp,marriedexemp,childexemp
4773,aurora,rijckaert,m,401,776-8600,north providence,ri,2911,m,y,10000,0.0,0,0,0
4780,ayee,jorissen,f,914,492-1985,syracuse,ny,13219,m,n,55000,4.272256,0,0,0
4784,gennaro,kamo,m,787,988-4556,ponce,pr,717,m,n,70000,0.0,0,0,0
4791,luai,fasbender,m,939,225-6520,fort buchanan,pr,934,s,y,50000,0.0,0,0,0
4793,dinah,lusk,m,856,811-7933,northfield,nj,8225,s,n,40000,1.7154167000000002,1000,0,0
4807,lusheng,coray,f,267,358-8231,orwigsburg,pa,17961,s,n,40000,3.07,0,0,0
4814,laura,kaes,m,860,882-2336,stamford,ct,6907,m,n,25000,5.0,0,24500,0
4823,biswa,setiz,f,207,998-4196,newcastle,me,4553,s,n,100000,8.5,2850,0,0
4826,torleiv,byron,m,201,298-8042,flanders,nj,7836,m,n,45000,1.7942707999999998,0,2000,0
4835,yuksel,haack,f,207,519-5169,northeast harbor,me,4662,s,y,80000,8.5,2850,0,2850
4838,nia,popp,m,914,706-2650,altona,ny,12910,s,n,55000,4.272256,0,0,0
4840,chuchang,cecil,f,508,810-5001,worcester,ma,1609,m,n,20000,5.3,0,7150,0
4842,eila,tacic,f,646,649-4220,model city,ny,14107,s,y,55000,4.272256,0,0,1000
4849,huaxiong,manber,f,774,500-9318,three rivers,ma,1080,s,y,65000,5.3,3575,0,1000
4855,olli,sutter,f,617,395-1852,mill river,ma,1244,s,n,60000,5.3,3575,0,0
4858,kyoichi,nicolson,m,939,932-1519,patillas,pr,723,m,y,20000,0.0,0,0,0
4860,valery,porotnikoff,m,207,634-1924,brownville junction,me,4415,s,n,75000,8.5,2850,0,0
4863,hester,manara,m,914,512-3395,manorville,ny,11949,s,n,10000,4.011585,0,0,0
4864,kankanahalli,schmitz,m,732,586-3683,edison,nj,8817,m,y,80000,2.34625,0,2000,1500
4866,cory,erez,m,401,652-6655,clayville,ri,2815,m,y,15000,0.0,0,0,0
4870,benn,vitiello,f,787,994-5559,caguas,pr,726,s,n,5000,0.0,0,0,0
4871,perla,parrow,m,603,370-1231,hampton,nh,3842,m,n,35000,0.0,0,0,0
4877,lyn,mccrossin,m,781,975-7984,hanover,ma,2339,s,n,30000,5.3,3575,0,0
4879,timo,hartrumpf,m,585,686-8813,greenville,ny,12083,m,y,30000,4.127439,0,0,1000
4882,sally,tomas,f,860,558-3642,norwalk,ct,6854,s,y,50000,5.0,12750,0,0
4898,michio,farreny,f,802,216-5667,fairlee,vt,5045,m,n,80000,4.5967627,0,6600,0
4899,shivi,carreras,f,585,250-7824,spring valley,ny,10977,s,y,35000,4.1564026,0,0,1000
4916,michal,cullingford,f,860,836-9807,brooklyn,ct,6234,m,n,60000,5.0,0,24500,0
4922,pomset,valtorta,m,603,675-8660,newbury,nh,3255,m,y,70000,0.0,0,0,0
4923,wided,acioly,m,862,911-2641,paterson,nj,7533,m,y,70000,2.1885417,0,2000,1500
4925,floris,lueh,f,401,334-4225,newport,ri,2841,m,y,55000,0.0,0,0,0
4927,swen,meriem,f,215,405-9117,pittsburgh,pa,15266,m,y,45000,3.07,0,0,0
4932,tian,basagni,f,939,556-7695,san juan,pr,955,s,n,35000,0.0,0,0,0
4943,tulin,tsutsui,f,802,236-2379,williston,vt,5495,s,n,10000,3.6,3300,0,0
4946,liya,carpi,m,802,218-1963,woodstock,vt,5091,m,y,30000,3.6019895,0,6600,3300
4950,shizuo,lukanowicz,m,802,764-8650,bakersfield,vt,5441,m,y,100000,4.994672,0,6600,3300
4953,kejun,fusaschi,m,203,837-7545,newtown,ct,6470,s,y,20000,5.0,12750,0,0
4954,byungho,abeln,m,207,395-4870,garland,me,4939,s,y,5000,2.2135036,2850,0,2850
4955,walter,scraton,m,203,593-1447,norwalk,ct,6853,s,y,95000,5.0,12750,0,0
4961,kosmas,himsholt,f,603,354-2669,dover,nh,3822,m,n,20000,0.0,0,0,0
4962,gardiner,bharadwaj,f,978,311-3062,milford,ma,1757,s,y,60000,5.3,3575,0,1000
4963,nobu,burgert,f,856,256-1077,south orange,nj,7079,s,y,75000,2.267396,1000,0,1500
4965,zixiang,tryon,f,603,455-4113,rochester,nh,3866,s,y,80000,0.0,0,0,0
4971,rupal,ogunyode,m,603,161-3624,gorham,nh,3581,m,n,50000,0.0,0,0,0
4972,simonetta,obermaier,f,401,904-8834,shannock,ri,2875,m,y,50000,0.0,0,0,0
4975,farooq,lieblein,m,908,319-5953,oak ridge,nj,7438,s,y,25000,1.4788542,1000,0,1500
4976,kanupriya,benassi,f,860,374-8773,clinton,ct,6413,s,y,10000,5.3,12750,0,0
4977,kazuto,dershowitz,f,862,566-2277,englewood cliffs,nj,7632,s,y,90000,2.5039582,1000,0,1500
4980,amund,guggino,m,724,282-9506,conneaut lake,pa,16316,s,y,90000,3.07,0,0,0
4983,bett,groenboom,m,787,151-7751,san juan,pr,906,m,n,40000,0.0,0,0,0
4989,byung,boynton,f,860,900-4516,bantam,ct,6750,m,n,5000,3.0,0,24500,0
4991,seema,horspool,m,603,216-5807,hanover,nh,3755,m,y,100000,0.0,0,0,0
4994,darwyn,lingard,m,207,639-2405,washington,me,4574,m,n,80000,8.5,0,5700,0
5002,naoya,lakshmipathy,f,203,953-2621,hartford,ct,6153,s,y,40000,5.0,12750,0,0
5003,sonia,dybig,f,302,148-8810,claymont,de,19703,m,n,70000,5.95,0,220,0
5004,rhonda,brune,m,939,397-9546,barranquitas,pr,794,m,y,35000,0.0,0,0,0
5006,xianzhi,iacobovici,m,603,153-2468,woodstock,nh,3293,m,n,90000,0.0,0,0,0
5008,geard,gabrielian,m,802,157-1379,williston,vt,5495,m,y,90000,4.7957172,0,6600,3300
5016,rik,hagerman,f,802,537-9750,west fairlee,vt,5083,s,n,25000,3.6,3300,0,0
5019,yakkov,coors,m,914,710-6935,new york,ny,10160,m,y,85000,4.4460362999999985,0,0,1000
5027,fytton,kumano,m,203,503-7115,cos cob,ct,6807,s,y,35000,5.0,12750,0,0
5032,levent,policriti,f,401,298-7525,bradford,ri,2808,s,y,65000,0.0,0,0,0
5033,arnie,jelasity,m,908,391-3958,baptistown,nj,8803,m,y,10000,1.4,0,2000,1500
5048,gisli,lund,m,551,919-9572,imlaystown,nj,8526,s,n,5000,1.4,1000,0,0
5052,kokichi,colliat,m,802,509-8213,waterbury,vt,5676,s,y,70000,4.397808,3300,0,3300
5054,marisa,clegg,m,814,243-1591,friedensburg,pa,17933,s,y,35000,3.07,0,0,0
5056,rossella,lumsden,f,603,115-6116,spofford,nh,3462,m,y,30000,0.0,0,0,0
5059,batoul,hudlicka,f,860,314-1844,fairfield,ct,6824,s,n,5000,3.0,12750,0,0
5060,yiping,rennels,f,845,827-5188,russell,ny,13684,s,y,20000,4.0695124,0,0,1000
5063,waseem,forys,m,908,650-3121,trenton,nj,8605,m,n,10000,1.4,0,2000,0
5064,akshay,millo,m,302,659-4739,newark,de,19712,s,n,75000,5.95,110,0,0
5085,toru,gavoille,f,939,819-2748,penuelas,pr,624,s,y,15000,0.0,0,0,0
5111,zhiwei,kabalevsky,f,802,673-8652,east burke,vt,5832,m,n,15000,3.6,0,6600,0
5112,teck,deturk,m,802,765-9006,lowell,vt,5847,m,n,85000,4.69624,0,6600,0
5113,georghios,wester,f,781,896-2073,reading,ma,1867,s,y,75000,5.3,3575,0,1000
5120,elwyn,murtha,f,802,827-4141,calais,vt,5648,s,n,30000,3.6019895,3300,0,0
5122,huzefa,haneke,f,401,652-2051,saunderstown,ri,2874,s,n,40000,0.0,0,0,0
5123,yunn,cools,m,339,969-4164,falmouth,ma,2540,s,n,80000,5.3,3575,0,0
5128,wafi,mattison,m,207,737-4204,litchfield,me,4350,m,y,60000,8.5,0,5700,2850
5129,haijo,niittylahti,f,724,706-6733,bendersville,pa,17306,m,y,15000,3.07,0,0,0
5132,lilly,tretiakoff,m,774,139-2152,lakeville,ma,2348,m,y,95000,5.3,0,7150,1000
5133,xiaogang,angel,m,551,362-4285,kenilworth,nj,7033,m,y,60000,2.0308332,0,2000,1500
5135,alyn,giloi,m,339,137-9194,west wareham,ma,2576,s,y,80000,5.3,3575,0,1000
5136,teruhiko,usdin,m,207,339-1349,orrington,me,4474,m,n,90000,8.5,0,5700,0
5145,jaijeet,dendrinos,m,207,875-6720,north bridgton,me,4057,m,n,40000,8.5,0,5700,0
5148,changjie,rutman,m,860,834-9286,riverside,ct,6878,s,n,35000,5.0,12750,0,0
5150,silke,tzannes,m,207,560-6892,walpole,me,4573,m,y,100000,8.5,0,5700,2850
5155,vinay,abella,f,339,759-7118,centerville,ma,2632,s,y,30000,5.3,3575,0,1000
5156,fereidoon,rayside,m,401,625-3056,bradford,ri,2808,s,n,45000,0.0,0,0,0
5165,akshay,guck,m,939,569-1006,san juan,pr,931,s,n,35000,0.0,0,0,0
5176,olympia,rosin,m,401,463-7991,bristol,ri,2809,m,n,70000,0.0,0,0,0
5178,ives,mobasher,m,610,965-7846,enola,pa,17025,s,n,90000,3.07,0,0,0
5181,luuk,dilger,f,401,919-8918,west kingston,ri,2892,m,y,15000,0.0,0,0,0
5185,athar,dana,f,401,422-7629,providence,ri,2901,s,y,20000,0.0,0,0,0
5186,marek,casaubieilh,f,781,252-8444,nantucket,ma,2554,s,n,80000,5.3,3575,0,0
5188,sergui,subramanya,f,401,219-8302,providence,ri,2903,m,y,45000,0.0,0,0,0
5191,mahadev,schiefer,f,617,323-8286,springfield,ma,1133,s,n,30000,5.3,3575,0,0
5205,norival,derks,m,802,697-7285,groton,vt,5046,m,n,60000,4.1988535,0,6600,0
5207,marwan,sylvan,m,603,473-8272,dunbarton,nh,3046,s,y,10000,0.0,0,0,0
5210,costantine,duc,m,207,946-2180,hebron,me,4238,s,y,45000,8.5,2850,0,2850
5219,elisabeth,slysz,f,401,237-3033,newport,ri,2841,m,n,25000,0.0,0,0,0
5220,takehiro,popken,m,603,354-1504,durham,nh,3824,m,y,30000,0.0,0,0,0
5222,armin,edmundson,m,802,308-5939,winooski,vt,5404,s,n,10000,3.6,3300,0,0
5225,hilan,rubsam,f,939,579-3554,ponce,pr,728,m,y,85000,0.0,0,0,0
5233,kazufumi,beth,f,718,138-3915,comstock,ny,12821,m,n,45000,4.2143292,0,0,0
5249,pyeong,alpin,f,716,382-6004,phoenicia,ny,12464,s,n,80000,4.4170732,0,0,0
5258,fatemeh,scedorov,f,802,308-8301,randolph,vt,5060,m,n,85000,4.69624,0,6600,0
5263,alun,nota,f,617,415-5828,green harbor,ma,2041,m,y,35000,5.3,0,7150,1000
5264,eduardus,minoura,m,802,495-5301,jonesville,vt,5466,s,n,75000,4.497285400000001,3300,0,0
5265,romulus,tatsuta,f,856,928-7082,lincroft,nj,7738,s,y,90000,2.5039582,1000,0,1500
5268,joonoo,heijenga,f,802,284-8473,south ryegate,vt,5069,m,n,15000,3.6,0,6600,0
5276,nacho,haznedar,m,215,668-5516,harrisburg,pa,17126,m,n,5000,3.07,0,0,0
5282,yibin,america,f,617,890-4383,deerfield,ma,1342,m,n,5000,5.3,0,7150,0
5283,youngbae,scheidler,m,603,165-2211,south sutton,nh,3273,m,y,85000,0.0,0,0,0
5284,claudio,gabalda,f,802,419-9255,hydeville,vt,5750,m,y,95000,4.8951945,0,6600,3300
5285,odette,aluru,m,207,106-9919,chebeague island,me,4017,s,y,15000,6.9580293000000015,2850,0,2850
5294,avishai,dandapani,f,802,811-7906,shelburne,vt,5482,m,y,20000,3.6,0,6600,3300
5296,ponnarasu,murashita,f,603,248-1007,glen,nh,3838,m,y,40000,0.0,0,0,0
5298,wijesuriya,orgass,f,207,378-9364,jonesboro,me,4648,s,y,50000,8.5,2850,0,2850
5308,horace,chandhok,f,787,794-3082,san juan,pr,902,s,y,35000,0.0,0,0,0
5313,marten,ludolph,f,267,553-3947,wyncote,pa,19095,m,y,30000,3.07,0,0,0
5315,fereidoon,salustowicz,m,781,404-7354,heath,ma,1346,m,y,80000,5.3,0,7150,1000
5320,lorinda,tomii,f,603,554-2788,goffstown,nh,3045,s,y,10000,0.0,0,0,0
5324,hafedh,lupu,m,973,505-9351,landisville,nj,8326,s,y,5000,1.4,1000,0,1500
5326,carma,czaja,f,857,876-4704,boylston,ma,1505,m,n,100000,5.3,0,7150,0
5330,ulric,bluthgen,m,607,629-2639,glenmont,ny,12077,m,y,90000,4.475,0,0,1000
5333,rajaraman,czezowski,m,207,924-9382,temple,me,4984,m,y,20000,8.5,0,5700,2850
5338,loic,brookson,f,857,528-9156,reading,ma,1867,s,y,20000,5.3,3575,0,1000
5341,sajoong,giroux,f,603,768-6233,antrim,nh,3440,m,n,25000,0.0,0,0,0
5344,rex,yetim,m,203,203-2031,south windsor,ct,6074,m,n,10000,3.0,0,24500,0
5350,guoping,deminet,f,787,390-9973,carolina,pr,979,s,y,75000,0.0,0,0,0
5355,esti,giarratana,f,207,174-9514,wesley,me,4686,s,y,55000,8.5,2850,0,2850
5357,manikya,putzolu,m,401,660-8168,harmony,ri,2829,m,y,55000,0.0,0,0,0
5368,yehia,nanard,f,939,372-5218,catano,pr,962,m,n,90000,0.0,0,0,0
5369,shigeaki,birch,m,207,342-9991,eddington,me,4428,m,y,55000,8.5,0,5700,2850
5377,irmtraut,clasen,f,603,977-9474,keene,nh,3435,m,n,75000,0.0,0,0,0
5382,bostjan,franzblau,f,617,276-1107,southbridge,ma,1550,s,y,35000,5.3,3575,0,1000
5387,martina,bogliolo,f,508,435-5052,raynham,ma,2767,m,n,10000,5.3,0,7150,0
5392,alexandr,inari,m,860,266-8018,quaker hill,ct,6375,m,y,65000,5.0,0,24500,0
5393,meir,jousselin,m,939,288-5852,carolina,pr,984,m,n,40000,0.0,0,0,0
5396,heikki,burroughs,f,207,305-6676,eastport,me,4631,m,n,5000,2.2135036,0,5700,0
5400,ronghao,koyama,f,401,728-4251,warwick,ri,2887,m,n,95000,0.0,0,0,0
5406,jelena,forti,f,610,969-2766,blue ball,pa,17506,m,n,40000,3.07,0,0,0
5407,gift,wachs,m,857,149-3318,shutesbury,ma,1072,m,n,5000,5.3,0,7150,0
5411,linus,maliniak,f,724,143-2367,mainland,pa,19451,s,y,50000,3.07,0,0,0
5419,pae,pietracaprina,f,802,166-2477,topsham,vt,5076,s,y,90000,4.7957172,3300,0,3300
5421,babette,raffaeta,m,585,726-3737,niagara falls,ny,14301,m,y,20000,4.0695124,0,0,1000
5439,moreno,seireg,m,914,291-8184,union hill,ny,14563,m,n,20000,4.0695124,0,0,0
5440,soummya,kornyak,m,508,146-2681,jamaica plain,ma,2130,m,n,85000,5.3,0,7150,0
5444,joanne,dreger,m,860,475-7356,amston,ct,6231,s,y,70000,5.0,12750,0,0
5447,imre,noot,f,787,708-5419,quebradillas,pr,678,s,n,45000,0.0,0,0,0
5464,parthasarathy,brockmeyer,m,203,149-1590,stamford,ct,6902,m,y,85000,5.0,0,24500,0
5467,xuejun,sweller,m,718,849-9078,cornwallville,ny,12418,m,y,70000,4.359146,0,0,1000
5468,lamber,bhoedjang,m,203,347-3888,bridgeport,ct,6610,m,n,10000,4.994672,0,24500,0
5471,takaharu,bartschi,f,603,763-5850,east hampstead,nh,3826,m,y,35000,0.0,0,0,0
5474,nelma,cadogan,f,207,120-6571,raymond,me,4071,m,y,90000,8.5,0,5700,2850
5483,sangeeta,dew,m,207,548-8188,lambert lake,me,4454,s,y,70000,8.5,2850,0,2850
5485,jaeun,sipusik,f,973,391-1983,emerson,nj,7630,s,n,5000,1.4,1000,0,0
5493,nobo,shneerson,m,917,803-9828,new york,ny,10048,m,y,90000,4.475,0,0,1000
5495,mitchell,duran,m,787,241-9918,las marias,pr,670,s,n,35000,0.0,0,0,0
5497,gurudatta,polupanov,f,787,634-7838,guaynabo,pr,966,m,y,20000,0.0,0,0,0
5498,ilagit,cacciabue,f,302,568-8363,wilmington,de,19803,s,y,85000,5.95,110,0,110
5499,hoi,kandogan,f,978,302-3883,petersham,ma,1366,m,n,45000,5.3,0,7150,0
5502,friedemann,berges,f,978,173-4404,braintree,ma,2184,s,n,10000,5.3,3575,0,0
5504,gurushankar,agostini,f,207,665-8178,hulls cove,me,4644,m,n,35000,8.5,0,5700,0
5512,bon,reddi,f,401,561-9515,providence,ri,2908,m,n,70000,0.0,0,0,0
5513,steve,salowe,m,484,670-3492,blue bell,pa,19424,s,y,5000,3.07,0,0,0
5523,heeseok,daykin,f,908,889-1980,cedarville,nj,8311,s,y,85000,2.4251041,1000,0,1500
5528,wiebe,pataki,f,718,502-9752,brooklyn,ny,11239,m,y,100000,4.5329266,0,0,1000
5545,ingemar,ang,m,401,400-6962,cumberland,ri,2864,s,n,45000,0.0,0,0,0
5549,manica,nishanov,m,207,702-1747,sebago,me,4029,s,y,55000,8.5,2850,0,2850
5564,garimella,mccluskey,m,401,981-8687,north smithfield,ri,2896,m,n,5000,0.0,0,0,0
5569,ronit,spenke,m,939,801-8889,carolina,pr,979,m,n,80000,0.0,0,0,0
5570,toshitsugu,flowers,f,787,962-5869,moca,pr,676,s,y,40000,0.0,0,0,0
5571,nazanin,reed,f,401,759-3363,providence,ri,2909,m,n,45000,0.0,0,0,0
5572,dhabaleswar,pettorossi,f,787,380-5930,ceiba,pr,735,s,n,70000,0.0,0,0,0
5580,abe,forti,m,551,324-8067,port elizabeth,nj,8348,s,n,50000,1.873125,1000,0,0
5581,toneluh,setliff,f,848,931-3382,wrightstown,nj,8562,m,n,50000,1.873125,0,2000,0
5588,gudrun,bahk,m,603,974-7106,nashua,nh,3062,s,y,95000,0.0,0,0,0
5589,nikolaus,emele,f,862,540-1384,edison,nj,8837,s,y,65000,2.1096876,1000,0,1500
5591,yezdezard,rathonyi,m,603,418-5151,bartlett,nh,3812,m,n,90000,0.0,0,0,0
5597,yinong,hanafy,m,717,947-8355,philadelphia,pa,19106,s,n,95000,3.07,0,0,0
5601,ugis,reggia,m,978,728-5414,lynn,ma,1903,m,n,85000,5.3,0,7150,0
5622,arunprasad,auddino,m,802,984-3903,canaan,vt,5903,s,n,60000,4.1988535,3300,0,0
5623,alejandro,sessions,f,551,897-1430,new brunswick,nj,8906,m,y,25000,1.4788542,0,2000,1500
5632,rohit,brochard,f,401,838-3046,wyoming,ri,2898,s,y,20000,0.0,0,0,0
5639,egbert,mukaidono,m,603,591-7064,henniker,nh,3242,m,y,50000,0.0,0,0,0
5643,hanqing,inui,m,802,191-5777,west charleston,vt,5872,m,y,90000,4.7957172,0,6600,3300
5651,eunsam,serre,m,787,503-7681,mayaguez,pr,682,m,n,35000,0.0,0,0,0
5652,jirun,herbst,f,631,568-8921,south otselic,ny,13155,s,n,70000,4.359146,0,0,0
5654,huifen,vrajitoru,m,774,504-1285,south yarmouth,ma,2664,m,y,20000,5.3,0,7150,1000
5659,szots,schang,m,802,126-8750,glover,vt,5839,s,n,35000,3.7014668,3300,0,0
5671,gaid,koutny,f,351,162-7087,gardner,ma,1440,s,y,70000,5.3,3575,0,1000
5672,celso,weissmarm,f,802,119-9544,barton,vt,5822,m,n,20000,3.6,0,6600,0
5673,doyne,coppo,m,917,235-5047,oaks corners,ny,14518,m,y,95000,4.5039635,0,0,1000
5675,kaushik,mandelkern,f,917,174-6986,big flats,ny,14814,s,n,100000,4.5329266,0,0,0
5681,nihar,monnard,m,351,901-8704,cambridge,ma,2142,s,n,35000,5.3,3575,0,0
5685,krishnan,widera,m,857,644-9133,cummington,ma,1026,s,y,100000,5.3,3575,0,1000
5686,xiaoqun,althammer,m,878,289-7684,burgettstown,pa,15021,m,n,5000,3.07,0,0,0
5689,pentti,mittra,f,207,808-5962,mechanic falls,me,4256,s,y,20000,8.5,2850,0,2850
5691,davood,chvatal,m,939,393-2454,trujillo alto,pr,976,m,n,45000,0.0,0,0,0
5710,douadi,almasi,f,351,236-5644,hubbardston,ma,1452,m,n,10000,5.3,0,7150,0
5713,satoshi,widmer,m,787,402-6973,guayama,pr,785,s,y,25000,0.0,0,0,0
5715,eser,reese,m,315,259-9578,leicester,ny,14481,m,n,25000,4.0984755,0,0,0
5718,harumi,clint,m,939,530-7177,lares,pr,669,s,y,20000,0.0,0,0,0
5726,thad,fushchich,m,201,545-5551,garfield,nj,7026,m,n,65000,2.1096876,0,2000,0
5728,pythagoras,verhaegen,f,802,427-3908,burlington,vt,5402,m,y,5000,3.6,0,6600,3300
5739,vagan,gudeman,m,939,224-9733,san juan,pr,936,m,n,25000,0.0,0,0,0
5751,teruko,reeves,f,802,123-3237,wardsboro,vt,5355,s,y,50000,3.9998987,3300,0,3300
5757,francky,berrada,f,207,113-3079,dennysville,me,4628,s,y,15000,6.9580293000000015,2850,0,2850
5760,stacie,hertzum,f,860,924-8683,hartford,ct,6106,s,y,45000,5.0,12750,0,0
5763,benn,anson,f,351,793-9975,wendell,ma,1379,s,n,5000,5.3,3575,0,0
5764,linus,tarlescu,f,802,421-6850,coventry,vt,5825,s,n,40000,3.800944,3300,0,0
5767,harumi,hameroff,m,802,370-9288,saint johnsbury center,vt,5863,m,n,35000,3.7014668,0,6600,0
5768,debendra,sluis,m,860,839-5288,east hartford,ct,6118,s,n,85000,5.0,12750,0,0
5770,licheng,hagemann,f,207,304-9181,freeport,me,4034,s,n,100000,8.5,2850,0,0
5773,parto,chelegatski,m,787,242-2287,san juan,pr,911,s,n,100000,0.0,0,0,0
5774,yih,garratt,f,401,273-2066,adamsville,ri,2801,m,n,95000,0.0,0,0,0
5777,taiichi,voorhoeve,m,603,887-7196,west ossipee,nh,3890,m,y,50000,0.0,0,0,0
5780,liviu,scharf,f,908,277-1979,newark,nj,7107,m,y,95000,2.5828125,0,2000,1500
5784,nimish,suomi,f,401,819-7844,providence,ri,2905,m,y,100000,0.0,0,0,0
5785,pierre,ruocco,m,856,362-3527,elmer,nj,8318,s,n,70000,2.1885417,1000,0,0
5795,kati,smallbone,m,939,540-2733,ciales,pr,638,s,n,70000,0.0,0,0,0
5798,okuhiko,tiernan,m,802,852-4923,east montpelier,vt,5651,s,y,90000,4.7957172,3300,0,3300
5799,jasmina,yfoulis,m,860,445-2425,hartford,ct,6120,s,y,90000,5.0,12750,0,0
5805,gesualdo,bocchetti,m,203,907-4437,watertown,ct,6795,m,y,95000,5.0,0,24500,0
5812,minkai,terrat,m,203,153-2387,voluntown,ct,6384,s,n,75000,5.0,12750,0,0
5817,zhiqun,ashman,f,724,433-4920,james creek,pa,16657,m,n,65000,3.07,0,0,0
5822,diomidis,arent,f,351,621-1324,gill,ma,1354,m,y,20000,5.3,0,7150,1000
5825,gesualdo,easwarakumar,m,781,737-3080,andover,ma,1810,m,n,50000,5.3,0,7150,0
5826,arnim,tjiang,m,860,403-9908,greens farms,ct,6838,m,y,15000,5.0,0,24500,0
5829,kien,mccluskey,f,774,108-8565,wakefield,ma,1880,m,y,10000,5.3,0,7150,1000
5838,farzin,cerone,m,203,961-3273,hampton,ct,6247,s,y,75000,5.0,12750,0,0
5841,sanping,kroon,f,401,808-8916,jamestown,ri,2835,m,y,60000,0.0,0,0,0
5849,surapol,proskurowski,f,617,770-2697,carver,ma,2330,m,n,40000,5.3,0,7150,0
5856,kazuya,blumrich,f,339,313-6835,littleton,ma,1460,m,n,20000,5.3,0,7150,0
5865,gwang,roelofsen,m,401,338-5778,middletown,ri,2842,m,n,80000,0.0,0,0,0
5866,toomas,sawant,f,848,135-4958,newport,nj,8345,s,y,70000,2.1885417,1000,0,1500
5867,haruaki,schmittgen,f,860,627-6822,meriden,ct,6454,s,y,20000,5.0,12750,0,0
5868,sahibsingh,reisfelder,f,603,616-7363,weare,nh,3281,m,n,50000,0.0,0,0,0
5875,nadia,chenoweth,f,787,809-3252,caguas,pr,725,m,n,70000,0.0,0,0,0
5881,ivan,windeknecht,m,207,413-2561,perry,me,4667,m,n,65000,8.5,0,5700,0
5890,van,beal,f,607,153-2744,valatie,ny,12184,s,n,40000,4.1853657,0,0,0
5891,gulrukh,herity,m,603,849-6768,dunbarton,nh,3046,m,y,45000,0.0,0,0,0
5898,caroline,handke,m,484,690-5818,pittsburgh,pa,15214,m,n,80000,3.07,0,0,0
5902,manuel,chvalosky,f,401,815-8029,jamestown,ri,2835,s,y,10000,0.0,0,0,0
5911,jinshi,mattern,f,802,226-1257,woodstock,vt,5091,s,n,10000,3.6,3300,0,0
5930,changyuan,souquieres,f,939,365-4390,orocovis,pr,720,s,n,75000,0.0,0,0,0
5931,surjatini,ruano,m,401,989-3996,cranston,ri,2920,m,n,90000,0.0,0,0,0
5936,hungse,jarecki,m,802,529-6809,danville,vt,5828,m,n,40000,3.800944,0,6600,0
5945,bernold,reddi,m,939,213-9173,mayaguez,pr,682,m,y,100000,0.0,0,0,0
5951,ashesh,greitane,f,724,297-4328,white haven,pa,18661,s,y,5000,3.07,0,0,0
5955,eizyu,wehrenberg,f,802,143-2292,manchester center,vt,5255,m,y,35000,3.7014668,0,6600,3300
5958,matrina,osmon,m,908,684-9829,elizabeth,nj,7201,s,n,75000,2.267396,1000,0,0
5960,venkata,colombet,f,413,493-5725,lynn,ma,1910,m,n,20000,5.3,0,7150,0
5964,hubertus,tulley,m,857,743-6360,westport,ma,2790,s,y,25000,5.3,3575,0,1000
5965,sridhar,highland,m,908,559-1966,woodbridge,nj,7095,s,y,80000,2.34625,1000,0,1500
5966,thea,bui,m,814,741-3766,lawrence,pa,15055,m,y,95000,3.07,0,0,0
5972,frances,maccabe,f,401,174-4201,tiverton,ri,2878,s,n,25000,0.0,0,0,0
5974,chongjiang,sirmakessis,m,908,766-2939,totowa,nj,7511,s,n,10000,1.4,1000,0,0
5981,serenella,khayat,f,603,438-1846,glencliff,nh,3238,s,y,10000,0.0,0,0,0
5986,maheswara,specker,m,203,658-1816,taftville,ct,6380,s,n,60000,5.0,12750,0,0
5988,grigore,lidinsky,m,603,421-9290,bethlehem,nh,3574,m,y,90000,0.0,0,0,0
5998,epaminondas,uellner,f,787,322-9797,utuado,pr,641,m,y,25000,0.0,0,0,0
5999,alfons,getfert,f,603,225-8283,marlborough,nh,3455,m,y,10000,0.0,0,0,0
6002,yoshikane,otterbein,f,207,729-1832,wallagrass,me,4781,m,n,40000,8.5,0,5700,0
6006,wieslaw,koperski,m,802,485-5209,west rupert,vt,5776,m,y,10000,3.6,0,6600,3300
6007,weifeng,alberdi,f,603,500-5302,madison,nh,3849,m,n,10000,0.0,0,0,0
6013,cornelius,elkadi,f,860,674-5517,woodstock valley,ct,6282,m,n,10000,5.268182,0,24500,0
6020,muffy,basarab,m,207,452-5859,south berwick,me,3908,m,y,30000,8.5,0,5700,2850
6021,rogelio,flotzinger,m,207,811-3074,east parsonsfield,me,4028,m,y,20000,8.5,0,5700,2850
6037,lucien,musin,m,207,184-6772,eustis,me,4936,m,n,55000,8.5,0,5700,0
6039,kazuhito,marquard,m,802,223-6684,east randolph,vt,5041,m,n,45000,3.9004214,0,6600,0
6052,tyler,weiland,f,401,883-8087,carolina,ri,2812,s,y,85000,0.0,0,0,0
6055,shigeyuki,minakawa,f,207,764-3909,alfred,me,4002,m,y,20000,8.5,0,5700,2850
6063,weihai,rilling,m,551,356-7559,glen rock,nj,7452,m,n,85000,2.4251041,0,2000,0
6084,fazel,gudeman,f,203,802-5725,unionville,ct,6087,m,y,30000,5.0,0,24500,0
6089,shyue,mcmahan,m,787,432-3281,fort buchanan,pr,934,s,y,65000,0.0,0,0,0
6108,viv,kuemmerle,f,302,316-7231,newark,de,19718,m,n,50000,5.268182,0,220,0
6112,ahsan,batzoglou,f,203,388-5177,gales ferry,ct,6335,s,n,95000,5.0,12750,0,0
6113,niranjani,melzak,m,215,244-1249,carbondale,pa,18407,s,n,45000,3.07,0,0,0
