index,tno,fname,lname,gender,areacode,phone,city,state,zip,maritalstatus,haschild,salary,rate,singleexemp,marriedexemp,childexemp
1414,5672,Doyne,Coppo,M,917,235-5047,OAKS CORNERS,NY,14518,M,Y,95000,4.5039635,0,0,1000
1415,5674,Kaushik,Mandelkern,F,917,174-6986,BIG FLATS,NY,14814,S,N,100000,4.5329266,0,0,0
1416,5680,Nihar,Monnard,M,351,901-8704,empty,empty,2142,S,N,35000,5.3,3575,0,0
1417,5684,Krishnan,Widera,M,857,644-9133,CUMMINGTON,MA,1026,S,Y,100000,5.3,3575,0,1000
1418,5685,Xiaoqun,Althammer,M,878,289-7684,BURGETTSTOWN,PA,15021,M,N,5000,3.07,0,0,0
1419,5688,Pentti,Mittra,F,207,808-5962,MECHANIC FALLS,ME,4256,S,Y,20000,8.5,2850,0,2850
1420,5690,Davood,Chvatal,M,939,393-2454,TRUJILLO ALTO,PR,976,M,N,45000,0.0,empty,0,0
1421,5691,Bartek,Therrien,M,202,824-3523,WASHINGTON,DC,20560,M,Y,80000,9.0,0,2740,1370
1422,5705,Ceri,Cardinael,bF,202,261-7661,WASHINGTON,DC,20542,S,N,70000,9.0,1370,0,0
1423,5709,Douadi,Almasi,***,351,236-5644,HUBBARDSTON,MA,1452,M,N,10000,5.3,0,7150,0
1424,5712,Satoshi,Widmer,M,787,402-6973,GUAYAMA,PR,785,S,Y,25000,0.0,0,0,0
1425,5714,Eser,Reese,M,315,259-9578,LEICESTER,NY,14481,M,N,25000,4.0984755,0,0,0
1426,5717,Harumi,Clint,M,939,530-7177,LARES,PR,669,S,Y,20000,0.0,0,0,0
1427,5720,IlYoung,Baumslag,M,202,117-5694,WASHINGTON,C,20097,S,N,20000,6.75,1370,0,***
1428,5725,Thad,Fushchich,M,201,545-5551,GARFIELD,NJ,7026,M,N,65000,2.1096876,0,2000,0
1429,5727,Pythagoras,Verhaegen,F,802,427-3908,BURLINGTON,VT,5402,M,Y,5000,3.6,0,6600,3300
1430,5728,Shinsuke,Uthaisombut,M,571,554-2962,PHILOMONT,VA,20131,S,Y,100000,5.75,900,0,900
1431,5738,Vagan,Gudeman,M,939,224-9733,empty,PR,936,M,N,25000,0.0,0,0,0
1432,5750,Teruko,Reeves,F,802,123-3237,WARDSBORO,VT,5355,S,Y,50000,3.9998987,3300,0,3300
1433,5756,Francky,Berrada,F,207,113-3079,DENNYSVILLE,ME,4628,S,Y,15000,6.9580293000000015,2850,0,2850
1434,5759,Stacie,Hertzum,F,860,924-8683,HARTFORD,CT,6106,S,Y,45000,5.0,12750,0,0
1435,5762,Benn,Anson,F,351,793-9975,WENDELL,MA,1379,S,N,5000,5.3,3575,empty,0
1436,5763,Linus,Tarlescu,F,802,421-6850,COVENTRY,empty,5825,S,N,40000,3.800944,3300,0,0
1437,5766,Harumi,Hameroff,M,802,370-9288,SAINT JOHNSBURY CENTER,VT,5863,M,N,35000,3.7014668,0,6600,0
1438,5767,Debendra,Sluis,M,860,839-5288,EAST HARTFORD,CT,6118,S,N,85000,5.0,12750,0,0
1439,5769,Licheng,Hagemann,F,207,304-9181,FREEPORT,ME,4034,S,N,100000,8.5,2850,0,***
1440,5772,Parto,Chelegatski,M,787,242-2287,SAN JUAN,PR,911,S,N,100000,0.0,0,0,0
1441,5773,Yih,Garratt,F,401,273-2066,dADAMSVILLE,RI,2801,M,N,95000,0.0,0,0,empty
1442,5776,Taiichi,Voorhoeve,M,603,887-7196,WEST OSSIPEE,NH,3890,M,Y,50000,0.0,0,0,0
1443,5779,Liviu,Scharf,F,908,277-1979,NEWARK,NJ,7107,M,Y,95000,2.5828125,0,2000,1500
1444,5783,Nimish,Suomi,F,401,819-7844,PROVIDENCE,RI,2905,M,Y,100000,0.0,0,0,0
1445,5784,Pierre,Ruocco,M,856,362-3527,ELMER,NJ,8318,S,N,70000,2.1885417,1000,0,***
1446,5788,Zarko,Piccinini,M,302,468-3044,GREENWOOD,DE,19950,S,Y,40000,4.586364,110,0,d110
1447,5794,Kati,Smallbone,M,939,540-2733,CIALES,PR,638,S,N,70000,0.0,0,0,0
1448,5797,Okuhiko,Tiernan,M,802,852-4923,EAST MONTPELIER,VT,5651,S,Y,90000,4.7957172,3300,0,3300
1449,5798,Jasmina,Yfoulis,M,860,445-2425,HARTFORD,CT,6120,S,Y,90000,5.0,12750,0,0
1450,5804,Gesualdo,Bocchetti,M,203,907-4437,WATERTOWN,T,6795,M,Y,95000,5.0,0,24500,0
1451,5811,Minkai,Terrat,M,203,153-2387,VOLUNTOWN,CdT,6384,S,N,75000,5.0,12750,0,0
1452,5816,Zhiqun,Ashman,F,724,433-4920,JAMES CREEK,PA,16657,M,N,65000,3.07,0,0,0
1453,5821,Diomidis,Arent,***,351,621-1324,GILL,MA,1354,M,Y,20000,5.3,0,7150,1000
1454,5824,Gesualdo,Easwarakumar,M,781,737-3080,ANDOVER,MA,1810,M,N,50000,5.3,0,7150,0
1455,5825,Arnim,Tjiang,M,860,403-9908,GREENS FARMS,CT,6838,M,Y,15000,5.0,0,24500,0
1456,5828,Kien,McCluskey,F,774,108-8565,WAKEFIELD,MA,1880,M,Y,10000,5.3,0,7150,1000
1457,5837,Farzin,Cerone,M,203,961-3273,HAMPTON,mCT,6247,S,Y,75000,5.0,12750,0,0
1458,5840,Sanping,Kroon,F,401,808-8916,JAMESTOWN,RI,2835,M,Y,60000,0.0,0,0,0
1459,5848,Surapol,Proskurowski,F,617,770-2697,CARVER,MA,2330,M,N,40000,5.3,0,7150,0
1460,5853,Osaaki,Helfrich,M,202,171-4669,WASHINGTON,DjC,20289,M,N,10000,4.5,0,2740,0
1461,5855,Kazuya,Blumrich,F,339,313-6835,LITTLETON,MA,1460,M,N,20000,5.3,0,7150,0
1462,5864,Gwang,Roelofsen,M,401,338-5778,MIDDLETOWN,RI,2842,M,N,80000,0.0,0,0,0
1463,5865,Toomas,Sawant,F,848,135-4958,NEWPORT,NJ,8345,S,Y,70000,2.1885417,1000,0,1500
1464,5866,Haruaki,Schmittgen,F,860,627-6822,MERIDEN,CT,6454,S,Y,20000,5.0,12750,0,0
1465,5867,Sahibsingh,Reisfelder,F,603,616-7363,WEARE,NH,3281,M,N,50000,0.0,0,0,0
1466,5874,Nadia,Chenoweth,F,787,809-3252,CAGUAS,PjR,725,M,N,70000,0.0,0,0,0
1467,5880,Ivan,Windeknecht,M,207,413-2561,PERRY,ME,4667,M,N,65000,8.5,0,5700,0
1468,5885,Junzhong,Schmalz,empty,202,543-6829,WASHINGTON,CD,20073,M,Y,90000,9.0,0,2740,1370
1469,5887,Meenakshy,Monkewich,F,240,619-3807,GAITHERSBURG,MD,20879,M,Y,10000,4.75,0,4800,2400
1470,5889,van,Beal,F,607,153-2744,VALATIE,NY,12184,S,N,40000,4.1853657,0,0,0
1471,5890,Gulrukh,Herity,M,603,849-6768,DUNBARTON,NH,3046,M,Y,45000,0.0,0,0,0
1472,5897,Caroline,Handke,M,484,690-5818,PITTSBURGH,PA,15214,M,N,80000,3.07,0,0,0
1473,5901,Manuel,Chvalosky,F,401,815-8029,JAMESTOWN,RI,2835,S,Y,10000,0.0,0,0,0
1474,5902,Sangjin,Noll,F,202,954-5769,WASHINGTON,CD,20552,S,Y,70000,9.0,1370,***,1370
1475,5910,Jinshi,Mattern,F,802,226-1257,WOODSTOCK,VT,5091,S,N,10000,3.6,3300,0,0
1476,5911,Fuchun,Hassin,F,202,914-4731,WASHINGTON,C,20262,S,Y,25000,7.875,1370,0,1370
1477,5916,Reimer,Blu,F,276,285-8315,WATERFORD,VA,20197,S,Y,95000,5.75,900,empty,900
1478,5929,Changyuan,Souquieres,***,939,365-4390,OROCOVIS,PR,720,S,N,75000,0.0,0,0,0
1479,5930,Surjatini,Ruano,M,401,989-3996,CRANSTON,RI,2920,M,N,90000,0.0,0,0,0
1480,5935,Hungse,Jarecki,M,802,529-6809,empty,VT,5828,M,N,40000,3.800944,0,6600,0
1481,5937,Dechang,Battaglin,F,202,168-7879,WASHINGTON,DhC,20056,S,N,100000,9.0,1370,0,0
1482,5938,Raz,Middeldorp,M,202,193-5118,WASHINGTON,DC,20593,M,Y,100000,9.0,0,2740,1370
1483,5942,Amitabha,Fudos,F,202,182-3977,WASHINGTON,C,20534,S,N,50000,9.0,13m70,0,0
1484,5944,Bernold,Reddi,M,939,213-9173,MAYAGUEZ,PR,682,M,Y,100000,0.0,0,0,0
1485,5950,Ashesh,Greitane,F,724,297-4328,WHITE HAVEN,PA,18661,S,Y,5000,3.07,0,0,0
1486,5954,Eizyu,Wehrenberg,F,802,143-2292,MANCHESTER CENTER,VT,5255,M,Y,35000,3.7014668,0,6600,3300
1487,5957,Matrina,Osmon,M,908,684-9829,ELIZABETH,NJ,7201,S,N,75000,2.267396,1000,0,0
1488,5959,Venkata,Colombet,F,413,493-5725,LYNN,MA,1910,M,N,20000,5.3,0,71u50,0
1489,5961,Sonoko,Haenni,F,202,143-9875,WASHINGTON,C,20393,M,N,25000,7.875,0,2740,0
1490,5963,Hubertus,Tulley,M,857,743-6360,WESTPORT,MA,2790,S,Y,25000,5.3,3575,0,1000
1491,5964,Sridhar,Highland,M,908,559-1966,WOODBRIDGE,NJ,7095,S,Y,80000,2.34625,1000,0,1500
1492,5965,Thea,Bui,M,814,741-3766,LAWRENCE,PA,15055,M,Y,95000,3.07,0,0,0
1493,5966,Hongzue,Soloway,M,410,629-1709,GLEN ECHO,MD,20812,M,N,60000,4.75,0,4800,empty
1494,5971,Frances,Maccabe,F,401,174-4201,TIVERTON,RI,2878,S,N,25000,0.0,***,0,0
1495,5973,Chongjiang,Sirmakessis,M,908,766-2939,TOTOWA,NJ,7511,S,N,10000,1.4,1000,0,0
1496,5980,Serenella,Khayat,F,603,438-1846,GLENCLIFF,NH,3238,S,Y,10000,0.0,***,0,0
1497,5985,Maheswara,Specker,M,203,658-1816,TAFTVILLE,TC,6380,S,N,60000,5.0,empty,0,0
1498,5987,Grigore,Lidinsky,M,603,421-9290,BETHLEHEM,NH,3574,M,Y,90000,0.0,0,0,0
1499,5997,Epaminondas,Uellner,F,787,322-9797,UTUADO,PR,641,M,Y,25000,0.0,0,0,0
1500,5998,Alfons,Getfert,F,603,225-8283,MARLBOROUGH,NH,3455,M,Y,10000,0.0,0,0,0
1501,6001,Yoshikane,Otterbein,F,207,729-1832,WALLAGRASS,ME,4781,M,N,40000,8.5,0,5700,0
1502,6005,Wieslaw,Koperski,M,802,485-5209,WEST RUPERT,VT,5776,M,Y,10000,3.6,0,6600,3300
1503,6006,Weifeng,Alberdi,F,603,500-5302,MADISON,NH,3849,M,N,10000,0.0,0,0,s0
1504,6012,Cornelius,Elkadi,empty,860,674-5517,WOODSTOCK VALLEY,CT,6282,M,N,10000,0.0,0,24500,0
1505,6019,Muffy,Basarab,M,207,452-5859,SOUTH BERWICK,EM,3908,M,Y,30000,8.5,0,5700,2850
1506,6020,Rogelio,Flotzinger,M,207,811-3074,EAST PARSONSFIELD,ME,4028,M,Y,20000,8.5,0,5700,2850
1507,6036,Lucien,Musin,M,207,184-6772,EUSTIS,ME,4936,M,N,55000,8.5,0,5700,0
1508,6038,Kazuhito,Marquard,M,802,223-6684,EAST RANDOLPH,VT,5041,M,N,45000,3.9004214,0,6600,0
1509,6051,Tyler,Weiland,F,401,883-8087,CAROLINA,RI,2812,S,Y,85000,0.0,empty,0,e0
1510,6054,Shigeyuki,Minakawa,F,207,764-3909,ALFRED,ME,4002,M,Y,20000,8.5,0,5700,2850
1511,6059,Lil,Praus,M,410,295-1087,CUMBERLAND,MD,21505,M,N,85000,4.75,0,4800,0
1512,6062,Weihai,Rilling,M,551,356-7559,GLEN ROCK,NJ,7452,M,N,85000,2.4251041,0,2000,0
1513,6075,Viljem,Majewski,F,301,175-3201,LINEBORO,MD,21088,S,Y,35000,4.75,2400,0,2400
1514,6082,Alejandra,Galdes,F,302,966-8976,WILMINGTON,DE,19895,S,Y,100000,5.95,110,0,110
1515,6083,Fazel,Gudeman,F,203,802-5725,UNIONVILLE,TC,6087,M,Y,30000,5.0,0,24500,0
1516,6088,Shyue,McMahan,M,787,432-3281,FORT BUCHANAN,PR,934,S,Y,65000,0.0,0,0,0
1517,6107,Viv,Kuemmerle,F,302,316-7231,NEWARK,E,19718,M,N,50000,5.268182,0,220,0
1518,6110,Belaid,Gips,F,443,916-1520,ELLICOTT CITY,MD,21042,M,N,60000,4.75,0,4800,0
1519,6111,Ahsan,Batzoglou,F,203,388-5177,GALES FERRY,xCT,6335,S,N,95000,5.0,12750,0,0
1520,6112,Niranjani,Melzak,M,215,244-1249,CARBONDALE,PA,18407,S,N,45000,3.07,0,0,0
1521,6116,Arvola,Terrasse,F,302,772-4578,ROCKLAND,E,19732,M,N,45000,4.9272730000000005,0,220,0
1522,6119,Chern,Kabra,M,860,996-1357,GLASTONBURY,CT,6033,S,N,10000,0.0,12750,0,0
1523,6128,Bhupinder,Martyna,F,724,589-1129,PARKESBURG,PA,19365,S,N,20000,3.07,0,0,0
1524,6134,Neelam,Pecuchet,M,315,662-7650,COLUMBIAVILLE,NY,12050,M,Y,80000,4.4170732,0,0,1000
1525,6144,Wenyu,Vittorini,F,802,503-8746,MONKTON,VT,5469,M,N,45000,3.9004214,0,6600,0
1526,6145,Minsuk,Pacholski,F,774,880-2299,JAMAICA PLAIN,MA,2130,S,N,10000,5.3,3575,0,0
1527,6146,Geunmo,Pinkas,M,203,440-9787,WATERBURY,T,6704,M,N,35000,5.0,0,24500,0
1528,6148,Xiaodong,Bina,M,802,317-7062,NORWICH,VT,5055,M,Y,55000,4.099376,0,6600,3300
1529,6149,Naotaka,Korbar,M,410,429-1513,ANNAPOLIbS,MD,21409,S,Y,90000,4.75,2400,0,2400
1530,6153,Lalgudi,Pelletier,F,802,759-8783,BURLINGTON,VT,5408,M,N,75000,4.497285400000001,0,empty,***
1531,6156,Gopalakrishnan,Talmor,M,202,520-3630,WASHINGTON,C,20434,S,N,30000,9.0,1370,0,0
1532,6158,Santos,Goodrum,F,802,839-4478,empty,VT,5766,M,Y,40000,3.800944,0,6600,3300
1533,6160,Venkatesan,Bugaenko,M,207,685-4805,SAINT FRANCIS,ME,4774,S,Y,20000,8.5,2850,0,2850
1534,6173,Burke,Mihok,empty,202,369-5000,WASHINGTON,CD,20041,S,N,50000,9.0,1370,0,0
1535,6174,Aleksey,Soceanu,M,207,923-8662,JEFFERSON,ME,4348,S,N,60000,8.5,2850,0,0
1536,6175,Mizuho,Razek,F,203,578-4089,WATERBURY,TC,6725,M,N,25000,5.0,0,24500,0
1537,6192,Adrianos,Nonnenmacher,M,302,586-6209,DOVER,DdE,19904,S,Y,85000,5.95,110,0,110
1538,6195,Serenella,Raney,F,484,739-4573,POMEROY,PA,19367,S,N,30000,3.07,0,0,0
1539,6200,Sakthirel,Huhdanpaa,F,908,983-6310,PITMAN,NJ,8071,S,N,95000,2.5828125,1000,0,0
1540,6210,Alanoly,Facello,M,802,918-9679,HARTFORD,VT,5047,S,Y,15000,3.6,3300,0,3300
1541,6212,Ingbert,Paterakis,M,203,100-3309,NAUGATUCK,T,6770,M,N,10000,0.0,0,24500,0
1542,6216,Trent,Rotger,M,551,155-5737,MONMOUTH JUNCTION,NJ,8852,S,Y,20000,1.4,1000,0,1500
1543,6218,Etta,Prior,M,908,234-6237,KEARNY,NJ,7032,M,N,5000,1.4,0,2000,0
1544,6223,Arnold,Hertzum,F,443,517-6733,BITTINGER,MD,21522,M,Y,20000,4.75,0,4800,2400
1545,6227,Yahui,Carrico,F,302,632-8743,FREDERICA,DE,19946,S,N,5000,2.2,110,u0,w0
1546,6230,Margarita,Kleiter,M,610,162-8833,FORT LOUDON,PA,17224,S,Y,30000,3.07,0,0,0
1547,6235,Alicja,Isern,M,802,589-6827,empty,VT,5738,M,N,5000,3.6,0,6600,0
1548,6236,Mino,Mishkin,F,860,181-5145,PRESTON,CT,6365,S,Y,40000,5.0,12750,0,0
1549,6252,GuoDong,Yuguchi,M,802,410-1413,SHEFFIELD,VT,5866,S,Y,50000,3.9998987,3300,0,3300
1550,6254,Duane,Denti,F,508,226-8208,EAST LONGMEADOW,MA,1028,M,N,20000,5.3,0,7150,0
1551,6260,Ashutosh,Phuc,M,202,301-9693,WASHINGTON,C,20005,M,N,40000,9.0,0,2740,0
1552,6264,Esteban,Dandapani,M,202,472-8886,WASHINGTON,CD,20081,M,Y,25000,7.875,0,2740,1370
1553,6265,Jolly,Bruckman,M,724,654-2846,RONCO,PA,15476,M,N,75000,3.07,0,0,0
1554,6270,Hidefumi,Pleser,F,603,907-4721,SOUTH SUTTON,NH,3273,S,N,35000,0.0,0,0,0
1555,6276,Alselm,Sanghavi,F,207,784-5935,PORTLAND,ME,4124,M,N,35000,8.5,0,5700,0
1556,6280,Reg,Canon,F,802,340-7387,RANDOLPH,VT,5060,M,N,70000,4.397808,0,6600,x0
1557,6289,Wiebe,Fahringer,F,339,743-2294,LYNN,MA,1904,S,Y,40000,5.3,3575,0,1000
1558,6290,Dragutin,Postma,M,607,188-4032,DALTON,NY,14836,M,Y,5000,4.0,0,0,1000
1559,6291,Kye,Cronin,M,203,462-5622,STAMFORD,TC,6926,S,N,55000,5.0,12750,0,0
1560,6293,Agnieszka,Hadon,empty,202,327-9705,WASHINGTON,DzC,20565,M,Y,50000,9.0,0,2740,1370
1561,6297,Yukari,Terrel,F,802,907-9417,TAFTSVILLE,VT,5073,S,Y,65000,4.298331,3300,0,3300
1562,6299,Patrizia,Walinsky,M,939,594-4845,YAUCO,PR,698,M,N,60000,0.0,0,0,0
1563,6303,Mattias,Tattersall,F,908,471-8008,TUCKAHOE,NJ,8250,S,N,85000,2.4251041,1000,empty,0
1564,6304,Surapong,Vlachantonis,F,202,441-5353,WASHINGTON,C,20050,S,N,95000,9.0,1370,0,0
1565,6305,Lijie,Coxon,M,267,505-7309,ELM,PA,17521,M,Y,20000,3.07,0,0,0
1566,6313,Olavi,Franckson,M,215,337-6158,VOWINCKEL,PA,16260,M,N,70000,3.07,0,0,0
1567,6316,Yousri,Addyman,M,802,142-5745,BRIDPORT,VT,5734,S,Y,45000,3.9004214,3300,0,3300
1568,6320,Dines,Bracchi,F,202,933-7680,WASHINGTON,DvC,20543,M,Y,65000,9.0,0,2740,1370
1569,6321,Vinnakota,Backelin,F,267,249-2394,PRICEDALE,PA,15072,S,N,25000,3.07,0,0,0
1570,6322,Weicheng,Usha,M,207,126-6666,TREVETT,ME,4571,M,Y,30000,8.5,empty,5700,2850
1571,6324,Nayla,Iacovou,F,301,995-2047,CROCHERON,MD,21627,S,N,75000,4.75,2400,0,empty
1572,6325,Miao,Soriano,F,201,950-4259,SOUTH AMBOY,empty,8879,S,Y,65000,2.1096876,1000,0,1500
1573,6326,Bela,Kloeden,M,202,486-7354,WASHINGTON,DsC,20420,S,Y,40000,9.0,1370,0,1370
1574,6327,Rowan,Eidelson,M,609,331-3126,DELMONT,NJ,8314,S,N,85000,2.4251041,1000,0,0
1575,6329,Aimee,Maaren,M,860,774-8876,MIDDLETOWN,CT,6457,S,Y,65000,5.0,12750,0,0
1576,6330,Malee,Staab,M,443,667-4299,RAWLINGS,MD,21557,S,N,10000,4.75,2400,0,0
1577,6331,Chander,Swoboda,F,939,547-8500,MOROVIS,PR,687,M,N,35000,0.0,0,0,0
1578,6334,Yalu,Cho,M,203,471-7777,STAMFORD,lCT,6901,S,N,75000,5.0,12750,0,0
1579,6336,Loet,Hacid,M,215,798-5228,BROWNSTOWN,PA,17508,M,Y,15000,3.07,0,0,0
1580,6341,Shree,Passafiume,F,703,312-8995,LEESBURG,VA,20177,M,Y,70000,5.75,0,1800,900
1581,6347,Steven,Kamoun,M,351,730-8648,BOSTON,MA,2113,M,Y,85000,5.3,0,7150,1000
1582,6352,Sunder,Lettang,F,603,307-7963,ASHUELOT,NH,3441,S,Y,65000,0.0,0,0,0
1583,6356,Valeska,Murai,F,207,610-2464,CLAYTON LAKE,ME,4737,M,Y,65000,8.5,0,5700,2850
1584,6358,Tzilla,Koshino,M,207,639-3613,SEAL HARBOR,ME,4675,S,N,60000,8.5,2850,0,0
1585,6361,Tino,Blom,M,610,200-1277,WES MIDDLETOWN,PA,15379,S,N,5000,3.07,0,0,0
1586,6364,Sumiyasu,Zschoche,F,603,257-9953,RYE,NH,3870,M,N,80000,0.0,0,0,0
1587,6374,Qiong,Assadi,M,781,934-6520,NORTH EASTON,MA,2356,M,N,85000,5.3,0,empty,0
1588,6377,Phobe,Ying,F,774,197-2822,ROCHDALE,MA,1542,S,Y,60000,5.3,3575,0,1000
1589,6384,Pau,Emmes,F,202,468-1837,WASHINGTON,CD,20212,M,N,90000,9.0,c0,2740,0
1590,6385,Kiichi,Kaeli,M,585,570-9170,ALBANY,NY,12242,S,N,10000,4.011585,0,0,0
1591,6386,Kirsty,Insfran,F,401,450-4105,PORTSMOUTH,RI,2871,M,N,90000,0.0,0,0,0
1592,6390,Parimala,Brockman,F,351,554-4967,BELLINGHAM,MA,2019,M,Y,40000,5.3,0,7150,1000
1593,6391,Pal,Rosenblad,M,215,128-2731,BOBTOWN,PA,15315,M,Y,20000,3.07,0,0,0
1594,6392,Behnaam,Calude,F,401,110-6018,WESTERLY,RI,2891,M,Y,35000,0.0,0,0,0
1595,6399,Chienhua,Zisman,M,401,387-3187,HARRISVILLE,RI,2830,S,Y,60000,0.0,empty,0,0
1596,6401,Haruko,Sever,F,860,383-5073,NORWALK,CT,6855,S,N,40000,5.0,12750,0,0
1597,6403,Rowan,Konstan,M,716,529-3240,VAILS GATE,NY,12584,S,Y,100000,4.5329266,0,0,1000
1598,6410,Vhris,Bellosta,F,201,220-6470,SOMERSET,NJ,8875,S,Y,40000,1.7154167000000002,1000,0,1500
1599,6413,Christelle,Eyre,F,860,305-6254,HARTFORD,CT,6132,M,Y,15000,5.0,0,24500,0
1600,6417,Vojtech,Dervin,F,443,609-2670,CHESAPEAKE BEACH,MD,20732,M,Y,95000,4.75,0,4800,2400
1601,6423,Jamie,Ahrenberg,M,978,398-8462,ACTON,MA,1720,M,N,70000,5.3,0,7150,0
1602,6427,Jianchen,Bracha,F,202,456-3135,WASHINGTON,DC,20211,S,Y,100000,9.0,empty,0,1370
1603,6437,Akshar,Nguifo,M,302,409-4534,TOWNSEND,E,19734,S,N,90000,5.95,110,***,0
1604,6442,Luciano,Tekampe,M,202,187-2986,WASHINGTON,CD,20250,S,N,15000,5.625,1370,0,0
1605,6447,Yurdaer,Schiex,F,908,447-2631,ISLAND HEIGHTS,NJ,8732,M,Y,75000,2.267396,0,2000,1500
1606,6451,Etienne,Olagunju,F,603,268-7354,WEST LEBANON,NH,3784,M,Y,70000,0.0,0,0,0
1607,6455,Alean,Jumpertz,M,939,132-6147,LA PLATA,PR,786,S,N,15000,0.0,0,0,0
1608,6457,Tomi,Kroha,M,802,889-2173,WEST HARTFORD,VT,5084,S,N,100000,4.994672,3300,0,0
1609,6461,Aarron,Rodier,M,401,560-2733,FISKEVILLE,RI,2823,S,Y,90000,0.0,0,0,0
1610,6466,Avideh,Drewnowski,F,302,562-8750,MIDDLETOWN,E,19709,M,Y,80000,5.95,0,220,110
1611,6468,Geri,Sridhar,F,570,777-1508,FORT LITTLETON,PA,17223,M,N,30000,3.07,0,0,0
1612,6470,Geert,Kubicek,M,202,200-7908,WASHINGTON,C,20226,M,Y,75000,9.0,0,2740,1370
1613,6471,Eunsam,Wallenborn,M,401,474-2525,TIVERTON,RI,2878,M,Y,60000,0.0,0,0,0
1614,6477,Pui,Faris,F,240,233-7739,ANDREWS AIR FORCE BASE,MD,20762,S,Y,30000,4.75,2400,0,2400
1615,6478,Veit,Holvoet,F,848,620-8309,PATERSON,NJ,7504,S,N,35000,1.6365625,100,0,0
1616,6483,Takashige,Gimarc,M,401,302-7233,PROVIDENCE,RI,2908,M,Y,20000,0.0,0,0,0
1617,6492,Michinao,Brockmeyer,F,802,810-3445,BARTOuN,VT,5822,S,N,55000,4.099376,3300,0,0
1618,6493,Edison,Smotroff,M,787,992-4395,BOQUERON,PR,622,M,N,45000,0.0,0,0,0
1619,6494,Oris,Luth,M,603,904-5258,CHARLESTOWN,NH,3603,M,Y,35000,0.0,0,0,0
1620,6496,Jiansan,Hollenbeck,F,718,584-4470,FRESH MEADOWS,NY,11365,M,Y,100000,4.5329266,0,0,1000
1621,6498,Oguz,Gram,F,860,484-4059,WILLIMANTIC,CT,6226,M,N,75000,5.0,0,24500,0
1622,6501,Yufei,Nollmann,M,301,403-8519,FEDERALSBURG,MD,21632,M,Y,70000,4.75,0,4800,2400
1623,6503,Murugappan,Hollenbach,M,202,439-5698,WASHINGTON,DpC,20429,M,Y,75000,9.0,0,2740,1370
1624,6504,Yurij,Ozeri,M,302,979-8728,NEWARK,DjE,19716,M,Y,10000,2.540909,0,220,110
1625,6514,Chittur,Meilijson,M,401,693-6318,FOSTER,RI,2825,S,Y,30000,0.0,0,0,0
1626,6516,Baoling,Bachus,F,732,792-1365,KEYPORT,NJ,7735,S,Y,85000,2.4251041,1000,0,1500
1627,6522,Burghardt,Docker,F,302,582-8705,BETHEL,ED,19931,M,N,15000,2.8818183,0,220,0
1628,6523,Toniann,Byron,F,732,520-2225,TRENTON,NJ,8603,M,N,15000,1.4,0,2000,0
1629,6525,Chitra,Mandell,M,202,987-6094,WASHINGTON,C,20506,M,N,90000,9.0,0,2740,0
1630,6530,Martijn,Calvi,F,603,530-9280,WINNISQUAM,NH,3289,M,Y,45000,0.0,0,0,0
1631,6534,Chyuan,Powers,M,939,888-3672,SAN JUAN,PR,907,S,N,25000,0.0,0,0,0
1632,6539,Victoria,Joswig,F,814,459-9354,COOPERSBURG,PA,18036,M,Y,65000,3.07,0,0,0
1633,6544,Kazukuni,Lease,M,410,714-2177,DEALE,MD,20751,S,N,20000,4.75,2400,0,0
1634,6550,Mette,Turcotte,M,610,357-1828,CADOGAN,PA,16212,S,Y,40000,3.07,0,0,c0
1635,6552,Bevin,Orphanoudakis,F,939,806-7536,LOIZA,PR,772,S,Y,5000,0.0,0,0,0
1636,6553,Naofumi,Pimm,M,570,109-7051,PHILADELPHIA,PA,19133,S,N,90000,3.07,0,0,0
1637,6566,Huaiyuan,Leifker,M,207,468-2871,WESTBROOK,ME,4092,M,N,90000,8.5,0,5700,0
1638,6580,Hajin,Milgrom,F,609,287-8903,NEW MILFORD,NJ,7646,M,Y,15000,1.4,0,2000,1500
1639,6587,Philips,Isard,M,410,668-3311,EASTON,MD,21606,S,Y,55000,4.75,2400,0,2400
1640,6590,Sonja,Baezner,F,610,194-9931,MOUNT UNION,PA,17066,M,Y,100000,3.07,0,0,0
1641,6596,Bodo,Kadous,M,603,626-2239,THORNTON,NH,3285,S,Y,20000,0.0,0,0,0
1642,6597,Estelle,Boggs,F,484,928-4122,AUBURN,PA,17922,M,Y,10000,3.07,0,0,0
1643,6603,Ladislav,Hamblin,M,860,372-7328,ROCKY HILL,CT,6067,M,N,30000,5.0,0,24500,0
1644,6613,Tawfik,Eby,F,302,259-6790,CLAYTON,yDE,19938,S,Y,35000,4.2454550000000015,110,empty,110
1645,6622,Orran,Yamnitsky,M,401,152-3091,WAKEFIELD,RI,2880,M,N,45000,0.0,0,0,0
1646,6623,Tsunenori,Figueira,F,302,751-9884,ODESSA,DqE,19730,S,Y,70000,5.95,110,empty,110
1647,6640,Aiqin,Faustini,M,207,704-1044,SOUTH PORTLAND,ME,4106,S,N,95000,8.5,2v850,0,0
1648,6646,Asmus,Keum,M,802,506-9677,BRANDON,VT,5733,M,N,25000,3.6,0,empty,0
1649,6647,Eddi,Konomi,empty,787,640-7942,SAN JUAN,PR,913,M,Y,55000,0.0,0,0,0
